award,category,film,href,name,winner,year
Golden Globe,Actor,Green Card,/wiki/Green_Card_(film),Grard Depardieu,1,1990
Golden Globe,Actor,Home Alone,/wiki/Home_Alone,Macaulay Culkin,0,1990
Golden Globe,Actor,Edward Scissorhands,/wiki/Edward_Scissorhands,Johnny Depp,0,1990
Golden Globe,Actor,Pretty Woman,/wiki/Pretty_Woman,Richard Gere,0,1990
Golden Globe,Actor,Ghost,/wiki/Ghost_(1990_film),Patrick Swayze,0,1990
Golden Globe,Actor,The Fisher King,/wiki/The_Fisher_King_(film),Robin Williams,1,1991
Golden Globe,Actor,The Fisher King,/wiki/The_Fisher_King,Jeff Bridges,0,1991
Golden Globe,Actor,City Slickers,/wiki/City_Slickers,Billy Crystal,0,1991
Golden Globe,Actor,Hook,/wiki/Hook_(film),Dustin Hoffman,0,1991
Golden Globe,Actor,Soapdish,/wiki/Soapdish,Kevin Kline,0,1991
Golden Globe,Actor,The Player,/wiki/The_Player_(film),Tim Robbins,1,1992
Golden Globe,Actor,Honeymoon in Vegas,/wiki/Honeymoon_in_Vegas,Nicolas Cage,0,1992
Golden Globe,Actor,Mr. Saturday Night,/wiki/Mr._Saturday_Night,Billy Crystal,0,1992
Golden Globe,Actor,Used People,/wiki/Used_People,Marcello Mastroianni,0,1992
Golden Globe,Actor,Bob Roberts,/wiki/Bob_Roberts,Tim Robbins,0,1992
Golden Globe,Actor,Mrs. Doubtfire,/wiki/Mrs._Doubtfire,Robin Williams,1,1993
Golden Globe,Actor,Benny and Joon,/wiki/Benny_%26_Joon,Johnny Depp,0,1993
Golden Globe,Actor,Sleepless in Seattle,/wiki/Sleepless_in_Seattle,Tom Hanks,0,1993
Golden Globe,Actor,Dave,/wiki/Dave_(film),Kevin Kline,0,1993
Golden Globe,Actor,The Snapper,/wiki/The_Snapper_(film),Colm Meaney,0,1993
Golden Globe,Actor,Four Weddings and a Funeral,/wiki/Four_Weddings_and_a_Funeral,Hugh Grant,1,1994
Golden Globe,Actor,The Mask,/wiki/The_Mask_(film),Jim Carrey,0,1994
Golden Globe,Actor,Ed Wood,/wiki/Ed_Wood_(film),Johnny Depp,0,1994
Golden Globe,Actor,Junior,/wiki/Junior_(1994_film),Arnold Schwarzenegger,0,1994
Golden Globe,Actor,"The Adventures of Priscilla, Queen of the Desert","/wiki/The_Adventures_of_Priscilla,_Queen_of_the_Desert",Terence Stamp,0,1994
Golden Globe,Actor,Get Shorty,/wiki/Get_Shorty_(film),John Travolta,1,1995
Golden Globe,Actor,The American President,/wiki/The_American_President,Michael Douglas,0,1995
Golden Globe,Actor,Sabrina,/wiki/Sabrina_(1995_film),Harrison Ford,0,1995
Golden Globe,Actor,Father of the Bride Part II,/wiki/Father_of_the_Bride_Part_II,Steve Martin,0,1995
Golden Globe,Actor,"To Wong Foo, Thanks for Everything! Julie Newmar","/wiki/To_Wong_Foo,_Thanks_for_Everything!_Julie_Newmar",Patrick Swayze,0,1995
Golden Globe,Actor,Jerry Maguire,/wiki/Jerry_Maguire,Tom Cruise,1,1996
Golden Globe,Actor,Evita,/wiki/Evita_(1996_film),Antonio Banderas,0,1996
Golden Globe,Actor,Tin Cup,/wiki/Tin_Cup,Kevin Costner,0,1996
Golden Globe,Actor,The Birdcage,/wiki/The_Birdcage,Nathan Lane,0,1996
Golden Globe,Actor,The Nutty Professor,/wiki/The_Nutty_Professor_(1996_film),Eddie Murphy,0,1996
Golden Globe,Actor,As Good as It Gets,/wiki/As_Good_as_It_Gets,Jack Nicholson,1,1997
Golden Globe,Actor,Liar Liar,/wiki/Liar_Liar,Jim Carrey,0,1997
Golden Globe,Actor,Wag the Dog,/wiki/Wag_the_Dog,Dustin Hoffman,0,1997
Golden Globe,Actor,Jackie Brown,/wiki/Jackie_Brown,Samuel L. Jackson,0,1997
Golden Globe,Actor,In and Out,/wiki/In_%26_Out_(film),Kevin Kline,0,1997
Golden Globe,Actor,Little Voice,/wiki/Little_Voice_(film),Michael Caine,1,1998
Golden Globe,Actor,The Mask of Zorro,/wiki/The_Mask_of_Zorro,Antonio Banderas,0,1998
Golden Globe,Actor,Bulworth,/wiki/Bulworth,Warren Beatty,0,1998
Golden Globe,Actor,Primary Colors,/wiki/Primary_Colors_(film),John Travolta,0,1998
Golden Globe,Actor,Patch Adams,/wiki/Patch_Adams_(film),Robin Williams,0,1998
Golden Globe,Actor,Man on the Moon,/wiki/Man_on_the_Moon_(film),Jim Carrey,1,1999
Golden Globe,Actor,Analyze This,/wiki/Analyze_This,Robert De Niro,0,1999
Golden Globe,Actor,An Ideal Husband,/wiki/An_Ideal_Husband_(1999_film),Rupert Everett,0,1999
Golden Globe,Actor,Notting Hill,/wiki/Notting_Hill_(film),Hugh Grant,0,1999
Golden Globe,Actor,Sweet and Lowdown,/wiki/Sweet_and_Lowdown,Sean Penn,0,1999
Golden Globe,Actor,"O Brother, Where Art Thou?","/wiki/O_Brother,_Where_Art_Thou%3F",George Clooney,1,2000
Golden Globe,Actor,How the Grinch Stole Christmas,/wiki/Dr._Seuss%27_How_the_Grinch_Stole_Christmas_(2000_film),Jim Carrey,0,2000
Golden Globe,Actor,High Fidelity,/wiki/High_Fidelity_(film),John Cusack,0,2000
Golden Globe,Actor,Meet the Parents,/wiki/Meet_the_Parents,Robert De Niro,0,2000
Golden Globe,Actor,What Women Want,/wiki/What_Women_Want,Mel Gibson,0,2000
Golden Globe,Actor,The Royal Tenenbaums,/wiki/The_Royal_Tenenbaums,Gene Hackman,1,2001
Golden Globe,Actor,Kate and Leopold,/wiki/Kate_%26_Leopold,Hugh Jackman,0,2001
Golden Globe,Actor,Moulin Rouge!,/wiki/Moulin_Rouge!,Ewan McGregor,0,2001
Golden Globe,Actor,Hedwig and the Angry Inch,/wiki/Hedwig_and_the_Angry_Inch_(film),John Cameron Mitchell,0,2001
Golden Globe,Actor,Bandits,/wiki/Bandits_(2001_film),Billy Bob Thornton,0,2001
Golden Globe,Actor,Chicago,/wiki/Chicago_(2002_film),Richard Gere,1,2002
Golden Globe,Actor,Adaptation.,/wiki/Adaptation_(film),Nicolas Cage,0,2002
Golden Globe,Actor,Igby Goes Down,/wiki/Igby_Goes_Down,Kieran Culkin,0,2002
Golden Globe,Actor,About a Boy,/wiki/About_a_Boy_(film),Hugh Grant,0,2002
Golden Globe,Actor,Punch-Drunk Love,/wiki/Punch-Drunk_Love,Adam Sandler,0,2002
Golden Globe,Actor,Lost in Translation,/wiki/Lost_in_Translation_(film),Bill Murray,1,2003
Golden Globe,Actor,School of Rock,/wiki/School_of_Rock,Jack Black,0,2003
Golden Globe,Actor,Pirates of the Caribbean: The Curse of the Black Pearl,/wiki/Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl,Johnny Depp,0,2003
Golden Globe,Actor,Something's Gotta Give,/wiki/Something%27s_Gotta_Give_(film),Jack Nicholson,0,2003
Golden Globe,Actor,Bad Santa,/wiki/Bad_Santa,Billy Bob Thornton,0,2003
Golden Globe,Actor,Ray,/wiki/Ray_(film),Jamie Foxx,1,2004
Golden Globe,Actor,Eternal Sunshine of the Spotless Mind,/wiki/Eternal_Sunshine_of_the_Spotless_Mind,Jim Carrey,0,2004
Golden Globe,Actor,Sideways,/wiki/Sideways,Paul Giamatti,0,2004
Golden Globe,Actor,De-Lovely,/wiki/De-Lovely,Kevin Kline,0,2004
Golden Globe,Actor,Beyond the Sea,/wiki/Beyond_the_Sea_(film),Kevin Spacey,0,2004
Golden Globe,Actor,Walk the Line,/wiki/Walk_the_Line,Joaquin Phoenix,1,2005
Golden Globe,Actor,The Matador,/wiki/The_Matador,Pierce Brosnan,0,2005
Golden Globe,Actor,The Squid and the Whale,/wiki/The_Squid_and_the_Whale,Jeff Daniels,0,2005
Golden Globe,Actor,Charlie and the Chocolate Factory,/wiki/Charlie_and_the_Chocolate_Factory_(film),Johnny Depp,0,2005
Golden Globe,Actor,The Producers,/wiki/The_Producers_(2005_film),Nathan Lane,0,2005
Golden Globe,Actor,Breakfast on Pluto,/wiki/Breakfast_on_Pluto_(film),Cillian Murphy,0,2005
Golden Globe,Actor,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,/wiki/Borat,Sacha Baron Cohen,1,2006
Golden Globe,Actor,Pirates of the Caribbean: Dead Man's Chest,/wiki/Pirates_of_the_Caribbean:_Dead_Man%27s_Chest,Johnny Depp,0,2006
Golden Globe,Actor,Thank You for Smoking,/wiki/Thank_You_for_Smoking_(film),Aaron Eckhart,0,2006
Golden Globe,Actor,Kinky Boots,/wiki/Kinky_Boots_(film),Chiwetel Ejiofor,0,2006
Golden Globe,Actor,Stranger than Fiction,/wiki/Stranger_than_Fiction_(2006_film),Will Ferrell,0,2006
Golden Globe,Actor,Sweeney Todd: The Demon Barber of Fleet Street,/wiki/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street_(2007_film),Johnny Depp,1,2007
Golden Globe,Actor,Lars and the Real Girl,/wiki/Lars_and_the_Real_Girl,Ryan Gosling,0,2007
Golden Globe,Actor,Charlie Wilson's War,/wiki/Charlie_Wilson%27s_War,Tom Hanks,0,2007
Golden Globe,Actor,The Savages,/wiki/The_Savages_(film),Philip Seymour Hoffman,0,2007
Golden Globe,Actor,Walk Hard: The Dewey Cox Story,/wiki/Walk_Hard:_The_Dewey_Cox_Story,John C. Reilly,0,2007
Golden Globe,Actor,In Bruges,/wiki/In_Bruges,Colin Farrell,1,2008
Golden Globe,Actor,Vicky Cristina Barcelona,/wiki/Vicky_Cristina_Barcelona,Javier Bardem,0,2008
Golden Globe,Actor,Pineapple Express,/wiki/Pineapple_Express_(film),James Franco,0,2008
Golden Globe,Actor,In Bruges,/wiki/In_Bruges,Brendan Gleeson,0,2008
Golden Globe,Actor,Last Chance Harvey,/wiki/Last_Chance_Harvey,Dustin Hoffman,0,2008
Golden Globe,Actor,Sherlock Holmes,/wiki/Sherlock_Holmes_(2009_film),"Robert Downey, Jr.",1,2009
Golden Globe,Actor,The Informant!,/wiki/The_Informant!,Matt Damon,0,2009
Golden Globe,Actor,Nine,/wiki/Nine_(2009_live-action_film),Daniel Day-Lewis,0,2009
Golden Globe,Actor,(500) Days of Summer,/wiki/500_Days_of_Summer,Joseph Gordon-Levitt,0,2009
Golden Globe,Actor,A Serious Man,/wiki/A_Serious_Man,Michael Stuhlbarg,0,2009
Golden Globe,Actor,Barney's Version,/wiki/Barney%27s_Version_(film),Paul Giamatti,1,2010
Golden Globe,Actor,Love and Other Drugs,/wiki/Love_%26_Other_Drugs,Jake Gyllenhaal,0,2010
Golden Globe,Actor,Casino Jack,/wiki/Casino_Jack,Kevin Spacey,0,2010
Golden Globe,Actor,The Artist,/wiki/The_Artist_(film),Jean Dujardin,1,2011
Golden Globe,Actor,The Guard,/wiki/The_Guard_(2011_film),Brendan Gleeson,0,2011
Golden Globe,Actor,50/50,/wiki/50/50_(2011_film),Joseph Gordon-Levitt,0,2011
Golden Globe,Actor,"Crazy, Stupid, Love","/wiki/Crazy,_Stupid,_Love",Ryan Gosling,0,2011
Golden Globe,Actor,Midnight in Paris,/wiki/Midnight_in_Paris,Owen Wilson,0,2011
Golden Globe,Actor,Les Misrables,/wiki/Les_Mis%C3%A9rables_(2012_film),Hugh Jackman,1,2012
Golden Globe,Actor,Bernie,/wiki/Bernie_(2011_film),Jack Black,0,2012
Golden Globe,Actor,Silver Linings Playbook,/wiki/Silver_Linings_Playbook,Bradley Cooper,0,2012
Golden Globe,Actor,Salmon Fishing in the Yemen,/wiki/Salmon_Fishing_in_the_Yemen,Ewan McGregor,0,2012
Golden Globe,Actor,Hyde Park on Hudson,/wiki/Hyde_Park_on_Hudson,Bill Murray,0,2012
Golden Globe,Actor,The Wolf of Wall Street,/wiki/The_Wolf_of_Wall_Street_(2013_film),Leonardo DiCaprio,1,2013
Golden Globe,Actor,American Hustle,/wiki/American_Hustle,Christian Bale,0,2013
Golden Globe,Actor,Nebraska,/wiki/Nebraska_(film),Bruce Dern,0,2013
Golden Globe,Actor,Inside Llewyn Davis,/wiki/Inside_Llewyn_Davis,Oscar Isaac,0,2013
Golden Globe,Actor,Her,/wiki/Her_(film),Joaquin Phoenix,0,2013
Golden Globe,Actor,Birdman,/wiki/Birdman_(film),Michael Keaton,1,2014
Golden Globe,Actor,The Grand Budapest Hotel,/wiki/The_Grand_Budapest_Hotel,Ralph Fiennes,0,2014
Golden Globe,Actor,St. Vincent,/wiki/St._Vincent_(film),Bill Murray,0,2014
Golden Globe,Actor,Inherent Vice,/wiki/Inherent_Vice_(film),Joaquin Phoenix,0,2014
Golden Globe,Actor,Big Eyes,/wiki/Big_Eyes,Christoph Waltz,0,2014
Golden Globe,Actor,The Martian,/wiki/The_Martian_(film),Matt Damon,1,2015
Golden Globe,Actor,The Big Short,/wiki/The_Big_Short_(film),Christian Bale,0,2015
Golden Globe,Actor,The Big Short,/wiki/The_Big_Short_(film),Steve Carell,0,2015
Golden Globe,Actor,Danny Collins,/wiki/Danny_Collins_(film),Al Pacino,0,2015
Golden Globe,Actor,Infinitely Polar Bear,/wiki/Infinitely_Polar_Bear,Mark Ruffalo,0,2015
Golden Globe,Actor,La La Land,/wiki/La_La_Land_(film),Ryan Gosling,1,2016
Golden Globe,Actor,The Lobster,/wiki/The_Lobster,Colin Farrell,0,2016
Golden Globe,Actor,Florence Foster Jenkins,/wiki/Florence_Foster_Jenkins_(film),Hugh Grant,0,2016
Golden Globe,Actor,War Dogs,/wiki/War_Dogs_(2016_film),Jonah Hill,0,2016
Golden Globe,Actor,Deadpool,/wiki/Deadpool_(film),Ryan Reynolds,0,2016
Guild,Actor,Forrest Gump,/wiki/Forrest_Gump,Tom Hanks,1,1994
Guild,Actor,The Shawshank Redemption,/wiki/The_Shawshank_Redemption,Morgan Freeman,0,1994
Guild,Actor,Nobody's Fool,/wiki/Nobody%27s_Fool_(1994_film),Paul Newman,0,1994
Guild,Actor,The Shawshank Redemption,/wiki/The_Shawshank_Redemption,Tim Robbins,0,1994
Guild,Actor,Pulp Fiction,/wiki/Pulp_Fiction,John Travolta,0,1994
Guild,Actor,Leaving Las Vegas,/wiki/Leaving_Las_Vegas,Nicolas Cage,1,1995
Guild,Actor,Nixon,/wiki/Nixon_(film),Anthony Hopkins,0,1995
Guild,Actor,"Cry, the Beloved Country","/wiki/Cry,_the_Beloved_Country_(1995_film)",James Earl Jones,0,1995
Guild,Actor,Dead Man Walking,/wiki/Dead_Man_Walking_(film),Sean Penn,0,1995
Guild,Actor,Il Postino: The Postman,/wiki/Il_Postino:_The_Postman,Massimo Troisi,0,1995
Guild,Actor,Shine,/wiki/Shine_(film),Geoffrey Rush,1,1996
Guild,Actor,Jerry Maguire,/wiki/Jerry_Maguire,Tom Cruise,0,1996
Guild,Actor,The English Patient,/wiki/The_English_Patient_(film),Ralph Fiennes,0,1996
Guild,Actor,The People vs. Larry Flynt,/wiki/The_People_vs._Larry_Flynt,Woody Harrelson,0,1996
Guild,Actor,Sling Blade,/wiki/Sling_Blade,Billy Bob Thornton,0,1996
Guild,Actor,As Good as It Gets,/wiki/As_Good_as_It_Gets,Jack Nicholson,1,1997
Guild,Actor,Good Will Hunting,/wiki/Good_Will_Hunting,Matt Damon,0,1997
Guild,Actor,The Apostle,/wiki/The_Apostle,Robert Duvall,0,1997
Guild,Actor,Ulee's Gold,/wiki/Ulee%27s_Gold,Peter Fonda,0,1997
Guild,Actor,Wag the Dog,/wiki/Wag_the_Dog,Dustin Hoffman,0,1997
Guild,Actor,Life Is Beautiful,/wiki/Life_Is_Beautiful,Roberto Benigni,1,1998
Guild,Actor,Shakespeare in Love,/wiki/Shakespeare_in_Love,Joseph Fiennes,0,1998
Guild,Actor,Saving Private Ryan,/wiki/Saving_Private_Ryan,Tom Hanks,0,1998
Guild,Actor,Gods and Monsters,/wiki/Gods_and_Monsters_(film),Ian McKellen,0,1998
Guild,Actor,Affliction,/wiki/Affliction_(film),Nick Nolte,0,1998
Guild,Actor,American Beauty,/wiki/American_Beauty_(1999_film),Kevin Spacey,1,1999
Guild,Actor,Man on the Moon,/wiki/Man_on_the_Moon_(film),Jim Carrey,0,1999
Guild,Actor,The Insider,/wiki/The_Insider_(film),Russell Crowe,0,1999
Guild,Actor,Flawless,/wiki/Flawless_(1999_film),Philip Seymour Hoffman,0,1999
Guild,Actor,The Hurricane,/wiki/The_Hurricane_(1999_film),Denzel Washington,0,1999
Guild,Actor,Traffic,/wiki/Traffic_(2000_film),Benicio del Toro,1,2000
Guild,Actor,Billy Elliot,/wiki/Billy_Elliot,Jamie Bell,0,2000
Guild,Actor,Gladiator,/wiki/Gladiator_(2000_film),Russell Crowe,0,2000
Guild,Actor,Cast Away,/wiki/Cast_Away,Tom Hanks,0,2000
Guild,Actor,Quills,/wiki/Quills,Geoffrey Rush,0,2000
Guild,Actor,A Beautiful Mind,/wiki/A_Beautiful_Mind_(film),Russell Crowe,1,2001
Guild,Actor,Life as a House,/wiki/Life_as_a_House,Kevin Kline,0,2001
Guild,Actor,I Am Sam,/wiki/I_Am_Sam,Sean Penn,0,2001
Guild,Actor,Training Day,/wiki/Training_Day,Denzel Washington,0,2001
Guild,Actor,In the Bedroom,/wiki/In_the_Bedroom,Tom Wilkinson,0,2001
Guild,Actor,Gangs of New York,/wiki/Gangs_of_New_York,Daniel Day-Lewis,1,2002
Guild,Actor,The Pianist,/wiki/The_Pianist_(2002_film),Adrien Brody,0,2002
Guild,Actor,Adaptation.,/wiki/Adaptation_(film),Nicolas Cage,0,2002
Guild,Actor,Chicago,/wiki/Chicago_(2002_film),Richard Gere,0,2002
Guild,Actor,About Schmidt,/wiki/About_Schmidt,Jack Nicholson,0,2002
Guild,Actor,Pirates of the Caribbean: The Curse of the Black Pearl,/wiki/Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl,Johnny Depp,1,2003
Guild,Actor,The Station Agent,/wiki/The_Station_Agent,Peter Dinklage,0,2003
Guild,Actor,House of Sand and Fog,/wiki/House_of_Sand_and_Fog_(film),Ben Kingsley,0,2003
Guild,Actor,Lost in Translation,/wiki/Lost_in_Translation_(film),Bill Murray,0,2003
Guild,Actor,Mystic River,/wiki/Mystic_River_(film),Sean Penn,0,2003
Guild,Actor,Ray,/wiki/Ray_(film),Jamie Foxx,1,2004
Guild,Actor,Hotel Rwanda,/wiki/Hotel_Rwanda,Don Cheadle,0,2004
Guild,Actor,Finding Neverland,/wiki/Finding_Neverland_(film),Johnny Depp,0,2004
Guild,Actor,The Aviator,/wiki/The_Aviator_(2004_film),Leonardo DiCaprio,0,2004
Guild,Actor,Sideways,/wiki/Sideways,Paul Giamatti,0,2004
Guild,Actor,Capote,/wiki/Capote_(film),Philip Seymour Hoffman,1,2005
Guild,Actor,Cinderella Man,/wiki/Cinderella_Man,Russell Crowe,0,2005
Guild,Actor,Brokeback Mountain,/wiki/Brokeback_Mountain,Heath Ledger,0,2005
Guild,Actor,Walk the Line,/wiki/Walk_the_Line,Joaquin Phoenix,0,2005
Guild,Actor,"Good Night, and Good Luck","/wiki/Good_Night,_and_Good_Luck",David Strathairn,0,2005
Guild,Actor,The Last King of Scotland,/wiki/The_Last_King_of_Scotland_(film),Forest Whitaker,1,2006
Guild,Actor,Blood Diamond,/wiki/Blood_Diamond,Leonardo DiCaprio,0,2006
Guild,Actor,Half Nelson,/wiki/Half_Nelson_(film),Ryan Gosling,0,2006
Guild,Actor,Venus,/wiki/Venus_(film),Peter O'Toole,0,2006
Guild,Actor,The Pursuit of Happyness,/wiki/The_Pursuit_of_Happyness,Will Smith,0,2006
Guild,Actor,There Will Be Blood,/wiki/There_Will_Be_Blood,Daniel Day-Lewis,1,2007
Guild,Actor,Michael Clayton,/wiki/Michael_Clayton_(film),George Clooney,0,2007
Guild,Actor,Lars and the Real Girl,/wiki/Lars_and_the_Real_Girl,Ryan Gosling,0,2007
Guild,Actor,Into the Wild,/wiki/Into_the_Wild_(film),Emile Hirsch,0,2007
Guild,Actor,Eastern Promises,/wiki/Eastern_Promises,Viggo Mortensen,0,2007
Guild,Actor,Milk,/wiki/Milk_(film),Sean Penn,1,2008
Guild,Actor,The Visitor,/wiki/The_Visitor_(2007_drama_film),Richard Jenkins,0,2008
Guild,Actor,Frost/Nixon,/wiki/Frost/Nixon_(film),Frank Langella,0,2008
Guild,Actor,The Curious Case of Benjamin Button,/wiki/The_Curious_Case_of_Benjamin_Button_(film),Brad Pitt,0,2008
Guild,Actor,The Wrestler,/wiki/The_Wrestler_(2008_film),Mickey Rourke,0,2008
Guild,Actor,Crazy Heart,/wiki/Crazy_Heart,Jeff Bridges,1,2009
Guild,Actor,Up in the Air,/wiki/Up_in_the_Air_(2009_film),George Clooney,0,2009
Guild,Actor,A Single Man,/wiki/A_Single_Man,Colin Firth,0,2009
Guild,Actor,Invictus,/wiki/Invictus_(film),Morgan Freeman,0,2009
Guild,Actor,The Hurt Locker,/wiki/The_Hurt_Locker,Jeremy Renner,0,2009
Guild,Actor,The King's Speech,/wiki/The_King%27s_Speech,Colin Firth,1,2010
Guild,Actor,True Grit,/wiki/True_Grit_(2010_film),Jeff Bridges,0,2010
Guild,Actor,Get Low,/wiki/Get_Low_(film),Robert Duvall,0,2010
Guild,Actor,The Social Network,/wiki/The_Social_Network,Jesse Eisenberg,0,2010
Guild,Actor,127 Hours,/wiki/127_Hours,James Franco,0,2010
Guild,Actor,The Artist,/wiki/The_Artist_(film),Jean Dujardin,1,2011
Guild,Actor,A Better Life,/wiki/A_Better_Life,Demin Bichir,0,2011
Guild,Actor,The Descendants,/wiki/The_Descendants,George Clooney,0,2011
Guild,Actor,J. Edgar,/wiki/J._Edgar,Leonardo DiCaprio,0,2011
Guild,Actor,Moneyball,/wiki/Moneyball_(film),Brad Pitt,0,2011
Guild,Actor,Lincoln,/wiki/Lincoln_(2012_film),Daniel Day-Lewis,1,2012
Guild,Actor,Silver Linings Playbook,/wiki/Silver_Linings_Playbook,Bradley Cooper,0,2012
Guild,Actor,The Sessions,/wiki/The_Sessions_(film),John Hawkes,0,2012
Guild,Actor,Les Misrables,/wiki/Les_Mis%C3%A9rables_(2012_film),Hugh Jackman,0,2012
Guild,Actor,Flight,/wiki/Flight_(2012_film),Denzel Washington,0,2012
Guild,Actor,Dallas Buyers Club,/wiki/Dallas_Buyers_Club,Matthew McConaughey,1,2013
Guild,Actor,Nebraska,/wiki/Nebraska_(film),Bruce Dern,0,2013
Guild,Actor,12 Years a Slave,/wiki/12_Years_a_Slave_(film),Chiwetel Ejiofor,0,2013
Guild,Actor,Captain Phillips,/wiki/Captain_Phillips_(film),Tom Hanks,0,2013
Guild,Actor,The Butler,/wiki/The_Butler,Forest Whitaker,0,2013
Guild,Actor,The Theory of Everything,/wiki/The_Theory_of_Everything_(2014_film),Eddie Redmayne,1,2014
Guild,Actor,Foxcatcher,/wiki/Foxcatcher,Steve Carell,0,2014
Guild,Actor,The Imitation Game,/wiki/The_Imitation_Game,Benedict Cumberbatch,0,2014
Guild,Actor,Nightcrawler,/wiki/Nightcrawler_(film),Jake Gyllenhaal,0,2014
Guild,Actor,Birdman,/wiki/Birdman_(film),Michael Keaton,0,2014
Guild,Actor,The Revenant,/wiki/The_Revenant_(2015_film),Leonardo DiCaprio,1,2015
Guild,Actor,Trumbo,/wiki/Trumbo_(2015_film),Bryan Cranston,0,2015
Guild,Actor,Black Mass,/wiki/Black_Mass_(film),Johnny Depp,0,2015
Guild,Actor,Steve Jobs,/wiki/Steve_Jobs_(film),Michael Fassbender,0,2015
Guild,Actor,The Danish Girl,/wiki/The_Danish_Girl_(film),Eddie Redmayne,0,2015
Guild,Actor,Fences,/wiki/Fences_(film),Denzel Washington,1,2016
Guild,Actor,Manchester by the Sea,/wiki/Manchester_by_the_Sea_(film),Casey Affleck,0,2016
Guild,Actor,Hacksaw Ridge,/wiki/Hacksaw_Ridge_(film),Andrew Garfield,0,2016
Guild,Actor,La La Land,/wiki/La_La_Land_(film),Ryan Gosling,0,2016
Guild,Actor,Captain Fantastic,/wiki/Captain_Fantastic_(film),Viggo Mortensen,0,2016
Oscar,Actress,BUtterfield 8,/wiki/BUtterfield_8,Elizabeth Taylor,1,1960
Oscar,Actress,Sunrise at Campobello,/wiki/Sunrise_at_Campobello,Greer Garson,0,1960
Oscar,Actress,The Sundowners,/wiki/The_Sundowners,Deborah Kerr,0,1960
Oscar,Actress,The Apartment,/wiki/The_Apartment,Shirley MacLaine,0,1960
Oscar,Actress,Never on Sunday,/wiki/Never_on_Sunday,Melina Mercouri,0,1960
Oscar,Actress,Two Women,/wiki/Two_Women,Sophia Loren,1,1961
Oscar,Actress,Breakfast at Tiffany's,/wiki/Breakfast_at_Tiffany%27s_(film),Audrey Hepburn,0,1961
Oscar,Actress,The Hustler,/wiki/The_Hustler_(film),Piper Laurie,0,1961
Oscar,Actress,Summer and Smoke,/wiki/Summer_and_Smoke_(film),Geraldine Page,0,1961
Oscar,Actress,Splendor in the Grass,/wiki/Splendor_in_the_Grass,Natalie Wood,0,1961
Oscar,Actress,The Miracle Worker,/wiki/The_Miracle_Worker_(1962_film),Anne Bancroft,1,1962
Oscar,Actress,What Ever Happened to Baby Jane?,/wiki/What_Ever_Happened_to_Baby_Jane%3F_(1962_film),Bette Davis,0,1962
Oscar,Actress,Long Day's Journey into Night,/wiki/Long_Day%27s_Journey_into_Night_(1962_film),Katharine Hepburn,0,1962
Oscar,Actress,Sweet Bird of Youth,/wiki/Sweet_Bird_of_Youth,Geraldine Page,0,1962
Oscar,Actress,Days of Wine and Roses,/wiki/Days_of_Wine_and_Roses_(film),Lee Remick,0,1962
Oscar,Actress,Hud,/wiki/Hud_(1963_film),Patricia Neal,1,1963
Oscar,Actress,The L-Shaped Room,/wiki/The_L-Shaped_Room,Leslie Caron,0,1963
Oscar,Actress,Irma la Douce,/wiki/Irma_la_Douce,Shirley MacLaine,0,1963
Oscar,Actress,This Sporting Life,/wiki/This_Sporting_Life,Rachel Roberts,0,1963
Oscar,Actress,Love with the Proper Stranger,/wiki/Love_with_the_Proper_Stranger,Natalie Wood,0,1963
Oscar,Actress,Mary Poppins,/wiki/Mary_Poppins_(film),Julie Andrews,1,1964
Oscar,Actress,The Pumpkin Eater,/wiki/The_Pumpkin_Eater,Anne Bancroft,0,1964
Oscar,Actress,Marriage Italian Style,/wiki/Marriage_Italian_Style,Sophia Loren,0,1964
Oscar,Actress,The Unsinkable Molly Brown,/wiki/The_Unsinkable_Molly_Brown_(film),Debbie Reynolds,0,1964
Oscar,Actress,Sance on a Wet Afternoon,/wiki/S%C3%A9ance_on_a_Wet_Afternoon,Kim Stanley,0,1964
Oscar,Actress,Darling,/wiki/Darling_(1965_film),Julie Christie,1,1965
Oscar,Actress,The Sound of Music,/wiki/The_Sound_of_Music_(film),Julie Andrews,0,1965
Oscar,Actress,The Collector,/wiki/The_Collector_(1965_film),Samantha Eggar,0,1965
Oscar,Actress,A Patch of Blue,/wiki/A_Patch_of_Blue,Elizabeth Hartman,0,1965
Oscar,Actress,Ship of Fools,/wiki/Ship_of_Fools_(film),Simone Signoret,0,1965
Oscar,Actress,Who's Afraid of Virginia Woolf?,/wiki/Who%27s_Afraid_of_Virginia_Woolf%3F_(film),Elizabeth Taylor,1,1966
Oscar,Actress,A Man and a Woman,/wiki/A_Man_and_a_Woman,Anouk Aime,0,1966
Oscar,Actress,The Shop on Main Street,/wiki/The_Shop_on_Main_Street,Ida Kamiska,0,1966
Oscar,Actress,Georgy Girl,/wiki/Georgy_Girl,Lynn Redgrave,0,1966
Oscar,Actress,Morgan!,/wiki/Morgan!,Vanessa Redgrave,0,1966
Oscar,Actress,Guess Who's Coming to Dinner,/wiki/Guess_Who%27s_Coming_to_Dinner,Katharine Hepburn,1,1967
