category,name,winner,award,href,year,film
Picture,Atonement,0,Oscar,/wiki/Atonement_(film),2007,Atonement
Picture,Juno,0,Oscar,/wiki/Juno_(film),2007,Juno
Picture,Michael Clayton,0,Oscar,/wiki/Michael_Clayton_(film),2007,Michael Clayton
Picture,There Will Be Blood,0,Oscar,/wiki/There_Will_Be_Blood,2007,There Will Be Blood
Picture,Slumdog Millionaire,1,Oscar,/wiki/Slumdog_Millionaire,2008,Slumdog Millionaire
Picture,The Curious Case of Benjamin Button,0,Oscar,/wiki/The_Curious_Case_of_Benjamin_Button_(film),2008,The Curious Case of Benjamin Button
Picture,Frost/Nixon,0,Oscar,/wiki/Frost/Nixon_(film),2008,Frost/Nixon
Picture,Milk,0,Oscar,/wiki/Milk_(film),2008,Milk
Picture,The Reader,0,Oscar,/wiki/The_Reader_(2008_film),2008,The Reader
Picture,The Hurt Locker,1,Oscar,/wiki/The_Hurt_Locker,2009,The Hurt Locker
Picture,Avatar,0,Oscar,/wiki/Avatar_(2009_film),2009,Avatar
Picture,The Blind Side,0,Oscar,/wiki/The_Blind_Side_(film),2009,The Blind Side
Picture,District 9,0,Oscar,/wiki/District_9,2009,District 9
Picture,An Education,0,Oscar,/wiki/An_Education,2009,An Education
Picture,Inglourious Basterds,0,Oscar,/wiki/Inglourious_Basterds,2009,Inglourious Basterds
Picture,Precious,0,Oscar,/wiki/Precious_(film),2009,Precious
Picture,A Serious Man,0,Oscar,/wiki/A_Serious_Man,2009,A Serious Man
Picture,Up,0,Oscar,/wiki/Up_(2009_film),2009,Up
Picture,Up in the Air,0,Oscar,/wiki/Up_in_the_Air_(2009_film),2009,Up in the Air
Picture,The King's Speech,1,Oscar,/wiki/The_King%27s_Speech,2010,The King's Speech
Picture,127 Hours,0,Oscar,/wiki/127_Hours,2010,127 Hours
Picture,Black Swan,0,Oscar,/wiki/Black_Swan_(film),2010,Black Swan
Picture,The Fighter,0,Oscar,/wiki/The_Fighter,2010,The Fighter
Picture,Inception,0,Oscar,/wiki/Inception,2010,Inception
Picture,The Kids Are All Right,0,Oscar,/wiki/The_Kids_Are_All_Right_(film),2010,The Kids Are All Right
Picture,The Social Network,0,Oscar,/wiki/The_Social_Network,2010,The Social Network
Picture,Toy Story 3,0,Oscar,/wiki/Toy_Story_3,2010,Toy Story 3
Picture,True Grit,0,Oscar,/wiki/True_Grit_(2010_film),2010,True Grit
Picture,Winter's Bone,0,Oscar,/wiki/Winter%27s_Bone,2010,Winter's Bone
Picture,The Artist,1,Oscar,/wiki/The_Artist_(film),2011,The Artist
Picture,The Descendants,0,Oscar,/wiki/The_Descendants,2011,The Descendants
Picture,Extremely Loud & Incredibly Close,0,Oscar,/wiki/Extremely_Loud_and_Incredibly_Close_(film),2011,Extremely Loud & Incredibly Close
Picture,The Help,0,Oscar,/wiki/The_Help_(film),2011,The Help
Picture,Hugo,0,Oscar,/wiki/Hugo_(film),2011,Hugo
Picture,Midnight in Paris,0,Oscar,/wiki/Midnight_in_Paris,2011,Midnight in Paris
Picture,Moneyball,0,Oscar,/wiki/Moneyball_(film),2011,Moneyball
Picture,The Tree of Life,0,Oscar,/wiki/The_Tree_of_Life_(film),2011,The Tree of Life
Picture,War Horse,0,Oscar,/wiki/War_Horse_(film),2011,War Horse
Picture,Argo,1,Oscar,/wiki/Argo_(2012_film),2012,Argo
Picture,Amour,0,Oscar,/wiki/Amour_(2012_film),2012,Amour
Picture,Beasts of the Southern Wild,0,Oscar,/wiki/Beasts_of_the_Southern_Wild,2012,Beasts of the Southern Wild
Picture,Django Unchained,0,Oscar,/wiki/Django_Unchained,2012,Django Unchained
Picture,Les Misrables,0,Oscar,/wiki/Les_Mis%C3%A9rables_(2012_film),2012,Les Misrables
Picture,Life of Pi,0,Oscar,/wiki/Life_of_Pi_(film),2012,Life of Pi
Picture,Lincoln,0,Oscar,/wiki/Lincoln_(film),2012,Lincoln
Picture,Silver Linings Playbook,0,Oscar,/wiki/Silver_Linings_Playbook,2012,Silver Linings Playbook
Picture,Zero Dark Thirty,0,Oscar,/wiki/Zero_Dark_Thirty,2012,Zero Dark Thirty
Picture,12 Years a Slave,1,Oscar,/wiki/12_Years_a_Slave_(film),2013,12 Years a Slave
Picture,American Hustle,0,Oscar,/wiki/American_Hustle,2013,American Hustle
Picture,Captain Phillips,0,Oscar,/wiki/Captain_Phillips_(film),2013,Captain Phillips
Picture,Dallas Buyers Club,0,Oscar,/wiki/Dallas_Buyers_Club,2013,Dallas Buyers Club
Picture,Gravity,0,Oscar,/wiki/Gravity_(film),2013,Gravity
Picture,Her,0,Oscar,/wiki/Her_(film),2013,Her
Picture,Nebraska,0,Oscar,/wiki/Nebraska_(film),2013,Nebraska
Picture,Philomena,0,Oscar,/wiki/Philomena_(film),2013,Philomena
Picture,The Wolf of Wall Street,0,Oscar,/wiki/The_Wolf_of_Wall_Street_(2013_film),2013,The Wolf of Wall Street
Picture,Birdman or (The Unexpected Virtue of Ignorance),1,Oscar,/wiki/Birdman_(film),2014,Birdman or (The Unexpected Virtue of Ignorance)
Picture,American Sniper,0,Oscar,/wiki/American_Sniper,2014,American Sniper
Picture,Boyhood,0,Oscar,/wiki/Boyhood_(film),2014,Boyhood
Picture,The Grand Budapest Hotel,0,Oscar,/wiki/The_Grand_Budapest_Hotel,2014,The Grand Budapest Hotel
Picture,The Imitation Game,0,Oscar,/wiki/The_Imitation_Game,2014,The Imitation Game
Picture,Selma,0,Oscar,/wiki/Selma_(film),2014,Selma
Picture,The Theory of Everything,0,Oscar,/wiki/The_Theory_of_Everything_(2014_film),2014,The Theory of Everything
Picture,Whiplash,0,Oscar,/wiki/Whiplash_(2014_film),2014,Whiplash
Picture,Spotlight,1,Oscar,/wiki/Spotlight_(film),2015,Spotlight
Picture,The Big Short,0,Oscar,/wiki/The_Big_Short_(film),2015,The Big Short
Picture,Bridge of Spies,0,Oscar,/wiki/Bridge_of_Spies_(film),2015,Bridge of Spies
Picture,Brooklyn,0,Oscar,/wiki/Brooklyn_(film),2015,Brooklyn
Picture,Mad Max: Fury Road,0,Oscar,/wiki/Mad_Max:_Fury_Road,2015,Mad Max: Fury Road
Picture,The Martian,0,Oscar,/wiki/The_Martian_(film),2015,The Martian
Picture,The Revenant,0,Oscar,/wiki/The_Revenant_(2015_film),2015,The Revenant
Picture,Room,0,Oscar,/wiki/Room_(2015_film),2015,Room
Picture,Arrival,0,Oscar,/wiki/Arrival_(film),2016,Arrival
Picture,Fences,0,Oscar,/wiki/Fences_(film),2016,Fences
Picture,Hacksaw Ridge,0,Oscar,/wiki/Hacksaw_Ridge,2016,Hacksaw Ridge
Picture,Hell or High Water,0,Oscar,/wiki/Hell_or_High_Water_(film),2016,Hell or High Water
Picture,Hidden Figures,0,Oscar,/wiki/Hidden_Figures,2016,Hidden Figures
Picture,La La Land,0,Oscar,/wiki/La_La_Land_(film),2016,La La Land
Picture,Lion,0,Oscar,/wiki/Lion_(2016_film),2016,Lion
Picture,Manchester by the Sea,0,Oscar,/wiki/Manchester_by_the_Sea_(film),2016,Manchester by the Sea
Picture,Moonlight,0,Oscar,/wiki/Moonlight_(2016_film),2016,Moonlight
Actor,Peter Finch,1,BAFTA,/wiki/The_Trials_of_Oscar_Wilde,1960,The Trials of Oscar Wilde
Actor,Richard Attenborough,0,BAFTA,/wiki/The_Angry_Silence,1960,The Angry Silence
Actor,Albert Finney,0,BAFTA,/wiki/Saturday_Night_and_Sunday_Morning_(film),1960,Saturday Night and Sunday Morning
Actor,John Fraser,0,BAFTA,/wiki/The_Trials_of_Oscar_Wilde,1960,The Trials of Oscar Wilde
Actor,Laurence Olivier,0,BAFTA,/wiki/The_Entertainer_(film),1960,The Entertainer
Actor,Jack Lemmon,1,BAFTA,/wiki/The_Apartment,1960,The Apartment
Actor,George Hamilton,0,BAFTA,/wiki/Crime_and_Punishment_U.S.A.,1960,Crime and Punishment U.S.A.
Actor,Burt Lancaster,0,BAFTA,/wiki/Elmer_Gantry_(film),1960,Elmer Gantry
Actor,Fredric March,0,BAFTA,/wiki/Inherit_the_Wind_(1960_film),1960,Inherit the Wind
Actor,Yves Montand,0,BAFTA,/wiki/Let%27s_Make_Love,1960,Let's Make Love
Actor,Peter Finch,1,BAFTA,/wiki/No_Love_for_Johnnie,1961,No Love for Johnnie
Actor,Dirk Bogarde,0,BAFTA,/wiki/Victim_(1961_film),1961,Victim
Actor,Paul Newman,1,BAFTA,/wiki/The_Hustler_(film),1961,The Hustler
Actor,Montgomery Clift,0,BAFTA,/wiki/Judgment_at_Nuremberg,1961,Judgment at Nuremberg
Actor,Vladimir Ivashov,0,BAFTA,/wiki/Ballada_o_soldate,1961,Ballada o soldate
Actor,Alberto Sordi,0,BAFTA,/wiki/The_Best_of_Enemies,1961,The Best of Enemies
Actor,Sidney Poitier,0,BAFTA,/wiki/A_Raisin_in_the_Sun_(1961_film),1961,A Raisin in the Sun
Actor,Philippe Leroy,0,BAFTA,/wiki/Le_Trou,1961,Le Trou
Actor,Peter O'Toole,1,BAFTA,/wiki/Lawrence_of_Arabia_(film),1962,Lawrence of Arabia
Actor,Richard Attenborough,0,BAFTA,/wiki/The_Dock_Brief,1962,The Dock Brief
Actor,Alan Bates,0,BAFTA,/wiki/A_Kind_of_Loving_(film),1962,A Kind of Loving
Actor,James Mason,0,BAFTA,/wiki/Lolita_(1962_film),1962,Lolita
Actor,Laurence Olivier,0,BAFTA,/wiki/Term_of_Trial,1962,Term of Trial
Actor,Peter Sellers,0,BAFTA,/wiki/Only_Two_Can_Play,1962,Only Two Can Play
Actor,Burt Lancaster,1,BAFTA,/wiki/Birdman_of_Alcatraz_(film),1962,Birdman of Alcatraz
Actor,Jean-Paul Belmondo,0,BAFTA,"/wiki/L%C3%A9on_Morin,_Priest",1962,"Lon Morin, prtre"
Actor,Kirk Douglas,0,BAFTA,/wiki/Lonely_are_the_Brave,1962,Lonely are the Brave
Actor,George Hamilton,0,BAFTA,/wiki/Light_in_the_Piazza_(film),1962,Light in the Piazza
Actor,Charles Laughton,0,BAFTA,/wiki/Advise_and_Consent_(film),1962,Advise and Consent
Actor,Anthony Quinn,0,BAFTA,/wiki/Lawrence_of_Arabia_(film),1962,Lawrence of Arabia
Actor,Robert Ryan,0,BAFTA,/wiki/Billy_Budd_(film),1962,Billy Budd
Actor,Georges Wilson,0,BAFTA,/wiki/The_Long_Absence,1962,Une aussi longue absence
Actor,Dirk Bogarde,1,BAFTA,/wiki/The_Servant_(1963_film),1963,The Servant
Actor,Tom Courtenay,0,BAFTA,/wiki/Billy_Liar_(film),1963,Billy Liar
Actor,Richard Harris,0,BAFTA,/wiki/This_Sporting_Life,1963,This Sporting Life
Actor,Marcello Mastroianni,1,BAFTA,/wiki/Divorzio_all%27italiana,1963,Divorzio all'italiana
Actor,Franco Citti,0,BAFTA,/wiki/Accattone,1963,Accattone
Actor,Howard Da Silva,0,BAFTA,/wiki/David_and_Lisa,1963,David and Lisa
Actor,Jack Lemmon,0,BAFTA,/wiki/Days_of_Wine_and_Roses_(film),1963,Days of Wine and Roses
Actor,Paul Newman,0,BAFTA,/wiki/Hud_(1963_film),1963,Hud
Actor,Gregory Peck,0,BAFTA,/wiki/To_Kill_a_Mockingbird_(film),1963,To Kill a Mockingbird
Actor,Tom Courtenay,0,BAFTA,/wiki/King_%26_Country,1964,King & Country
Actor,Peter O'Toole,0,BAFTA,/wiki/Becket_(1964_film),1964,Becket
Actor,The Pink Panther,0,BAFTA,/wiki/Inspector_Clouseau,1964,Inspector Jacques Clouseau
Actor,Marcello Mastroianni,1,BAFTA,"/wiki/Ieri,_oggi,_domani",1964,"Ieri, oggi, domani"
Actor,Cary Grant,0,BAFTA,/wiki/Charade_(1963_film),1964,Charade
Actor,Sterling Hayden,0,BAFTA,/wiki/Dr._Strangelove,1964,Dr. Strangelove
Actor,Sidney Poitier,0,BAFTA,/wiki/Lilies_of_the_Field_(1963_film),1964,Lilies of the Field
Actor,Dirk Bogarde,1,BAFTA,/wiki/Darling_(1965_film),1965,Darling
Actor,Harry Andrews,0,BAFTA,/wiki/The_Hill_(film),1965,The Hill
Actor,Michael Caine,0,BAFTA,/wiki/The_Ipcress_File_(film),1965,The Ipcress File
Actor,Rex Harrison,0,BAFTA,/wiki/My_Fair_Lady_(film),1965,My Fair Lady
Actor,Anthony Quinn,0,BAFTA,/wiki/Zorba_the_Greek_(film),1965,Zorba the Greek
Actor,Innokenti Smoktunovsky,0,BAFTA,/wiki/Hamlet_(1964_film),1965,Hamlet
Actor,Oskar Werner,0,BAFTA,/wiki/Ship_of_Fools_(film),1965,Ship of Fools
Actor,Michael Caine,0,BAFTA,/wiki/Alfie_(1966_film),1966,Alfie
Actor,Khartoum,0,BAFTA,/wiki/William_Ewart_Gladstone,1966,William Ewart Gladstone
Actor,David Warner,0,BAFTA,/wiki/Morgan_%E2%80%93_A_Suitable_Case_for_Treatment,1966,Morgan  A Suitable Case for Treatment
Actor,Rod Steiger,1,BAFTA,/wiki/The_Pawnbroker_(film),1966,The Pawnbroker
Actor,Jean-Paul Belmondo,0,BAFTA,/wiki/Pierrot_le_Fou,1966,Pierrot le Fou
Actor,Sidney Poitier,0,BAFTA,/wiki/A_Patch_of_Blue,1966,A Patch of Blue
Actor,Oskar Werner,0,BAFTA,/wiki/The_Spy_Who_Came_in_from_the_Cold_(film),1966,The Spy Who Came in from the Cold
Actor,Paul Scofield,1,BAFTA,/wiki/A_Man_for_All_Seasons_(1966_film),1967,A Man for All Seasons
Actor,Richard Burton,0,BAFTA,/wiki/The_Taming_of_the_Shrew_(1967_film),1967,The Taming of the Shrew
Actor,James Mason,0,BAFTA,/wiki/The_Deadly_Affair,1967,The Deadly Affair
Actor,Rod Steiger,1,BAFTA,/wiki/In_the_Heat_of_the_Night_(film),1967,In the Heat of the Night
Actor,Warren Beatty,0,BAFTA,/wiki/Bonnie_and_Clyde_(film),1967,Bonnie and Clyde
Actor,Sidney Poitier,0,BAFTA,/wiki/In_the_Heat_of_the_Night_(film),1967,In the Heat of the Night
Actor,Orson Welles,0,BAFTA,/wiki/Campanadas_a_medianoche,1967,Campanadas a medianoche
Actor,Spencer Tracy,1,BAFTA,/wiki/Guess_Who%27s_Coming_to_Dinner,1968,Guess Who's Coming to Dinner
Actor,Trevor Howard,0,BAFTA,/wiki/The_Charge_of_the_Light_Brigade_(1968_film),1968,The Charge of the Light Brigade
Actor,Ron Moody,0,BAFTA,/wiki/Oliver!_(film),1968,Oliver!
Actor,Nicol Williamson,0,BAFTA,/wiki/The_Bofors_Gun,1968,The Bofors Gun
Actor,Alan Bates,0,BAFTA,/wiki/Women_in_Love_(film),1969,Women in Love
Actor,Nicol Williamson,0,BAFTA,/wiki/Inadmissible_Evidence_(film),1969,Inadmissible Evidence
Actor,Butch Cassidy and the Sundance Kid,1,BAFTA,/wiki/Sundance_Kid,1970,Sundance Kid
Actor,MASH,0,BAFTA,/wiki/Trapper_John_McIntyre,1970,Trapper John McIntyre
Actor,Paul Newman,0,BAFTA,/wiki/Butch_Cassidy_and_the_Sundance_Kid,1970,Butch Cassidy and the Sundance Kid
Actor,George C. Scott,0,BAFTA,/wiki/Patton_(film),1970,Patton
Actor,Peter Finch,1,BAFTA,/wiki/Sunday_Bloody_Sunday_(film),1971,Sunday Bloody Sunday
Actor,Dirk Bogarde,0,BAFTA,/wiki/Death_in_Venice_(film),1971,Morte a Venezia
Actor,Albert Finney,0,BAFTA,/wiki/Gumshoe_(film),1971,Gumshoe
Actor,Dustin Hoffman,0,BAFTA,/wiki/Little_Big_Man_(film),1971,Little Big Man
Actor,The French Connection,1,BAFTA,/wiki/Jimmy_%22Popeye%22_Doyle,1972,"Jimmy ""Popeye"" Doyle"
Actor,The Godfather,0,BAFTA,/wiki/Vito_Corleone,1972,Vito Corleone
Actor,Robert Shaw,0,BAFTA,/wiki/Young_Winston,1972,Young Winston
Actor,Marlon Brando,0,BAFTA,/wiki/Ultimo_tango_a_Parigi,1973,Ultimo tango a Parigi
Actor,Laurence Olivier,0,BAFTA,/wiki/Sleuth_(1972_film),1973,Sleuth
Actor,Albert Finney,0,BAFTA,/wiki/Murder_on_the_Orient_Express_(1974_film),1974,Murder on the Orient Express
Actor,Gene Hackman,0,BAFTA,/wiki/The_Conversation,1974,The Conversation
Actor,Al Pacino,0,BAFTA,/wiki/Serpico,1974,Serpico
Actor,The Godfather Part II,1,BAFTA,/wiki/Michael_Corleone,1975,Michael Corleone
Actor,Dog Day Afternoon,1,BAFTA,/wiki/John_Wojtowicz,1975,Sonny Wortzik
Actor,Richard Dreyfuss,0,BAFTA,/wiki/Jaws_(film),1975,Jaws
Actor,French Connection II,0,BAFTA,/wiki/Jimmy_%22Popeye%22_Doyle,1975,"Jimmy ""Popeye"" Doyle"
Actor,Dustin Hoffman,0,BAFTA,/wiki/Lenny_(film),1975,Lenny
Actor,Jack Nicholson,1,BAFTA,/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(film),1976,One Flew Over the Cuckoo's Nest
Actor,Robert De Niro,0,BAFTA,/wiki/Taxi_Driver,1976,Taxi Driver
Actor,All the President's Men,0,BAFTA,/wiki/Carl_Bernstein,1976,Carl Bernstein
Actor,Peter Finch,1,BAFTA,/wiki/Network_(film),1977,Network
Actor,Woody Allen,0,BAFTA,/wiki/Annie_Hall,1977,Annie Hall
Actor,Sylvester Stallone,0,BAFTA,/wiki/Rocky,1977,Rocky
Actor,Richard Dreyfuss,1,BAFTA,/wiki/The_Goodbye_Girl,1978,The Goodbye Girl
Actor,Peter Ustinov,0,BAFTA,/wiki/Death_on_the_Nile_(1978_film),1978,Death on the Nile
Actor,Anthony Hopkins,0,BAFTA,/wiki/Magic_(1978_film),1978,Magic
Actor,Brad Davis,0,BAFTA,/wiki/Midnight_Express_(film),1978,Midnight Express
Actor,Jack Lemmon,1,BAFTA,/wiki/The_China_Syndrome,1979,The China Syndrome
Actor,Woody Allen,0,BAFTA,/wiki/Manhattan_(film),1979,Manhattan
Actor,Robert De Niro,0,BAFTA,/wiki/The_Deer_Hunter,1979,The Deer Hunter
Actor,Martin Sheen,0,BAFTA,/wiki/Apocalypse_Now,1979,Apocalypse Now
Actor,John Hurt,1,BAFTA,/wiki/The_Elephant_Man_(film),1980,The Elephant Man
Actor,Dustin Hoffman,0,BAFTA,/wiki/Kramer_vs._Kramer,1980,Kramer vs. Kramer
Actor,Roy Scheider,0,BAFTA,/wiki/All_That_Jazz_(film),1980,All That Jazz
Actor,Peter Sellers,0,BAFTA,/wiki/Being_There,1980,Being There
Actor,Burt Lancaster,1,BAFTA,/wiki/Atlantic_City_(1980_film),1981,Atlantic City
Actor,Robert De Niro,0,BAFTA,/wiki/Raging_Bull,1981,Raging Bull
Actor,Bob Hoskins,0,BAFTA,/wiki/The_Long_Good_Friday,1981,The Long Good Friday
Actor,Jeremy Irons,0,BAFTA,/wiki/The_French_Lieutenant%27s_Woman_(film),1981,The French Lieutenant's Woman
Actor,Ben Kingsley,1,BAFTA,/wiki/Gandhi_(film),1982,Gandhi
Actor,Warren Beatty,0,BAFTA,/wiki/Reds_(film),1982,Reds
Actor,Albert Finney,0,BAFTA,/wiki/Shoot_the_Moon,1982,Shoot the Moon
Actor,Henry Fonda,0,BAFTA,/wiki/On_Golden_Pond_(1981_film),1982,On Golden Pond
Actor,Jack Lemmon,0,BAFTA,/wiki/Missing_(film),1982,Missing
Actor,Michael Caine,1,BAFTA,/wiki/Educating_Rita_(film),1983,Educating Rita
Actor,Dustin Hoffman,1,BAFTA,/wiki/Tootsie,1983,Tootsie
Actor,Michael Caine,0,BAFTA,/wiki/The_Honorary_Consul_(film),1983,The Honorary Consul
Actor,Robert De Niro,0,BAFTA,/wiki/The_King_of_Comedy_(1983_film),1983,The King of Comedy
Actor,Haing S. Ngor,1,BAFTA,/wiki/The_Killing_Fields_(film),1984,The Killing Fields
Actor,William Hurt,1,BAFTA,/wiki/Kiss_of_the_Spider_Woman_(film),1985,Kiss of the Spider Woman
Actor,F. Murray Abraham,0,BAFTA,/wiki/Amadeus_(film),1985,Amadeus
Actor,Harrison Ford,0,BAFTA,/wiki/Witness_(1985_film),1985,Witness
Actor,Victor Banerjee,0,BAFTA,/wiki/A_Passage_to_India_(film),1985,A Passage to India
Actor,Bob Hoskins,1,BAFTA,/wiki/Mona_Lisa_(film),1986,Mona Lisa
Actor,Paul Hogan,0,BAFTA,/wiki/Crocodile_Dundee,1986,Crocodile Dundee
Actor,Sean Connery,1,BAFTA,/wiki/The_Name_of_the_Rose_(film),1987,The Name of the Rose
Actor,Gary Oldman,0,BAFTA,/wiki/Prick_Up_Your_Ears,1987,Prick Up Your Ears
Actor,John Cleese,1,BAFTA,/wiki/A_Fish_Called_Wanda,1988,A Fish Called Wanda
Actor,Michael Douglas,0,BAFTA,/wiki/Fatal_Attraction,1988,Fatal Attraction
Actor,Kevin Kline,0,BAFTA,/wiki/A_Fish_Called_Wanda,1988,A Fish Called Wanda
Actor,Robin Williams,0,BAFTA,"/wiki/Good_Morning,_Vietnam",1988,"Good Morning, Vietnam"
Actor,Daniel Day-Lewis,1,BAFTA,/wiki/My_Left_Foot,1989,My Left Foot
Actor,Kenneth Branagh,0,BAFTA,/wiki/Henry_V_(1989_film),1989,Henry V
Actor,Dustin Hoffman,0,BAFTA,/wiki/Rain_Man,1989,Rain Man
Actor,Robin Williams,0,BAFTA,/wiki/Dead_Poets_Society,1989,Dead Poets Society
Actor,Philippe Noiret,1,BAFTA,/wiki/Cinema_Paradiso,1990,Cinema Paradiso (Nuovo cinema Paradiso)
Actor,Sean Connery,0,BAFTA,/wiki/The_Hunt_for_Red_October_(film),1990,The Hunt for Red October
Actor,Tom Cruise,0,BAFTA,/wiki/Born_on_the_Fourth_of_July_(film),1990,Born on the Fourth of July
Actor,Robert De Niro,0,BAFTA,/wiki/Goodfellas,1990,Goodfellas
Actor,Anthony Hopkins,1,BAFTA,/wiki/The_Silence_of_the_Lambs_(film),1991,The Silence of the Lambs
Actor,Kevin Costner,0,BAFTA,/wiki/Dances_with_Wolves,1991,Dances with Wolves
Actor,Grard Depardieu,0,BAFTA,/wiki/Cyrano_de_Bergerac_(1990_film),1991,Cyrano de Bergerac
Actor,Alan Rickman,0,BAFTA,"/wiki/Truly,_Madly,_Deeply",1991,"Truly, Madly, Deeply"
Actor,Robert Downey Jr.,1,BAFTA,/wiki/Chaplin_(film),1992,Chaplin
Actor,Daniel Day-Lewis,0,BAFTA,/wiki/The_Last_of_the_Mohicans_(1992_film),1992,The Last of the Mohicans
Actor,Stephen Rea,0,BAFTA,/wiki/The_Crying_Game,1992,The Crying Game
Actor,Tim Robbins,0,BAFTA,/wiki/The_Player_(film),1992,The Player
Actor,Anthony Hopkins,1,BAFTA,/wiki/Shadowlands_(1993_film),1993,Shadowlands
Actor,Daniel Day-Lewis,0,BAFTA,/wiki/In_the_Name_of_the_Father_(1993_film),1993,In the Name of the Father
Actor,Liam Neeson,0,BAFTA,/wiki/Schindler%27s_List,1993,Schindler's List
Actor,Hugh Grant,1,BAFTA,/wiki/Four_Weddings_and_a_Funeral,1994,Four Weddings and a Funeral
Actor,Tom Hanks,0,BAFTA,/wiki/Forrest_Gump,1994,Forrest Gump
Actor,Terence Stamp,0,BAFTA,"/wiki/The_Adventures_of_Priscilla,_Queen_of_the_Desert",1994,"The Adventures of Priscilla, Queen of the Desert"
Actor,John Travolta,0,BAFTA,/wiki/Pulp_Fiction,1994,Pulp Fiction
Actor,Nigel Hawthorne,1,BAFTA,/wiki/The_Madness_of_King_George,1995,The Madness of King George
Actor,Nicolas Cage,0,BAFTA,/wiki/Leaving_Las_Vegas,1995,Leaving Las Vegas
Actor,Jonathan Pryce,0,BAFTA,/wiki/Carrington_(film),1995,Carrington
Actor,Massimo Troisi,0,BAFTA,/wiki/Il_Postino:_The_Postman,1995,Il Postino: The Postman
Actor,Geoffrey Rush,1,BAFTA,/wiki/Shine_(film),1996,Shine
Actor,Ralph Fiennes,0,BAFTA,/wiki/The_English_Patient_(film),1996,The English Patient
Actor,Ian McKellen,0,BAFTA,/wiki/Richard_III_(1995_film),1996,Richard III
Actor,Timothy Spall,0,BAFTA,/wiki/Secrets_%26_Lies_(film),1996,Secrets & Lies
Actor,Robert Carlyle,1,BAFTA,/wiki/The_Full_Monty,1997,The Full Monty
Actor,Billy Connolly,0,BAFTA,/wiki/Mrs_Brown,1997,Mrs Brown
Actor,Kevin Spacey,0,BAFTA,/wiki/L.A._Confidential_(film),1997,L.A. Confidential
Actor,Ray Winstone,0,BAFTA,/wiki/Nil_by_Mouth_(film),1997,Nil by Mouth
Actor,Roberto Benigni,1,BAFTA,/wiki/Life_Is_Beautiful,1998,Life Is Beautiful (La vita  bella)
Actor,Michael Caine,0,BAFTA,/wiki/Little_Voice_(film),1998,Little Voice
Actor,Tom Hanks,0,BAFTA,/wiki/Saving_Private_Ryan,1998,Saving Private Ryan
Actor,Joseph Fiennes,0,BAFTA,/wiki/Shakespeare_in_Love,1998,Shakespeare in Love
Actor,Kevin Spacey,1,BAFTA,/wiki/American_Beauty_(1999_film),1999,American Beauty
Actor,Jim Broadbent,0,BAFTA,/wiki/Topsy-Turvy,1999,Topsy-Turvy
Actor,Russell Crowe,0,BAFTA,/wiki/The_Insider_(film),1999,The Insider
Actor,Ralph Fiennes,0,BAFTA,/wiki/The_End_of_the_Affair_(1999_film),1999,The End of the Affair
Actor,Om Puri,0,BAFTA,/wiki/East_Is_East_(1999_film),1999,East is East
Actor,Jamie Bell,1,BAFTA,/wiki/Billy_Elliot,2000,Billy Elliot
Actor,Russell Crowe,0,BAFTA,/wiki/Gladiator_(2000_film),2000,Gladiator
Actor,Michael Douglas,0,BAFTA,/wiki/Wonder_Boys_(film),2000,Wonder Boys
Actor,Tom Hanks,0,BAFTA,/wiki/Cast_Away,2000,Cast Away
Actor,Geoffrey Rush,0,BAFTA,/wiki/Quills,2000,Quills
Actor,Russell Crowe,1,BAFTA,/wiki/A_Beautiful_Mind_(film),2001,A Beautiful Mind
Actor,Jim Broadbent,0,BAFTA,/wiki/Iris_(2001_film),2001,Iris
Actor,Ian McKellen,0,BAFTA,/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,2001,The Lord of the Rings: The Fellowship of the Ring
Actor,Kevin Spacey,0,BAFTA,/wiki/The_Shipping_News_(film),2001,The Shipping News
Actor,Tom Wilkinson,0,BAFTA,/wiki/In_the_Bedroom,2001,In the Bedroom
Actor,Daniel Day-Lewis,1,BAFTA,/wiki/Gangs_of_New_York,2002,Gangs of New York
Actor,Adrien Brody,0,BAFTA,/wiki/The_Pianist_(2002_film),2002,The Pianist
Actor,Nicolas Cage,0,BAFTA,/wiki/Adaptation_(film),2002,Adaptation
Actor,Michael Caine,0,BAFTA,/wiki/The_Quiet_American_(2002_film),2002,The Quiet American
Actor,Jack Nicholson,0,BAFTA,/wiki/About_Schmidt,2002,About Schmidt
Actor,Bill Murray,1,BAFTA,/wiki/Lost_in_Translation_(film),2003,Lost in Translation
Actor,Benicio del Toro,0,BAFTA,/wiki/21_Grams,2003,21 Grams
Actor,Johnny Depp,0,BAFTA,/wiki/Pirates_of_the_Caribbean:_The_Curse_of_the_Black_Pearl,2003,Pirates of the Caribbean: The Curse of the Black Pearl
Actor,Jude Law,0,BAFTA,/wiki/Cold_Mountain_(film),2003,Cold Mountain
Actor,Jamie Foxx,1,BAFTA,/wiki/Ray_(film),2004,Ray
Actor,Jim Carrey,0,BAFTA,/wiki/Eternal_Sunshine_of_the_Spotless_Mind,2004,Eternal Sunshine of the Spotless Mind
Actor,Johnny Depp,0,BAFTA,/wiki/Finding_Neverland_(film),2004,Finding Neverland
