category,name,winner,award,href,year,film
Actress,Maggie Smith,0,Golden Globe,/wiki/Quartet_(2012_film),2012,Quartet
Actress,Meryl Streep,0,Golden Globe,/wiki/Hope_Springs_(2012_film),2012,Hope Springs
Actress,Amy Adams,1,Golden Globe,/wiki/American_Hustle,2013,American Hustle
Actress,Julie Delpy,0,Golden Globe,/wiki/Before_Midnight_(film),2013,Before Midnight
Actress,Greta Gerwig,0,Golden Globe,/wiki/Frances_Ha,2013,Frances Ha
Actress,Julia Louis-Dreyfus,0,Golden Globe,/wiki/Enough_Said_(film),2013,Enough Said
Actress,Meryl Streep,0,Golden Globe,/wiki/August:_Osage_County_(film),2013,August: Osage County
Actress,Amy Adams,1,Golden Globe,/wiki/Big_Eyes,2014,Big Eyes
Actress,Emily Blunt,0,Golden Globe,/wiki/Into_the_Woods_(film),2014,Into the Woods
Actress,Helen Mirren,0,Golden Globe,/wiki/The_Hundred-Foot_Journey_(film),2014,The Hundred-Foot Journey
Actress,Julianne Moore,0,Golden Globe,/wiki/Maps_to_the_Stars,2014,Maps to the Stars
Actress,Quvenzhan Wallis,0,Golden Globe,/wiki/Annie_(2014_film),2014,Annie
Actress,Jennifer Lawrence,1,Golden Globe,/wiki/Joy_(film),2015,Joy
Actress,Melissa McCarthy,0,Golden Globe,/wiki/Spy_(2015_film),2015,Spy
Actress,Amy Schumer,0,Golden Globe,/wiki/Trainwreck_(film),2015,Trainwreck
Actress,Maggie Smith,0,Golden Globe,/wiki/The_Lady_in_the_Van,2015,The Lady in the Van
Actress,Lily Tomlin,0,Golden Globe,/wiki/Grandma_(film),2015,Grandma
Actress,Emma Stone,1,Golden Globe,/wiki/La_La_Land_(film),2016,La La Land
Actress,Annette Bening,0,Golden Globe,/wiki/20th_Century_Women,2016,20th Century Women
Actress,Lily Collins,0,Golden Globe,/wiki/Rules_Don%27t_Apply,2016,Rules Don't Apply
Actress,Hailee Steinfeld,0,Golden Globe,/wiki/The_Edge_of_Seventeen,2016,The Edge of Seventeen
Actress,Meryl Streep,0,Golden Globe,/wiki/Florence_Foster_Jenkins_(film),2016,Florence Foster Jenkins
Actress,Greer Garson,1,Golden Globe,/wiki/Sunrise_at_Campobello,1960,Sunrise at Campobello
Actress,Doris Day,0,Golden Globe,/wiki/Midnight_Lace,1960,Midnight Lace
Actress,Nancy Kwan,0,Golden Globe,/wiki/The_World_of_Suzie_Wong_(film),1960,The World of Suzie Wong
Actress,Jean Simmons,0,Golden Globe,/wiki/Elmer_Gantry_(film),1960,Elmer Gantry
Actress,Elizabeth Taylor,0,Golden Globe,/wiki/Butterfield_8,1960,Butterfield 8
Actress,Geraldine Page,1,Golden Globe,/wiki/Summer_and_Smoke_(film),1961,Summer and Smoke
Actress,Leslie Caron,0,Golden Globe,/wiki/Fanny_(1961_film),1961,Fanny
Actress,Shirley MacLaine,0,Golden Globe,/wiki/The_Children%27s_Hour_(film),1961,The Children's Hour
Actress,Claudia McNeil,0,Golden Globe,/wiki/A_Raisin_in_the_Sun_(1961_film),1961,A Raisin in the Sun
Actress,Natalie Wood,0,Golden Globe,/wiki/Splendor_in_the_Grass,1961,Splendor in the Grass
Actress,Geraldine Page,1,Golden Globe,/wiki/Sweet_Bird_of_Youth,1962,Sweet Bird of Youth
Actress,Anne Bancroft,0,Golden Globe,/wiki/The_Miracle_Worker_(1962_film),1962,The Miracle Worker
Actress,Bette Davis,0,Golden Globe,/wiki/What_Ever_Happened_to_Baby_Jane%3F_(1962_film),1962,What Ever Happened to Baby Jane?
Actress,Katharine Hepburn,0,Golden Globe,/wiki/Long_Day%27s_Journey_Into_Night_(1962_film),1962,Long Day's Journey Into Night
Actress,Glynis Johns,0,Golden Globe,/wiki/The_Chapman_Report,1962,The Chapman Report
Actress,Melina Mercouri,0,Golden Globe,/wiki/Phaedra_(film),1962,Phaedra
Actress,Lee Remick,0,Golden Globe,/wiki/Days_of_Wine_and_Roses_(film),1962,Days of Wine and Roses
Actress,Susan Strasberg,0,Golden Globe,/wiki/Hemingway%27s_Adventures_of_a_Young_Man,1962,Hemingway's Adventures of a Young Man
Actress,Shelley Winters,0,Golden Globe,/wiki/Lolita_(1962_film),1962,Lolita
Actress,Susannah York,0,Golden Globe,/wiki/Freud:_The_Secret_Passion,1962,Freud
Actress,Leslie Caron,1,Golden Globe,/wiki/The_L-Shaped_Room,1963,The L-Shaped Room
Actress,Polly Bergen,0,Golden Globe,/wiki/The_Caretakers,1963,The Caretakers
Actress,Geraldine Page,0,Golden Globe,/wiki/Toys_in_the_Attic_(1963_film),1963,Toys in the Attic
Actress,Rachel Roberts,0,Golden Globe,/wiki/This_Sporting_Life,1963,This Sporting Life
Actress,Romy Schneider,0,Golden Globe,/wiki/The_Cardinal,1963,The Cardinal
Actress,Alida Valli,0,Golden Globe,/wiki/The_Paper_Man_(film),1963,The Paper Man
Actress,Marina Vlady,0,Golden Globe,/wiki/The_Conjugal_Bed_(1963_film),1963,The Conjugal Bed
Actress,Natalie Wood,0,Golden Globe,/wiki/Love_with_the_Proper_Stranger,1963,Love with the Proper Stranger
Actress,Anne Bancroft,1,Golden Globe,/wiki/The_Pumpkin_Eater,1964,The Pumpkin Eater
Actress,Ava Gardner,0,Golden Globe,/wiki/The_Night_of_the_Iguana_(film),1964,The Night of the Iguana
Actress,Rita Hayworth,0,Golden Globe,/wiki/Circus_World_(film),1964,Circus World
Actress,Jean Seberg,0,Golden Globe,/wiki/Lilith_(film),1964,Lilith
Actress,Samantha Eggar,1,Golden Globe,/wiki/The_Collector_(1965_film),1965,The Collector
Actress,Julie Christie,0,Golden Globe,/wiki/Darling_(1965_film),1965,Darling
Actress,Elizabeth Hartman,0,Golden Globe,/wiki/A_Patch_of_Blue,1965,A Patch of Blue
Actress,Simone Signoret,0,Golden Globe,/wiki/Ship_of_Fools_(film),1965,Ship of Fools
Actress,Maggie Smith,0,Golden Globe,/wiki/Othello_(1965_film),1965,Othello
Actress,Anouk Aime,1,Golden Globe,/wiki/A_Man_and_a_Woman,1966,A Man and a Woman
Actress,Ida Kaminska,0,Golden Globe,/wiki/The_Shop_on_Main_Street,1966,The Shop on Main Street
Actress,Virginia McKenna,0,Golden Globe,/wiki/Born_Free,1966,Born Free
Actress,Elizabeth Taylor,0,Golden Globe,/wiki/Who%27s_Afraid_of_Virginia_Woolf%3F_(film),1966,Who's Afraid of Virginia Woolf?
Actress,Natalie Wood,0,Golden Globe,/wiki/This_Property_Is_Condemned,1966,This Property Is Condemned
Actress,Edith Evans,1,Golden Globe,/wiki/The_Whisperers,1967,The Whisperers
Actress,Faye Dunaway,0,Golden Globe,/wiki/Bonnie_and_Clyde_(film),1967,Bonnie and Clyde
Actress,Audrey Hepburn,0,Golden Globe,/wiki/Wait_Until_Dark_(film),1967,Wait Until Dark
Actress,Katharine Hepburn,0,Golden Globe,/wiki/Guess_Who%27s_Coming_to_Dinner,1967,Guess Who's Coming to Dinner
Actress,Anne Heywood,0,Golden Globe,/wiki/The_Fox_(1967_film),1967,The Fox
Actress,Joanne Woodward,1,Golden Globe,"/wiki/Rachel,_Rachel",1968,"Rachel, Rachel"
Actress,Mia Farrow,0,Golden Globe,/wiki/Rosemary%27s_Baby_(film),1968,Rosemary's Baby
Actress,Katharine Hepburn,0,Golden Globe,/wiki/The_Lion_in_Winter_(1968_film),1968,The Lion in Winter
Actress,Vanessa Redgrave,0,Golden Globe,/wiki/Isadora_(film),1968,Isadora
Actress,Beryl Reid,0,Golden Globe,/wiki/The_Killing_of_Sister_George,1968,The Killing of Sister George
Actress,Genevive Bujold,1,Golden Globe,/wiki/Anne_of_the_Thousand_Days,1969,Anne of the Thousand Days
Actress,Jane Fonda,0,Golden Globe,"/wiki/They_Shoot_Horses,_Don%27t_They%3F_(film)",1969,"They Shoot Horses, Don't They?"
Actress,Liza Minnelli,0,Golden Globe,/wiki/The_Sterile_Cuckoo,1969,The Sterile Cuckoo
Actress,Jean Simmons,0,Golden Globe,/wiki/The_Happy_Ending,1969,The Happy Ending
Actress,Maggie Smith,0,Golden Globe,/wiki/The_Prime_of_Miss_Jean_Brodie_(film),1969,The Prime of Miss Jean Brodie
Actress,Ali MacGraw,1,Golden Globe,/wiki/Love_Story_(1970_film),1970,Love Story
Actress,Faye Dunaway,0,Golden Globe,/wiki/Puzzle_of_a_Downfall_Child,1970,Puzzle of a Downfall Child
Actress,Glenda Jackson,0,Golden Globe,/wiki/Women_in_Love_(film),1970,Women in Love
Actress,Melina Mercouri,0,Golden Globe,/wiki/Promise_at_Dawn,1970,Promise at Dawn
Actress,Sarah Miles,0,Golden Globe,/wiki/Ryan%27s_Daughter,1970,Ryan's Daughter
Actress,Jane Fonda,1,Golden Globe,/wiki/Klute,1971,Klute
Actress,Dyan Cannon,0,Golden Globe,/wiki/Such_Good_Friends,1971,Such Good Friends
Actress,Glenda Jackson,0,Golden Globe,"/wiki/Mary,_Queen_of_Scots_(1971_film)",1971,"Mary, Queen of Scots"
Actress,Vanessa Redgrave,0,Golden Globe,"/wiki/Mary,_Queen_of_Scots_(1971_film)",1971,"Mary, Queen of Scots"
Actress,Jessica Walter,0,Golden Globe,/wiki/Play_Misty_For_Me,1971,Play Misty For Me
Actress,Liv Ullmann,1,Golden Globe,/wiki/The_Emigrants_(film),1972,The Emigrants
Actress,Diana Ross,0,Golden Globe,/wiki/Lady_Sings_the_Blues_(film),1972,Lady Sings the Blues
Actress,Cicely Tyson,0,Golden Globe,/wiki/Sounder_(film),1972,Sounder
Actress,Trish Van Devere,0,Golden Globe,/wiki/One_is_a_Lonely_Number,1972,One is a Lonely Number
Actress,Joanne Woodward,0,Golden Globe,/wiki/The_Effect_of_Gamma_Rays_on_Man-in-the-Moon_Marigolds_(film),1972,The Effect of Gamma Rays on Man-in-the-Moon Marigolds
Actress,Marsha Mason,1,Golden Globe,/wiki/Cinderella_Liberty,1973,Cinderella Liberty
Actress,Ellen Burstyn,0,Golden Globe,/wiki/The_Exorcist_(film),1973,The Exorcist
Actress,Barbra Streisand,0,Golden Globe,/wiki/The_Way_We_Were,1973,The Way We Were
Actress,Elizabeth Taylor,0,Golden Globe,/wiki/Ash_Wednesday_(1973_film),1973,Ash Wednesday
Actress,Joanne Woodward,0,Golden Globe,"/wiki/Summer_Wishes,_Winter_Dreams",1973,"Summer Wishes, Winter Dreams"
Actress,Gena Rowlands,1,Golden Globe,/wiki/A_Woman_Under_the_Influence,1974,A Woman Under the Influence
Actress,Ellen Burstyn,0,Golden Globe,/wiki/Alice_Doesn%27t_Live_Here_Anymore,1974,Alice Doesn't Live Here Anymore
Actress,Faye Dunaway,0,Golden Globe,/wiki/Chinatown_(1974_film),1974,Chinatown
Actress,Valerie Perrine,0,Golden Globe,/wiki/Lenny_(film),1974,Lenny
Actress,Liv Ullmann,0,Golden Globe,/wiki/Scenes_From_a_Marriage,1974,Scenes From a Marriage
Actress,Louise Fletcher,1,Golden Globe,/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(film),1975,One Flew Over the Cuckoo's Nest
Actress,Karen Black,0,Golden Globe,/wiki/The_Day_of_the_Locust_(film),1975,The Day of the Locust
Actress,Faye Dunaway,0,Golden Globe,/wiki/Three_Days_of_the_Condor,1975,Three Days of the Condor
Actress,Marilyn Hassett,0,Golden Globe,/wiki/The_Other_Side_of_the_Mountain,1975,The Other Side of the Mountain
Actress,Glenda Jackson,0,Golden Globe,/wiki/Hedda_(film),1975,Hedda
Actress,Faye Dunaway,1,Golden Globe,/wiki/Network_(film),1976,Network
Actress,Glenda Jackson,0,Golden Globe,/wiki/The_Incredible_Sarah,1976,The Incredible Sarah
Actress,Sarah Miles,0,Golden Globe,/wiki/The_Sailor_Who_Fell_from_Grace_with_the_Sea_(film),1976,The Sailor Who Fell from Grace with the Sea
Actress,Talia Shire,0,Golden Globe,/wiki/Rocky,1976,Rocky
Actress,Liv Ullmann,0,Golden Globe,/wiki/Face_to_Face_(1976_film),1976,Face to Face
Actress,Jane Fonda,1,Golden Globe,/wiki/Julia_(1977_film),1977,Julia
Actress,Anne Bancroft,0,Golden Globe,/wiki/The_Turning_Point_(1977_film),1977,The Turning Point
Actress,Diane Keaton,0,Golden Globe,/wiki/Looking_for_Mr._Goodbar_(film),1977,Looking for Mr. Goodbar
Actress,Kathleen Quinlan,0,Golden Globe,/wiki/I_Never_Promised_You_a_Rose_Garden_(film),1977,I Never Promised You a Rose Garden
Actress,Gena Rowlands,0,Golden Globe,/wiki/Opening_Night_(film),1977,Opening Night
Actress,Jane Fonda,1,Golden Globe,/wiki/Coming_Home_(1978_film),1978,Coming Home
Actress,Ingrid Bergman,0,Golden Globe,/wiki/Autumn_Sonata,1978,Autumn Sonata
Actress,Jill Clayburgh,0,Golden Globe,/wiki/An_Unmarried_Woman,1978,An Unmarried Woman
Actress,Glenda Jackson,0,Golden Globe,/wiki/Stevie_(1978_film),1978,Stevie
Actress,Geraldine Page,0,Golden Globe,/wiki/Interiors,1978,Interiors
Actress,Sally Field,1,Golden Globe,/wiki/Norma_Rae,1979,Norma Rae
Actress,Jill Clayburgh,0,Golden Globe,/wiki/La_Luna_(1979_film),1979,La Luna
Actress,Lisa Eichhorn,0,Golden Globe,/wiki/Yanks,1979,Yanks
Actress,Jane Fonda,0,Golden Globe,/wiki/The_China_Syndrome,1979,The China Syndrome
Actress,Mary Tyler Moore,1,Golden Globe,/wiki/Ordinary_People,1980,Ordinary People
Actress,Ellen Burstyn,0,Golden Globe,/wiki/Resurrection_(1980_film),1980,Resurrection
Actress,Nastassja Kinski,0,Golden Globe,/wiki/Tess_(film),1980,Tess
Actress,Deborah Raffin,0,Golden Globe,/wiki/Touched_by_Love,1980,Touched by Love
Actress,Gena Rowlands,0,Golden Globe,/wiki/Gloria_(1980_film),1980,Gloria
Actress,Meryl Streep,1,Golden Globe,/wiki/The_French_Lieutenant%27s_Woman_(film),1981,The French Lieutenant's Woman
Actress,Sally Field,0,Golden Globe,/wiki/Absence_of_Malice,1981,Absence of Malice
Actress,Katharine Hepburn,0,Golden Globe,/wiki/On_Golden_Pond_(1981_film),1981,On Golden Pond
Actress,Diane Keaton,0,Golden Globe,/wiki/Reds_(film),1981,Reds
Actress,Sissy Spacek,0,Golden Globe,/wiki/Raggedy_Man,1981,Raggedy Man
Actress,Meryl Streep,1,Golden Globe,/wiki/Sophie%27s_Choice_(film),1982,Sophie's Choice
Actress,Diane Keaton,0,Golden Globe,/wiki/Shoot_the_Moon,1982,Shoot the Moon
Actress,Jessica Lange,0,Golden Globe,/wiki/Frances_(film),1982,Frances
Actress,Sissy Spacek,0,Golden Globe,/wiki/Missing_(film),1982,Missing
Actress,Debra Winger,0,Golden Globe,/wiki/An_Officer_and_a_Gentleman,1982,An Officer and a Gentleman
Actress,Shirley MacLaine,1,Golden Globe,/wiki/Terms_of_Endearment_(film),1983,Terms of Endearment
Actress,Jane Alexander,0,Golden Globe,/wiki/Testament_(film),1983,Testament
Actress,Bonnie Bedelia,0,Golden Globe,/wiki/Heart_Like_a_Wheel_(film),1983,Heart Like a Wheel
Actress,Meryl Streep,0,Golden Globe,/wiki/Silkwood,1983,Silkwood
Actress,Debra Winger,0,Golden Globe,/wiki/Terms_of_Endearment_(film),1983,Terms of Endearment
Actress,Sally Field,1,Golden Globe,/wiki/Places_in_the_Heart,1984,Places in the Heart
Actress,Diane Keaton,0,Golden Globe,/wiki/Mrs._Soffel,1984,Mrs. Soffel
Actress,Jessica Lange,0,Golden Globe,/wiki/Country_(film),1984,Country
Actress,Vanessa Redgrave,0,Golden Globe,/wiki/The_Bostonians_(film),1984,The Bostonians
Actress,Sissy Spacek,0,Golden Globe,/wiki/The_River_(1984_film),1984,The River
Actress,Whoopi Goldberg,1,Golden Globe,/wiki/The_Color_Purple_(film),1985,The Color Purple
Actress,Anne Bancroft,0,Golden Globe,/wiki/Agnes_of_God_(film),1985,Agnes of God
Actress,Cher,0,Golden Globe,/wiki/Mask_(film),1985,Mask
Actress,Geraldine Page,0,Golden Globe,/wiki/The_Trip_to_Bountiful,1985,The Trip to Bountiful
Actress,Meryl Streep,0,Golden Globe,/wiki/Out_of_Africa_(film),1985,Out of Africa
Actress,Marlee Matlin,1,Golden Globe,/wiki/Children_of_a_Lesser_God,1986,Children of a Lesser God
Actress,Julie Andrews,0,Golden Globe,/wiki/Duet_for_One,1986,Duet for One
Actress,Anne Bancroft,0,Golden Globe,"/wiki/%27night,_Mother_(film)",1986,"'night, Mother"
Actress,Farrah Fawcett,0,Golden Globe,/wiki/Extremities_(film),1986,Extremities
Actress,Sigourney Weaver,0,Golden Globe,/wiki/Aliens_(film),1986,Aliens
Actress,Sally Kirkland,1,Golden Globe,/wiki/Anna_(1987_film),1987,Anna
Actress,Rachel Chagall,0,Golden Globe,/wiki/Gaby:_A_True_Story,1987,Gaby: A True Story
Actress,Glenn Close,0,Golden Globe,/wiki/Fatal_Attraction,1987,Fatal Attraction
Actress,Faye Dunaway,0,Golden Globe,/wiki/Barfly_(film),1987,Barfly
Actress,Barbra Streisand,0,Golden Globe,/wiki/Nuts_(1987_film),1987,Nuts
Actress,Jodie Foster,1,Golden Globe,/wiki/The_Accused_(1988_film),1988,The Accused
Actress,Shirley MacLaine,1,Golden Globe,/wiki/Madame_Sousatzka,1988,Madame Sousatzka
Actress,Sigourney Weaver,1,Golden Globe,/wiki/Gorillas_in_the_Mist,1988,Gorillas in the Mist
Actress,Christine Lahti,0,Golden Globe,/wiki/Running_on_Empty_(1988_film),1988,Running on Empty
Actress,Meryl Streep,0,Golden Globe,/wiki/A_Cry_in_the_Dark,1988,A Cry in the Dark
Actress,Michelle Pfeiffer,1,Golden Globe,/wiki/The_Fabulous_Baker_Boys,1989,The Fabulous Baker Boys
Actress,Sally Field,0,Golden Globe,/wiki/Steel_Magnolias,1989,Steel Magnolias
Actress,Jessica Lange,0,Golden Globe,/wiki/Music_Box_(film),1989,Music Box
Actress,Andie MacDowell,0,Golden Globe,"/wiki/Sex,_Lies,_and_Videotape",1989,"Sex, Lies, and Videotape"
Actress,Kathy Bates,1,Golden Globe,/wiki/Misery_(film),1990,Misery
Actress,Anjelica Huston,0,Golden Globe,/wiki/The_Grifters_(film),1990,The Grifters
Actress,Michelle Pfeiffer,0,Golden Globe,/wiki/The_Russia_House_(film),1990,The Russia House
Actress,Susan Sarandon,0,Golden Globe,/wiki/White_Palace_(film),1990,White Palace
Actress,Joanne Woodward,0,Golden Globe,/wiki/Mr._%26_Mrs._Bridge,1990,Mr. & Mrs. Bridge
Actress,Jodie Foster,1,Golden Globe,/wiki/The_Silence_of_the_Lambs_(film),1991,The Silence of the Lambs
Actress,Annette Bening,0,Golden Globe,/wiki/Bugsy,1991,Bugsy
Actress,Geena Davis,0,Golden Globe,/wiki/Thelma_%26_Louise,1991,Thelma & Louise
Actress,Laura Dern,0,Golden Globe,/wiki/Rambling_Rose_(film),1991,Rambling Rose
Actress,Susan Sarandon,0,Golden Globe,/wiki/Thelma_%26_Louise,1991,Thelma & Louise
Actress,Emma Thompson,1,Golden Globe,/wiki/Howards_End_(film),1992,Howards End
Actress,Mary McDonnell,0,Golden Globe,/wiki/Passion_Fish,1992,Passion Fish
Actress,Michelle Pfeiffer,0,Golden Globe,/wiki/Love_Field_(film),1992,Love Field
Actress,Susan Sarandon,0,Golden Globe,/wiki/Lorenzo%27s_Oil,1992,Lorenzo's Oil
Actress,Sharon Stone,0,Golden Globe,/wiki/Basic_Instinct,1992,Basic Instinct
Actress,Holly Hunter,1,Golden Globe,/wiki/The_Piano,1993,The Piano
Actress,Juliette Binoche,0,Golden Globe,/wiki/Three_Colors:_Blue,1993,Three Colors: Blue
Actress,Michelle Pfeiffer,0,Golden Globe,/wiki/The_Age_of_Innocence_(1993_film),1993,The Age of Innocence
Actress,Emma Thompson,0,Golden Globe,/wiki/The_Remains_of_the_Day_(film),1993,The Remains of the Day
Actress,Debra Winger,0,Golden Globe,/wiki/A_Dangerous_Woman_(1993_film),1993,A Dangerous Woman
Actress,Jessica Lange,1,Golden Globe,/wiki/Blue_Sky_(film),1994,Blue Sky
Actress,Jodie Foster,0,Golden Globe,/wiki/Nell_(film),1994,Nell
Actress,Jennifer Jason Leigh,0,Golden Globe,/wiki/Mrs._Parker_and_the_Vicious_Circle,1994,Mrs. Parker and the Vicious Circle
Actress,Miranda Richardson,0,Golden Globe,/wiki/Tom_%26_Viv,1994,Tom & Viv
Actress,Meryl Streep,0,Golden Globe,/wiki/The_River_Wild,1994,The River Wild
Actress,Sharon Stone,1,Golden Globe,/wiki/Casino_(film),1995,Casino
Actress,Susan Sarandon,0,Golden Globe,/wiki/Dead_Man_Walking_(film),1995,Dead Man Walking
Actress,Elisabeth Shue,0,Golden Globe,/wiki/Leaving_Las_Vegas,1995,Leaving Las Vegas
Actress,Meryl Streep,0,Golden Globe,/wiki/The_Bridges_of_Madison_County_(film),1995,The Bridges of Madison County
Actress,Emma Thompson,0,Golden Globe,/wiki/Sense_and_Sensibility_(film),1995,Sense and Sensibility
Actress,Brenda Blethyn,1,Golden Globe,/wiki/Secrets_%26_Lies_(film),1996,Secrets & Lies
Actress,Courtney Love,0,Golden Globe,/wiki/The_People_vs._Larry_Flynt,1996,The People vs. Larry Flynt
Actress,Kristin Scott Thomas,0,Golden Globe,/wiki/The_English_Patient_(film),1996,The English Patient
Actress,Meryl Streep,0,Golden Globe,/wiki/Marvin%27s_Room_(film),1996,Marvin's Room
Actress,Emily Watson,0,Golden Globe,/wiki/Breaking_the_Waves,1996,Breaking the Waves
Actress,Judi Dench,1,Golden Globe,/wiki/Mrs._Brown,1997,Mrs. Brown
Actress,Helena Bonham Carter,0,Golden Globe,/wiki/The_Wings_of_the_Dove_(1997_film),1997,The Wings of the Dove
Actress,Jodie Foster,0,Golden Globe,/wiki/Contact_(1997_American_film),1997,Contact
Actress,Jessica Lange,0,Golden Globe,/wiki/A_Thousand_Acres_(film),1997,A Thousand Acres
Actress,Kate Winslet,0,Golden Globe,/wiki/Titanic_(1997_film),1997,Titanic
Actress,Cate Blanchett,1,Golden Globe,/wiki/Elizabeth_(film),1998,Elizabeth
Actress,Fernanda Montenegro,0,Golden Globe,/wiki/Central_Station_(film),1998,Central Station
Actress,Susan Sarandon,0,Golden Globe,/wiki/Stepmom_(film),1998,Stepmom
Actress,Meryl Streep,0,Golden Globe,/wiki/One_True_Thing,1998,One True Thing
Actress,Emily Watson,0,Golden Globe,/wiki/Hilary_and_Jackie,1998,Hilary and Jackie
Actress,Hilary Swank,1,Golden Globe,/wiki/Boys_Don%27t_Cry_(film),1999,Boys Don't Cry
Actress,Annette Bening,0,Golden Globe,/wiki/American_Beauty_(1999_film),1999,American Beauty
Actress,Julianne Moore,0,Golden Globe,/wiki/The_End_of_the_Affair_(1999_film),1999,The End of the Affair
Actress,Meryl Streep,0,Golden Globe,/wiki/Music_of_the_Heart,1999,Music of the Heart
Actress,Sigourney Weaver,0,Golden Globe,/wiki/A_Map_of_the_World_(film),1999,A Map of the World
Actress,Julia Roberts,1,Golden Globe,/wiki/Erin_Brockovich_(film),2000,Erin Brockovich
Actress,Joan Allen,0,Golden Globe,/wiki/The_Contender_(2000_film),2000,The Contender
Actress,Bjrk,0,Golden Globe,/wiki/Dancer_in_the_Dark,2000,Dancer in the Dark
Actress,Ellen Burstyn,0,Golden Globe,/wiki/Requiem_for_a_Dream,2000,Requiem for a Dream
Actress,Laura Linney,0,Golden Globe,/wiki/You_Can_Count_on_Me,2000,You Can Count on Me
Actress,Sissy Spacek,1,Golden Globe,/wiki/In_the_Bedroom,2001,In the Bedroom
Actress,Halle Berry,0,Golden Globe,/wiki/Monster%27s_Ball,2001,Monster's Ball
Actress,Judi Dench,0,Golden Globe,/wiki/Iris_(2001_film),2001,Iris
Actress,Nicole Kidman,0,Golden Globe,/wiki/The_Others_(2001_film),2001,The Others
Actress,Tilda Swinton,0,Golden Globe,/wiki/The_Deep_End_(film),2001,The Deep End
Actress,Nicole Kidman,1,Golden Globe,/wiki/The_Hours_(film),2002,The Hours
Actress,Salma Hayek,0,Golden Globe,/wiki/Frida_(film),2002,Frida
Actress,Diane Lane,0,Golden Globe,/wiki/Unfaithful_(2002_film),2002,Unfaithful
Actress,Julianne Moore,0,Golden Globe,/wiki/Far_from_Heaven,2002,Far from Heaven
Actress,Meryl Streep,0,Golden Globe,/wiki/The_Hours_(film),2002,The Hours
Actress,Charlize Theron,1,Golden Globe,/wiki/Monster_(2003_film),2003,Monster
Actress,Cate Blanchett,0,Golden Globe,/wiki/Veronica_Guerin_(film),2003,Veronica Guerin
Actress,Scarlett Johansson,0,Golden Globe,/wiki/Girl_with_a_Pearl_Earring_(film),2003,Girl with a Pearl Earring
Actress,Nicole Kidman,0,Golden Globe,/wiki/Cold_Mountain_(film),2003,Cold Mountain
Actress,Uma Thurman,0,Golden Globe,/wiki/Kill_Bill:_Volume_1,2003,Kill Bill: Volume 1
Actress,Evan Rachel Wood,0,Golden Globe,/wiki/Thirteen_(2003_film),2003,Thirteen
Actress,Hilary Swank,1,Golden Globe,/wiki/Million_Dollar_Baby,2004,Million Dollar Baby
Actress,Scarlett Johansson,0,Golden Globe,/wiki/A_Love_Song_for_Bobby_Long,2004,A Love Song for Bobby Long
Actress,Nicole Kidman,0,Golden Globe,/wiki/Birth_(film),2004,Birth
Actress,Imelda Staunton,0,Golden Globe,/wiki/Vera_Drake,2004,Vera Drake
Actress,Uma Thurman,0,Golden Globe,/wiki/Kill_Bill:_Volume_2,2004,Kill Bill: Volume 2
Actress,Felicity Huffman,1,Golden Globe,/wiki/Transamerica_(film),2005,Transamerica
Actress,Maria Bello,0,Golden Globe,/wiki/A_History_of_Violence_(film),2005,A History of Violence
Actress,Gwyneth Paltrow,0,Golden Globe,/wiki/Proof_(2005_film),2005,Proof
Actress,Charlize Theron,0,Golden Globe,/wiki/North_Country_(film),2005,North Country
Actress,Ziyi Zhang,0,Golden Globe,/wiki/Memoirs_of_a_Geisha_(film),2005,Memoirs of a Geisha
Actress,Helen Mirren,1,Golden Globe,/wiki/The_Queen_(film),2006,The Queen
Actress,Penlope Cruz,0,Golden Globe,/wiki/Volver,2006,Volver
Actress,Judi Dench,0,Golden Globe,/wiki/Notes_on_a_Scandal_(film),2006,Notes on a Scandal
Actress,Maggie Gyllenhaal,0,Golden Globe,/wiki/Sherrybaby,2006,Sherrybaby
Actress,Kate Winslet,0,Golden Globe,/wiki/Little_Children_(film),2006,Little Children
Actress,Julie Christie,1,Golden Globe,/wiki/Away_from_Her,2007,Away from Her
Actress,Cate Blanchett,0,Golden Globe,/wiki/Elizabeth:_The_Golden_Age,2007,Elizabeth: The Golden Age
Actress,Jodie Foster,0,Golden Globe,/wiki/The_Brave_One_(2007_film),2007,The Brave One
Actress,Angelina Jolie,0,Golden Globe,/wiki/A_Mighty_Heart_(film),2007,A Mighty Heart
Actress,Keira Knightley,0,Golden Globe,/wiki/Atonement_(film),2007,Atonement
Actress,Kate Winslet,1,Golden Globe,/wiki/Revolutionary_Road_(film),2008,Revolutionary Road
Actress,Anne Hathaway,0,Golden Globe,/wiki/Rachel_Getting_Married,2008,Rachel Getting Married
Actress,Angelina Jolie,0,Golden Globe,/wiki/Changeling_(2008_film),2008,Changeling
Actress,Kristin Scott Thomas,0,Golden Globe,/wiki/I%27ve_Loved_You_So_Long,2008,I've Loved You So Long
Actress,Meryl Streep,0,Golden Globe,/wiki/Doubt_(2008_film),2008,Doubt
Actress,Sandra Bullock,1,Golden Globe,/wiki/The_Blind_Side_(film),2009,The Blind Side
Actress,Emily Blunt,0,Golden Globe,/wiki/The_Young_Victoria,2009,The Young Victoria
Actress,Helen Mirren,0,Golden Globe,/wiki/The_Last_Station,2009,The Last Station
