category,name,winner,award,href,year,film,fti_id
Actress,Audrey Hepburn,0,Golden Globe,/wiki/My_Fair_Lady_(film),1964,My Fair Lady,4363
Actress,Sophia Loren,0,Golden Globe,/wiki/Marriage_Italian-Style,1964,Marriage Italian-Style (Matrimonio all'italiana),4364
Actress,Melina Mercouri,0,Golden Globe,/wiki/Topkapi_(film),1964,Topkapi,4365
Actress,Debbie Reynolds,0,Golden Globe,/wiki/The_Unsinkable_Molly_Brown_(film),1964,The Unsinkable Molly Brown,4366
Actress,Julie Andrews,1,Golden Globe,/wiki/The_Sound_of_Music_(film),1965,The Sound of Music,4367
Actress,Jane Fonda,0,Golden Globe,/wiki/Cat_Ballou,1965,Cat Ballou,4368
Actress,Barbara Harris,0,Golden Globe,/wiki/A_Thousand_Clowns,1965,A Thousand Clowns,4369
Actress,Rita Tushingham,0,Golden Globe,/wiki/The_Knack_%E2%80%A6and_How_to_Get_It,1965,The Knack and How to Get It,4370
Actress,Natalie Wood,0,Golden Globe,/wiki/Inside_Daisy_Clover,1965,Inside Daisy Clover,4371
Actress,Lynn Redgrave,1,Golden Globe,/wiki/Georgy_Girl,1966,Georgy Girl,4372
Actress,Jane Fonda,0,Golden Globe,/wiki/Any_Wednesday,1966,Any Wednesday,4373
Actress,Elizabeth Hartman,0,Golden Globe,/wiki/You%27re_a_Big_Boy_Now,1966,You're a Big Boy Now,4374
Actress,Shirley MacLaine,0,Golden Globe,/wiki/Gambit_(1966_film),1966,Gambit,4375
Actress,Vanessa Redgrave,0,Golden Globe,/wiki/Morgan!,1966,Morgan!,4376
Actress,Anne Bancroft,1,Golden Globe,/wiki/The_Graduate,1967,The Graduate,4377
Actress,Julie Andrews,0,Golden Globe,/wiki/Thoroughly_Modern_Millie,1967,Thoroughly Modern Millie,4378
Actress,Audrey Hepburn,0,Golden Globe,/wiki/Two_for_the_Road_(1967_film),1967,Two for the Road,4379
Actress,Shirley MacLaine,0,Golden Globe,/wiki/Woman_Times_Seven,1967,Woman Times Seven,4380
Actress,Vanessa Redgrave,0,Golden Globe,/wiki/Camelot_(film),1967,Camelot,4381
Actress,Barbra Streisand,1,Golden Globe,/wiki/Funny_Girl_(film),1968,Funny Girl,4382
Actress,Julie Andrews,0,Golden Globe,/wiki/Star!,1968,Star!,4383
Actress,Lucille Ball,0,Golden Globe,"/wiki/Yours,_Mine_and_Ours_(1968_film)",1968,"Yours, Mine and Ours",4384
Actress,Petula Clark,0,Golden Globe,/wiki/Finian%27s_Rainbow_(film),1968,Finian's Rainbow,4385
Actress,Gina Lollobrigida,0,Golden Globe,"/wiki/Buona_Sera,_Mrs._Campbell",1968,"Buona Sera, Mrs. Campbell",4386
Actress,Patty Duke,1,Golden Globe,"/wiki/Me,_Natalie",1969,"Me, Natalie",4387
Actress,Ingrid Bergman,0,Golden Globe,/wiki/Cactus_Flower_(film),1969,Cactus Flower,4388
Actress,Dyan Cannon,0,Golden Globe,/wiki/Bob_%26_Carol_%26_Ted_%26_Alice,1969,Bob & Carol & Ted & Alice,4389
Actress,Kim Darby,0,Golden Globe,/wiki/Generation,1969,Generation,4390
Actress,Mia Farrow,0,Golden Globe,/wiki/John_and_Mary_(film),1969,John and Mary,4391
Actress,Shirley MacLaine,0,Golden Globe,/wiki/Sweet_Charity_(film),1969,Sweet Charity,4392
Actress,Anna Magnani,0,Golden Globe,/wiki/The_Secret_of_Santa_Vittoria,1969,The Secret of Santa Vittoria,4393
Actress,Barbra Streisand,0,Golden Globe,"/wiki/Hello,_Dolly!_(film)",1969,"Hello, Dolly!",4394
Actress,Carrie Snodgress,1,Golden Globe,/wiki/Diary_of_a_Mad_Housewife,1970,Diary of a Mad Housewife,4395
Actress,Julie Andrews,0,Golden Globe,/wiki/Darling_Lili,1970,Darling Lili,4396
Actress,Sandy Dennis,0,Golden Globe,/wiki/The_Out-of-Towners_(1970_film),1970,The Out-of-Towners,4397
Actress,Angela Lansbury,0,Golden Globe,/wiki/Something_for_Everyone_(1970_film),1970,Something for Everyone,4398
Actress,Barbra Streisand,0,Golden Globe,/wiki/The_Owl_and_the_Pussycat_(film),1970,The Owl and the Pussycat,4399
Actress,Twiggy,1,Golden Globe,/wiki/The_Boy_Friend_(1971_film),1971,The Boy Friend,4400
Actress,Sandy Duncan,0,Golden Globe,/wiki/Star_Spangled_Girl,1971,Star Spangled Girl,4401
Actress,Ruth Gordon,0,Golden Globe,/wiki/Harold_and_Maude,1971,Harold and Maude,4402
Actress,Angela Lansbury,0,Golden Globe,/wiki/Bedknobs_and_Broomsticks,1971,Bedknobs and Broomsticks,4403
Actress,Elaine May,0,Golden Globe,/wiki/A_New_Leaf_(film),1971,A New Leaf,4404
Actress,Liza Minnelli,1,Golden Globe,/wiki/Cabaret_(1972_film),1972,Cabaret,4405
Actress,Carol Burnett,0,Golden Globe,/wiki/Pete_%27n%27_Tillie,1972,Pete 'n' Tillie,4406
Actress,Goldie Hawn,0,Golden Globe,/wiki/Butterflies_Are_Free,1972,Butterflies Are Free,4407
Actress,Juliet Mills,0,Golden Globe,/wiki/Avanti!,1972,Avanti!,4408
Actress,Maggie Smith,0,Golden Globe,/wiki/Travels_with_My_Aunt_(film),1972,Travels with My Aunt,4409
Actress,Glenda Jackson,1,Golden Globe,/wiki/A_Touch_of_Class_(film),1973,A Touch of Class,4410
Actress,Yvonne Elliman,0,Golden Globe,/wiki/Jesus_Christ_Superstar_(film),1973,Jesus Christ Superstar,4411
Actress,Cloris Leachman,0,Golden Globe,/wiki/Charley_and_the_Angel,1973,Charley and the Angel,4412
Actress,Tatum O'Neal,0,Golden Globe,/wiki/Paper_Moon_(film),1973,Paper Moon,4413
Actress,Liv Ullmann,0,Golden Globe,/wiki/40_Carats_(film),1973,40 Carats,4414
Actress,Raquel Welch,1,Golden Globe,/wiki/The_Three_Musketeers_(1973_film),1974,The Three Musketeers,4415
Actress,Lucille Ball,0,Golden Globe,/wiki/Mame_(film),1974,Mame,4416
Actress,Diahann Carroll,0,Golden Globe,/wiki/Claudine_(film),1974,Claudine,4417
Actress,Helen Hayes,0,Golden Globe,/wiki/Herbie_Rides_Again,1974,Herbie Rides Again,4418
Actress,Cloris Leachman,0,Golden Globe,/wiki/Young_Frankenstein,1974,Young Frankenstein,4419
Actress,Ann-Margret,1,Golden Globe,/wiki/Tommy_(1975_film),1975,Tommy,4420
Actress,Julie Christie,0,Golden Globe,/wiki/Shampoo_(film),1975,Shampoo,4421
Actress,Goldie Hawn,0,Golden Globe,/wiki/Shampoo_(film),1975,Shampoo,4422
Actress,Liza Minnelli,0,Golden Globe,/wiki/Lucky_Lady,1975,Lucky Lady,4423
Actress,Barbra Streisand,0,Golden Globe,/wiki/Funny_Lady,1975,Funny Lady,4424
Actress,Barbra Streisand,1,Golden Globe,/wiki/A_Star_Is_Born_(1976_film),1976,A Star Is Born,4425
Actress,Jodie Foster,0,Golden Globe,/wiki/Freaky_Friday_(1976_film),1976,Freaky Friday,4426
Actress,Goldie Hawn,0,Golden Globe,/wiki/The_Duchess_and_the_Dirtwater_Fox,1976,The Duchess and the Dirtwater Fox,4427
Actress,Rita Moreno,0,Golden Globe,/wiki/The_Ritz_(film),1976,The Ritz,4428
Actress,Diane Keaton,1,Golden Globe,/wiki/Annie_Hall,1977,Annie Hall,4429
Actress,Marsha Mason,1,Golden Globe,/wiki/The_Goodbye_Girl,1977,The Goodbye Girl,4430
Actress,Sally Field,0,Golden Globe,/wiki/Smokey_and_the_Bandit,1977,Smokey and the Bandit,4431
Actress,Liza Minnelli,0,Golden Globe,"/wiki/New_York,_New_York_(1977_film)",1977,"New York, New York",4432
Actress,Lily Tomlin,0,Golden Globe,/wiki/The_Late_Show_(film),1977,The Late Show,4433
Actress,Ellen Burstyn,1,Golden Globe,"/wiki/Same_Time,_Next_Year_(film)",1978,"Same Time, Next Year",4434
Actress,Maggie Smith,1,Golden Globe,/wiki/California_Suite_(film),1978,California Suite,4435
Actress,Jacqueline Bisset,0,Golden Globe,/wiki/Who_Is_Killing_the_Great_Chefs_of_Europe%3F,1978,Who Is Killing the Great Chefs of Europe?,4436
Actress,Goldie Hawn,0,Golden Globe,/wiki/Foul_Play_(1978_film),1978,Foul Play,4437
Actress,Olivia Newton-John,0,Golden Globe,/wiki/Grease_(film),1978,Grease,4438
Actress,Bette Midler,1,Golden Globe,/wiki/The_Rose_(film),1979,The Rose,4439
Actress,Julie Andrews,0,Golden Globe,/wiki/10_(film),1979,10,4440
Actress,Jill Clayburgh,0,Golden Globe,/wiki/Starting_Over_(1979_film),1979,Starting Over,4441
Actress,Shirley MacLaine,0,Golden Globe,/wiki/Being_There,1979,Being There,4442
Actress,Marsha Mason,0,Golden Globe,/wiki/Chapter_Two_(film),1979,Chapter Two,4443
Actress,Sissy Spacek,1,Golden Globe,/wiki/Coal_Miner%27s_Daughter_(film),1980,Coal Miner's Daughter,4444
Actress,Irene Cara,0,Golden Globe,/wiki/Fame_(1980_film),1980,Fame,4445
Actress,Goldie Hawn,0,Golden Globe,/wiki/Private_Benjamin_(1980_film),1980,Private Benjamin,4446
Actress,Bette Midler,0,Golden Globe,/wiki/Divine_Madness!,1980,Divine Madness!,4447
Actress,Dolly Parton,0,Golden Globe,/wiki/9_to_5_(film),1980,9 to 5,4448
Actress,Bernadette Peters,1,Golden Globe,/wiki/Pennies_from_Heaven_(1981_film),1981,Pennies from Heaven,4449
Actress,Blair Brown,0,Golden Globe,/wiki/Continental_Divide_(film),1981,Continental Divide,4450
Actress,Carol Burnett,0,Golden Globe,/wiki/The_Four_Seasons_(1981_film),1981,The Four Seasons,4451
Actress,Jill Clayburgh,0,Golden Globe,/wiki/First_Monday_in_October_(film),1981,First Monday in October,4452
Actress,Liza Minnelli,0,Golden Globe,/wiki/Arthur_(1981_film),1981,Arthur,4453
Actress,Julie Andrews,1,Golden Globe,/wiki/Victor_Victoria,1982,Victor Victoria,4454
Actress,Carol Burnett,0,Golden Globe,/wiki/Annie_(1982_film),1982,Annie,4455
Actress,Sally Field,0,Golden Globe,/wiki/Kiss_Me_Goodbye_(film),1982,Kiss Me Goodbye,4456
Actress,Goldie Hawn,0,Golden Globe,/wiki/Best_Friends_(1982_film),1982,Best Friends,4457
Actress,Dolly Parton,0,Golden Globe,/wiki/The_Best_Little_Whorehouse_in_Texas_(film),1982,The Best Little Whorehouse in Texas,4458
Actress,Aileen Quinn,0,Golden Globe,/wiki/Annie_(1982_film),1982,Annie,4459
Actress,Julie Walters,1,Golden Globe,/wiki/Educating_Rita_(film),1983,Educating Rita,4460
Actress,Anne Bancroft,0,Golden Globe,/wiki/To_Be_or_Not_to_Be_(1983_film),1983,To Be or Not to Be,4461
Actress,Jennifer Beals,0,Golden Globe,/wiki/Flashdance,1983,Flashdance,4462
Actress,Linda Ronstadt,0,Golden Globe,/wiki/The_Pirates_of_Penzance_(1983_film),1983,The Pirates of Penzance,4463
Actress,Barbra Streisand,0,Golden Globe,/wiki/Yentl_(film),1983,Yentl,4464
Actress,Kathleen Turner,1,Golden Globe,/wiki/Romancing_the_Stone,1984,Romancing the Stone,4465
Actress,Anne Bancroft,0,Golden Globe,/wiki/Garbo_Talks,1984,Garbo Talks,4466
Actress,Mia Farrow,0,Golden Globe,/wiki/Broadway_Danny_Rose,1984,Broadway Danny Rose,4467
Actress,Shelley Long,0,Golden Globe,/wiki/Irreconcilable_Differences,1984,Irreconcilable Differences,4468
Actress,Lily Tomlin,0,Golden Globe,/wiki/All_of_Me_(1984_film),1984,All of Me,4469
Actress,Kathleen Turner,1,Golden Globe,/wiki/Prizzi%27s_Honor,1985,Prizzi's Honor,4470
Actress,Rosanna Arquette,0,Golden Globe,/wiki/Desperately_Seeking_Susan,1985,Desperately Seeking Susan,4471
Actress,Glenn Close,0,Golden Globe,/wiki/Maxie_(film),1985,Maxie,4472
Actress,Mia Farrow,0,Golden Globe,/wiki/The_Purple_Rose_of_Cairo,1985,The Purple Rose of Cairo,4473
Actress,Sally Field,0,Golden Globe,/wiki/Murphy%27s_Romance,1985,Murphy's Romance,4474
Actress,Sissy Spacek,1,Golden Globe,/wiki/Crimes_of_the_Heart_(film),1986,Crimes of the Heart,4475
Actress,Julie Andrews,0,Golden Globe,/wiki/That%27s_Life!_(film),1986,That's Life!,4476
Actress,Melanie Griffith,0,Golden Globe,/wiki/Something_Wild_(1986_film),1986,Something Wild,4477
Actress,Bette Midler,0,Golden Globe,/wiki/Down_and_Out_in_Beverly_Hills,1986,Down and Out in Beverly Hills,4478
Actress,Kathleen Turner,0,Golden Globe,/wiki/Peggy_Sue_Got_Married,1986,Peggy Sue Got Married,4479
Actress,Cher,1,Golden Globe,/wiki/Moonstruck,1987,Moonstruck,4480
Actress,Jennifer Grey,0,Golden Globe,/wiki/Dirty_Dancing,1987,Dirty Dancing,4481
Actress,Holly Hunter,0,Golden Globe,/wiki/Broadcast_News_(film),1987,Broadcast News,4482
Actress,Diane Keaton,0,Golden Globe,/wiki/Baby_Boom_(film),1987,Baby Boom,4483
Actress,Bette Midler,0,Golden Globe,/wiki/Outrageous_Fortune_(film),1987,Outrageous Fortune,4484
Actress,Melanie Griffith,1,Golden Globe,/wiki/Working_Girl,1988,Working Girl,4485
Actress,Jamie Lee Curtis,0,Golden Globe,/wiki/A_Fish_Called_Wanda,1988,A Fish Called Wanda,4486
Actress,Amy Irving,0,Golden Globe,/wiki/Crossing_Delancey,1988,Crossing Delancey,4487
Actress,Michelle Pfeiffer,0,Golden Globe,/wiki/Married_to_the_Mob,1988,Married to the Mob,4488
Actress,Susan Sarandon,0,Golden Globe,/wiki/Bull_Durham,1988,Bull Durham,4489
Actress,Jessica Tandy,1,Golden Globe,/wiki/Driving_Miss_Daisy,1989,Driving Miss Daisy,4490
Actress,Pauline Collins,0,Golden Globe,/wiki/Shirley_Valentine_(film),1989,Shirley Valentine,4491
Actress,Meg Ryan,0,Golden Globe,/wiki/When_Harry_Met_Sally...,1989,When Harry Met Sally...,4492
Actress,Meryl Streep,0,Golden Globe,/wiki/She-Devil,1989,She-Devil,4493
Actress,Kathleen Turner,0,Golden Globe,/wiki/The_War_of_the_Roses_(film),1989,The War of the Roses,4494
Actress,Julia Roberts,1,Golden Globe,/wiki/Pretty_Woman,1990,Pretty Woman,4495
Actress,Mia Farrow,0,Golden Globe,/wiki/Alice_(1990_film),1990,Alice,4496
Actress,Andie MacDowell,0,Golden Globe,/wiki/Green_Card_(film),1990,Green Card,4497
Actress,Demi Moore,0,Golden Globe,/wiki/Ghost_(1990_film),1990,Ghost,4498
Actress,Meryl Streep,0,Golden Globe,/wiki/Postcards_from_the_Edge_(film),1990,Postcards from the Edge,4499
Actress,Bette Midler,1,Golden Globe,/wiki/For_the_Boys,1991,For the Boys,4500
Actress,Ellen Barkin,0,Golden Globe,/wiki/Switch_(1991_film),1991,Switch,4501
Actress,Kathy Bates,0,Golden Globe,/wiki/Fried_Green_Tomatoes_(film),1991,Fried Green Tomatoes,4502
Actress,Anjelica Huston,0,Golden Globe,/wiki/The_Addams_Family_(film),1991,The Addams Family,4503
Actress,Michelle Pfeiffer,0,Golden Globe,/wiki/Frankie_and_Johnny_(1991_film),1991,Frankie and Johnny,4504
Actress,Miranda Richardson,1,Golden Globe,/wiki/Enchanted_April_(1992_film),1992,Enchanted April,4505
Actress,Geena Davis,0,Golden Globe,/wiki/A_League_of_Their_Own,1992,A League of Their Own,4506
Actress,Whoopi Goldberg,0,Golden Globe,/wiki/Sister_Act,1992,Sister Act,4507
Actress,Shirley MacLaine,0,Golden Globe,/wiki/Used_People,1992,Used People,4508
Actress,Meryl Streep,0,Golden Globe,/wiki/Death_Becomes_Her,1992,Death Becomes Her,4509
Actress,Angela Bassett,1,Golden Globe,/wiki/What%27s_Love_Got_to_Do_with_It_(film),1993,What's Love Got to Do with It,4510
Actress,Stockard Channing,0,Golden Globe,/wiki/Six_Degrees_of_Separation_(film),1993,Six Degrees of Separation,4511
Actress,Anjelica Huston,0,Golden Globe,/wiki/Addams_Family_Values,1993,Addams Family Values,4512
Actress,Diane Keaton,0,Golden Globe,/wiki/Manhattan_Murder_Mystery,1993,Manhattan Murder Mystery,4513
Actress,Meg Ryan,0,Golden Globe,/wiki/Sleepless_in_Seattle,1993,Sleepless in Seattle,4514
Actress,Jamie Lee Curtis,1,Golden Globe,/wiki/True_Lies,1994,True Lies,4515
Actress,Geena Davis,0,Golden Globe,/wiki/Speechless_(1994_film),1994,Speechless,4516
Actress,Andie MacDowell,0,Golden Globe,/wiki/Four_Weddings_and_a_Funeral,1994,Four Weddings and a Funeral,4517
Actress,Shirley MacLaine,0,Golden Globe,/wiki/Guarding_Tess,1994,Guarding Tess,4518
Actress,Emma Thompson,0,Golden Globe,/wiki/Junior_(1994_film),1994,Junior,4519
Actress,Nicole Kidman,1,Golden Globe,/wiki/To_Die_For,1995,To Die For,4520
Actress,Annette Bening,0,Golden Globe,/wiki/The_American_President,1995,The American President,4521
Actress,Sandra Bullock,0,Golden Globe,/wiki/While_You_Were_Sleeping_(film),1995,While You Were Sleeping,4522
Actress,Toni Collette,0,Golden Globe,/wiki/Muriel%27s_Wedding,1995,Muriel's Wedding,4523
Actress,Vanessa Redgrave,0,Golden Globe,/wiki/A_Month_by_the_Lake,1995,A Month by the Lake,4524
Actress,Madonna,1,Golden Globe,/wiki/Evita_(1996_film),1996,Evita,4525
Actress,Glenn Close,0,Golden Globe,/wiki/101_Dalmatians_(1996_film),1996,101 Dalmatians,4526
Actress,Frances McDormand,0,Golden Globe,/wiki/Fargo_(film),1996,Fargo,4527
Actress,Debbie Reynolds,0,Golden Globe,/wiki/Mother_(1996_film),1996,Mother,4528
Actress,Barbra Streisand,0,Golden Globe,/wiki/The_Mirror_Has_Two_Faces,1996,The Mirror Has Two Faces,4529
Actress,Helen Hunt,1,Golden Globe,/wiki/As_Good_as_It_Gets,1997,As Good as It Gets,4530
Actress,Joey Lauren Adams,0,Golden Globe,/wiki/Chasing_Amy,1997,Chasing Amy,4531
Actress,Pam Grier,0,Golden Globe,/wiki/Jackie_Brown,1997,Jackie Brown,4532
Actress,Jennifer Lopez,0,Golden Globe,/wiki/Selena_(film),1997,Selena,4533
Actress,Julia Roberts,0,Golden Globe,/wiki/My_Best_Friend%27s_Wedding,1997,My Best Friend's Wedding,4534
Actress,Gwyneth Paltrow,1,Golden Globe,/wiki/Shakespeare_in_Love,1998,Shakespeare in Love,4535
Actress,Cameron Diaz,0,Golden Globe,/wiki/There%27s_Something_About_Mary,1998,There's Something About Mary,4536
Actress,Jane Horrocks,0,Golden Globe,/wiki/Little_Voice_(film),1998,Little Voice,4537
Actress,Christina Ricci,0,Golden Globe,/wiki/The_Opposite_of_Sex,1998,The Opposite of Sex,4538
Actress,Meg Ryan,0,Golden Globe,/wiki/You%27ve_Got_Mail,1998,You've Got Mail,4539
Actress,Janet McTeer,1,Golden Globe,/wiki/Tumbleweeds_(1999_film),1999,Tumbleweeds,4540
Actress,Julianne Moore,0,Golden Globe,/wiki/An_Ideal_Husband_(1999_film),1999,An Ideal Husband,4541
Actress,Julia Roberts,0,Golden Globe,/wiki/Notting_Hill_(film),1999,Notting Hill,4542
Actress,Sharon Stone,0,Golden Globe,/wiki/The_Muse_(1999_film),1999,The Muse,4543
Actress,Reese Witherspoon,0,Golden Globe,/wiki/Election_(1999_film),1999,Election,4544
Actress,Rene Zellweger,1,Golden Globe,/wiki/Nurse_Betty,2000,Nurse Betty,4545
Actress,Juliette Binoche,0,Golden Globe,/wiki/Chocolat_(2000_film),2000,Chocolat,4546
Actress,Brenda Blethyn,0,Golden Globe,/wiki/Saving_Grace_(2000_film),2000,Saving Grace,4547
Actress,Sandra Bullock,0,Golden Globe,/wiki/Miss_Congeniality_(film),2000,Miss Congeniality,4548
Actress,Tracey Ullman,0,Golden Globe,/wiki/Small_Time_Crooks,2000,Small Time Crooks,4549
Actress,Nicole Kidman,1,Golden Globe,/wiki/Moulin_Rouge!,2001,Moulin Rouge!,4550
Actress,Thora Birch,0,Golden Globe,/wiki/Ghost_World_(film),2001,Ghost World,4551
Actress,Cate Blanchett,0,Golden Globe,/wiki/Bandits_(2001_film),2001,Bandits,4552
Actress,Reese Witherspoon,0,Golden Globe,/wiki/Legally_Blonde,2001,Legally Blonde,4553
Actress,Rene Zellweger,0,Golden Globe,/wiki/Bridget_Jones%27s_Diary_(film),2001,Bridget Jones's Diary,4554
Actress,Rene Zellweger,1,Golden Globe,/wiki/Chicago_(2002_film),2002,Chicago,4555
Actress,Maggie Gyllenhaal,0,Golden Globe,/wiki/Secretary_(film),2002,Secretary,4556
Actress,Goldie Hawn,0,Golden Globe,/wiki/The_Banger_Sisters,2002,The Banger Sisters,4557
Actress,Nia Vardalos,0,Golden Globe,/wiki/My_Big_Fat_Greek_Wedding,2002,My Big Fat Greek Wedding,4558
Actress,Catherine Zeta-Jones,0,Golden Globe,/wiki/Chicago_(2002_film),2002,Chicago,4559
Actress,Diane Keaton,1,Golden Globe,/wiki/Something%27s_Gotta_Give_(film),2003,Something's Gotta Give,4560
Actress,Jamie Lee Curtis,0,Golden Globe,/wiki/Freaky_Friday_(2003_film),2003,Freaky Friday,4561
Actress,Scarlett Johansson,0,Golden Globe,/wiki/Lost_in_Translation_(film),2003,Lost in Translation,4562
Actress,Diane Lane,0,Golden Globe,/wiki/Under_the_Tuscan_Sun_(film),2003,Under the Tuscan Sun,4563
Actress,Helen Mirren,0,Golden Globe,/wiki/Calendar_Girls,2003,Calendar Girls,4564
Actress,Annette Bening,1,Golden Globe,/wiki/Being_Julia,2004,Being Julia,4565
Actress,Ashley Judd,0,Golden Globe,/wiki/De-Lovely,2004,De-Lovely,4566
Actress,Emmy Rossum,0,Golden Globe,/wiki/The_Phantom_of_the_Opera_(2004_film),2004,The Phantom of the Opera,4567
Actress,Kate Winslet,0,Golden Globe,/wiki/Eternal_Sunshine_of_the_Spotless_Mind,2004,Eternal Sunshine of the Spotless Mind,4568
Actress,Rene Zellweger,0,Golden Globe,/wiki/Bridget_Jones:_The_Edge_of_Reason_(film),2004,Bridget Jones: The Edge of Reason,4569
Actress,Reese Witherspoon,1,Golden Globe,/wiki/Walk_the_Line,2005,Walk the Line,4570
Actress,Judi Dench,0,Golden Globe,/wiki/Mrs_Henderson_Presents,2005,Mrs Henderson Presents,4571
Actress,Keira Knightley,0,Golden Globe,/wiki/Pride_%26_Prejudice_(2005_film),2005,Pride & Prejudice,4572
Actress,Laura Linney,0,Golden Globe,/wiki/The_Squid_and_the_Whale,2005,The Squid and the Whale,4573
Actress,Sarah Jessica Parker,0,Golden Globe,/wiki/The_Family_Stone,2005,The Family Stone,4574
Actress,Meryl Streep,1,Golden Globe,/wiki/The_Devil_Wears_Prada_(film),2006,The Devil Wears Prada,4575
Actress,Annette Bening,0,Golden Globe,/wiki/Running_with_Scissors_(film),2006,Running with Scissors,4576
Actress,Toni Collette,0,Golden Globe,/wiki/Little_Miss_Sunshine,2006,Little Miss Sunshine,4577
Actress,Beyonc Knowles,0,Golden Globe,/wiki/Dreamgirls_(film),2006,Dreamgirls,4578
Actress,Rene Zellweger,0,Golden Globe,/wiki/Miss_Potter,2006,Miss Potter,4579
Actress,Marion Cotillard,1,Golden Globe,/wiki/La_Vie_en_rose_(film),2007,La Vie en Rose,4580
Actress,Amy Adams,0,Golden Globe,/wiki/Enchanted_(2007_film),2007,Enchanted,4581
Actress,Nikki Blonsky,0,Golden Globe,/wiki/Hairspray_(2007_film),2007,Hairspray,4582
Actress,Helena Bonham Carter,0,Golden Globe,/wiki/Sweeney_Todd:_The_Demon_Barber_of_Fleet_Street_(2007_film),2007,Sweeney Todd: The Demon Barber of Fleet Street,4583
Actress,Ellen Page,0,Golden Globe,/wiki/Juno_(film),2007,Juno,4584
Actress,Sally Hawkins,1,Golden Globe,/wiki/Happy-Go-Lucky,2008,Happy-Go-Lucky,4585
Actress,Rebecca Hall,0,Golden Globe,/wiki/Vicky_Cristina_Barcelona,2008,Vicky Cristina Barcelona,4586
Actress,Frances McDormand,0,Golden Globe,/wiki/Burn_After_Reading,2008,Burn After Reading,4587
Actress,Meryl Streep,0,Golden Globe,/wiki/Mamma_Mia!_(film),2008,Mamma Mia!,4588
Actress,Emma Thompson,0,Golden Globe,/wiki/Last_Chance_Harvey,2008,Last Chance Harvey,4589
Actress,Meryl Streep,1,Golden Globe,/wiki/Julie_%26_Julia,2009,Julie & Julia,4590
Actress,Sandra Bullock,0,Golden Globe,/wiki/The_Proposal_(film),2009,The Proposal,4591
Actress,Marion Cotillard,0,Golden Globe,/wiki/Nine_(2009_live-action_film),2009,Nine,4592
Actress,Julia Roberts,0,Golden Globe,/wiki/Duplicity_(film),2009,Duplicity,4593
Actress,Meryl Streep,0,Golden Globe,/wiki/It%27s_Complicated_(film),2009,It's Complicated,4594
Actress,Annette Bening,1,Golden Globe,/wiki/The_Kids_Are_All_Right_(film),2010,The Kids Are All Right,4595
Actress,Anne Hathaway,0,Golden Globe,/wiki/Love_and_Other_Drugs,2010,Love and Other Drugs,4596
Actress,Angelina Jolie,0,Golden Globe,/wiki/The_Tourist_(2010_film),2010,The Tourist,4597
Actress,Julianne Moore,0,Golden Globe,/wiki/The_Kids_Are_All_Right_(film),2010,The Kids Are All Right,4598
Actress,Emma Stone,0,Golden Globe,/wiki/Easy_A,2010,Easy A,4599
Actress,Michelle Williams,1,Golden Globe,/wiki/My_Week_with_Marilyn,2011,My Week with Marilyn,4600
Actress,Jodie Foster,0,Golden Globe,/wiki/Carnage_(2011_film),2011,Carnage,4601
Actress,Charlize Theron,0,Golden Globe,/wiki/Young_Adult_(film),2011,Young Adult,4602
Actress,Kristen Wiig,0,Golden Globe,/wiki/Bridesmaids_(2011_film),2011,Bridesmaids,4603
Actress,Kate Winslet,0,Golden Globe,/wiki/Carnage_(2011_film),2011,Carnage,4604
Actress,Jennifer Lawrence,1,Golden Globe,/wiki/Silver_Linings_Playbook,2012,Silver Linings Playbook,4605
Actress,Emily Blunt,0,Golden Globe,/wiki/Salmon_Fishing_in_the_Yemen,2012,Salmon Fishing in the Yemen,4606
Actress,Judi Dench,0,Golden Globe,/wiki/The_Best_Exotic_Marigold_Hotel,2012,The Best Exotic Marigold Hotel,4607
Actress,Maggie Smith,0,Golden Globe,/wiki/Quartet_(2012_film),2012,Quartet,4608
Actress,Meryl Streep,0,Golden Globe,/wiki/Hope_Springs_(2012_film),2012,Hope Springs,4609
Actress,Amy Adams,1,Golden Globe,/wiki/American_Hustle,2013,American Hustle,4610
Actress,Julie Delpy,0,Golden Globe,/wiki/Before_Midnight_(film),2013,Before Midnight,4611
Actress,Greta Gerwig,0,Golden Globe,/wiki/Frances_Ha,2013,Frances Ha,4612
Actress,Julia Louis-Dreyfus,0,Golden Globe,/wiki/Enough_Said_(film),2013,Enough Said,4613
Actress,Meryl Streep,0,Golden Globe,/wiki/August:_Osage_County_(film),2013,August: Osage County,4614
Actress,Amy Adams,1,Golden Globe,/wiki/Big_Eyes,2014,Big Eyes,4615
Actress,Emily Blunt,0,Golden Globe,/wiki/Into_the_Woods_(film),2014,Into the Woods,4616
Actress,Helen Mirren,0,Golden Globe,/wiki/The_Hundred-Foot_Journey_(film),2014,The Hundred-Foot Journey,4617
Actress,Julianne Moore,0,Golden Globe,/wiki/Maps_to_the_Stars,2014,Maps to the Stars,4618
Actress,Quvenzhan Wallis,0,Golden Globe,/wiki/Annie_(2014_film),2014,Annie,4619
Actress,Jennifer Lawrence,1,Golden Globe,/wiki/Joy_(film),2015,Joy,4620
Actress,Melissa McCarthy,0,Golden Globe,/wiki/Spy_(2015_film),2015,Spy,4621
Actress,Amy Schumer,0,Golden Globe,/wiki/Trainwreck_(film),2015,Trainwreck,4622
