category,name,winner,award,href,year,film,fti_id
Director,Billy Wilder,1,Oscar,/wiki/The_Apartment,1960,The Apartment,856
Director,Jack Cardiff,0,Oscar,/wiki/Sons_and_Lovers_(1960_film),1960,Sons and Lovers,857
Director,Jules Dassin,0,Oscar,/wiki/Never_on_Sunday,1960,Never on Sunday,858
Director,Alfred Hitchcock,0,Oscar,/wiki/Psycho_(1960_film),1960,Psycho,859
Director,Fred Zinnemann,0,Oscar,/wiki/The_Sundowners,1960,The Sundowners,860
Director,Robert Wise,1,Oscar,/wiki/West_Side_Story_(film),1961,West Side Story,861
Director,Federico Fellini,0,Oscar,/wiki/La_Dolce_Vita,1961,La Dolce Vita,862
Director,Stanley Kramer,0,Oscar,/wiki/Judgment_at_Nuremberg,1961,Judgment at Nuremberg,863
Director,Robert Rossen,0,Oscar,/wiki/The_Hustler_(film),1961,The Hustler,864
Director,J. Lee Thompson,0,Oscar,/wiki/The_Guns_of_Navarone_(film),1961,The Guns of Navarone,865
Director,David Lean,1,Oscar,/wiki/Lawrence_of_Arabia_(film),1962,Lawrence of Arabia,866
Director,Pietro Germi,0,Oscar,/wiki/Divorce_Italian_Style,1962,Divorce Italian Style,867
Director,Robert Mulligan,0,Oscar,/wiki/To_Kill_a_Mockingbird_(film),1962,To Kill a Mockingbird,868
Director,Arthur Penn,0,Oscar,/wiki/The_Miracle_Worker_(1962_film),1962,The Miracle Worker,869
Director,Frank Perry,0,Oscar,/wiki/David_and_Lisa,1962,David and Lisa,870
Director,Tony Richardson,1,Oscar,/wiki/Tom_Jones_(1963_film),1963,Tom Jones,871
Director,Federico Fellini,0,Oscar,/wiki/8%C2%BD,1963,8,872
Director,Elia Kazan,0,Oscar,/wiki/America_America,1963,America America,873
Director,Otto Preminger,0,Oscar,/wiki/The_Cardinal,1963,The Cardinal,874
Director,Martin Ritt,0,Oscar,/wiki/Hud_(1963_film),1963,Hud,875
Director,George Cukor,1,Oscar,/wiki/My_Fair_Lady_(film),1964,My Fair Lady,876
Director,Michael Cacoyannis,0,Oscar,/wiki/Zorba_the_Greek_(film),1964,Zorba the Greek,877
Director,Peter Glenville,0,Oscar,/wiki/Becket_(1964_film),1964,Becket,878
Director,Stanley Kubrick,0,Oscar,/wiki/Dr._Strangelove,1964,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,879
Director,Robert Stevenson,0,Oscar,/wiki/Mary_Poppins_(film),1964,Mary Poppins,880
Director,Robert Wise,1,Oscar,/wiki/The_Sound_of_Music_(film),1965,The Sound of Music,881
Director,David Lean,0,Oscar,/wiki/Doctor_Zhivago_(film),1965,Doctor Zhivago,882
Director,John Schlesinger,0,Oscar,/wiki/Darling_(1965_film),1965,Darling,883
Director,Hiroshi Teshigahara,0,Oscar,/wiki/Woman_in_the_Dunes,1965,Woman in the Dunes,884
Director,William Wyler,0,Oscar,/wiki/The_Collector_(1965_film),1965,The Collector,885
Director,Fred Zinnemann,1,Oscar,/wiki/A_Man_for_All_Seasons_(1966_film),1966,A Man for All Seasons,886
Director,Michelangelo Antonioni,0,Oscar,/wiki/Blowup,1966,Blowup,887
Director,Richard Brooks,0,Oscar,/wiki/The_Professionals_(1966_film),1966,The Professionals,888
Director,Claude Lelouch,0,Oscar,/wiki/A_Man_and_a_Woman,1966,A Man and a Woman,889
Director,Mike Nichols,0,Oscar,/wiki/Who%27s_Afraid_of_Virginia_Woolf%3F_(film),1966,Who's Afraid of Virginia Woolf?,890
Director,Mike Nichols,1,Oscar,/wiki/The_Graduate,1967,The Graduate,891
Director,Richard Brooks,0,Oscar,/wiki/In_Cold_Blood_(film),1967,In Cold Blood,892
Director,Norman Jewison,0,Oscar,/wiki/In_the_Heat_of_the_Night_(film),1967,In the Heat of the Night,893
Director,Stanley Kramer,0,Oscar,/wiki/Guess_Who%27s_Coming_to_Dinner,1967,Guess Who's Coming to Dinner,894
Director,Arthur Penn,0,Oscar,/wiki/Bonnie_and_Clyde_(film),1967,Bonnie and Clyde,895
Director,Carol Reed,1,Oscar,/wiki/Oliver!_(film),1968,Oliver!,896
Director,Anthony Harvey,0,Oscar,/wiki/The_Lion_in_Winter_(1968_film),1968,The Lion in Winter,897
Director,Stanley Kubrick,0,Oscar,/wiki/2001:_A_Space_Odyssey_(film),2001,2001: A Space Odyssey,898
Director,Gillo Pontecorvo,0,Oscar,/wiki/The_Battle_of_Algiers,2001,The Battle of Algiers,899
Director,Franco Zeffirelli,0,Oscar,/wiki/Romeo_and_Juliet_(1968_film),2001,Romeo and Juliet,900
Director,John Schlesinger,1,Oscar,/wiki/Midnight_Cowboy,1969,Midnight Cowboy,901
Director,Costa Gavras,0,Oscar,/wiki/Z_(1969_film),1969,Z,902
Director,George Roy Hill,0,Oscar,/wiki/Butch_Cassidy_and_the_Sundance_Kid,1969,Butch Cassidy and the Sundance Kid,903
Director,Arthur Penn,0,Oscar,/wiki/Alice%27s_Restaurant_(film),1969,Alice's Restaurant,904
Director,Sydney Pollack,0,Oscar,"/wiki/They_Shoot_Horses,_Don%27t_They%3F_(film)",1969,"They Shoot Horses, Don't They?",905
Director,Franklin J. Schaffner,1,Oscar,/wiki/Patton_(film),1970,Patton,906
Director,Robert Altman,0,Oscar,/wiki/MASH_(film),1970,M*A*S*H,907
Director,Federico Fellini,0,Oscar,/wiki/Fellini_Satyricon,1970,Fellini Satyricon,908
Director,Arthur Hiller,0,Oscar,/wiki/Love_Story_(1970_film),1970,Love Story,909
Director,Ken Russell,0,Oscar,/wiki/Women_in_Love_(film),1970,Women in Love,910
Director,William Friedkin,1,Oscar,/wiki/The_French_Connection_(film),1971,The French Connection,911
Director,Peter Bogdanovich,0,Oscar,/wiki/The_Last_Picture_Show,1971,The Last Picture Show,912
Director,Norman Jewison,0,Oscar,/wiki/Fiddler_on_the_Roof_(film),1971,Fiddler on the Roof,913
Director,Stanley Kubrick,0,Oscar,/wiki/A_Clockwork_Orange_(film),1971,A Clockwork Orange,914
Director,John Schlesinger,0,Oscar,/wiki/Sunday_Bloody_Sunday_(film),1971,Sunday Bloody Sunday,915
Director,Bob Fosse,1,Oscar,/wiki/Cabaret_(1972_film),1972,Cabaret,916
Director,John Boorman,0,Oscar,/wiki/Deliverance,1972,Deliverance,917
Director,Francis Ford Coppola,0,Oscar,/wiki/The_Godfather,1972,The Godfather,918
Director,Joseph L. Mankiewicz,0,Oscar,/wiki/Sleuth_(1972_film),1972,Sleuth,919
Director,Jan Troell,0,Oscar,/wiki/The_Emigrants_(film),1972,The Emigrants,920
Director,George Roy Hill,1,Oscar,/wiki/The_Sting,1973,The Sting,921
Director,Ingmar Bergman,0,Oscar,/wiki/Cries_and_Whispers,1973,Cries and Whispers,922
Director,Bernardo Bertolucci,0,Oscar,/wiki/Last_Tango_in_Paris,1973,Last Tango in Paris,923
Director,William Friedkin,0,Oscar,/wiki/The_Exorcist_(film),1973,The Exorcist,924
Director,George Lucas,0,Oscar,/wiki/American_Graffiti,1973,American Graffiti,925
Director,Francis Ford Coppola,1,Oscar,/wiki/The_Godfather_Part_II,1974,The Godfather Part II,926
Director,John Cassavetes,0,Oscar,/wiki/A_Woman_Under_the_Influence,1974,A Woman Under the Influence,927
Director,Bob Fosse,0,Oscar,/wiki/Lenny_(film),1974,Lenny,928
Director,Roman Polanski,0,Oscar,/wiki/Chinatown_(1974_film),1974,Chinatown,929
Director,Franois Truffaut,0,Oscar,/wiki/Day_for_Night_(film),1974,Day for Night,930
Director,Milo Forman,1,Oscar,/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(film),1975,One Flew Over the Cuckoo's Nest,931
Director,Robert Altman,0,Oscar,/wiki/Nashville_(film),1975,Nashville,932
Director,Federico Fellini,0,Oscar,/wiki/Amarcord,1975,Amarcord,933
Director,Stanley Kubrick,0,Oscar,/wiki/Barry_Lyndon,1975,Barry Lyndon,934
Director,Sidney Lumet,0,Oscar,/wiki/Dog_Day_Afternoon,1975,Dog Day Afternoon,935
Director,John G. Avildsen,1,Oscar,/wiki/Rocky,1976,Rocky,936
Director,Ingmar Bergman,0,Oscar,/wiki/Face_to_Face_(1976_film),1976,Face to Face,937
Director,Sidney Lumet,0,Oscar,/wiki/Network_(film),1976,Network,938
Director,Alan J. Pakula,0,Oscar,/wiki/All_the_President%27s_Men_(film),1976,All the President's Men,939
Director,Lina Wertmller,0,Oscar,/wiki/Seven_Beauties,1976,Seven Beauties,940
Director,Woody Allen,1,Oscar,/wiki/Annie_Hall,1977,Annie Hall,941
Director,George Lucas,0,Oscar,/wiki/Star_Wars_(film),1977,Star Wars,942
Director,Herbert Ross,0,Oscar,/wiki/The_Turning_Point_(1977_film),1977,The Turning Point,943
Director,Steven Spielberg,0,Oscar,/wiki/Close_Encounters_of_the_Third_Kind,1977,Close Encounters of the Third Kind,944
Director,Fred Zinnemann,0,Oscar,/wiki/Julia_(1977_film),1977,Julia,945
Director,Michael Cimino,1,Oscar,/wiki/The_Deer_Hunter,1978,The Deer Hunter,946
Director,Woody Allen,0,Oscar,/wiki/Interiors,1978,Interiors,947
Director,Hal Ashby,0,Oscar,/wiki/Coming_Home_(1978_film),1978,Coming Home,948
Director,Warren Beatty,0,Oscar,/wiki/Heaven_Can_Wait_(1978_film),1978,Heaven Can Wait,949
Director,Alan Parker,0,Oscar,/wiki/Midnight_Express_(film),1978,Midnight Express,950
Director,Robert Benton,1,Oscar,/wiki/Kramer_vs._Kramer,1979,Kramer vs. Kramer,951
Director,Francis Ford Coppola,0,Oscar,/wiki/Apocalypse_Now,1979,Apocalypse Now,952
Director,Bob Fosse,0,Oscar,/wiki/All_That_Jazz_(film),1979,All That Jazz,953
Director,douard Molinaro,0,Oscar,/wiki/La_Cage_aux_Folles_(film),1979,La Cage aux Folles,954
Director,Peter Yates,0,Oscar,/wiki/Breaking_Away,1979,Breaking Away,955
Director,Robert Redford,1,Oscar,/wiki/Ordinary_People,1980,Ordinary People,956
Director,David Lynch,0,Oscar,/wiki/The_Elephant_Man_(film),1980,The Elephant Man,957
Director,Roman Polanski,0,Oscar,/wiki/Tess_(film),1980,Tess,958
Director,Richard Rush,0,Oscar,/wiki/The_Stunt_Man,1980,The Stunt Man,959
Director,Martin Scorsese,0,Oscar,/wiki/Raging_Bull,1980,Raging Bull,960
Director,Warren Beatty,1,Oscar,/wiki/Reds_(film),1981,Reds,961
Director,Hugh Hudson,0,Oscar,/wiki/Chariots_of_Fire,1981,Chariots of Fire,962
Director,Louis Malle,0,Oscar,/wiki/Atlantic_City_(1980_film),1981,Atlantic City,963
Director,Mark Rydell,0,Oscar,/wiki/On_Golden_Pond_(1981_film),1981,On Golden Pond,964
Director,Steven Spielberg,0,Oscar,/wiki/Raiders_of_the_Lost_Ark,1981,Raiders of the Lost Ark,965
Director,Richard Attenborough,1,Oscar,/wiki/Gandhi_(film),1982,Gandhi,966
Director,Sidney Lumet,0,Oscar,/wiki/The_Verdict,1982,The Verdict,967
Director,Wolfgang Petersen,0,Oscar,/wiki/Das_Boot,1982,Das Boot,968
Director,Sydney Pollack,0,Oscar,/wiki/Tootsie,1982,Tootsie,969
Director,Steven Spielberg,0,Oscar,/wiki/E.T._the_Extra-Terrestrial,1982,E.T. the Extra-Terrestrial,970
Director,James L. Brooks,1,Oscar,/wiki/Terms_of_Endearment,1983,Terms of Endearment,971
Director,Bruce Beresford,0,Oscar,/wiki/Tender_Mercies,1983,Tender Mercies,972
Director,Ingmar Bergman,0,Oscar,/wiki/Fanny_and_Alexander,1983,Fanny and Alexander,973
Director,Mike Nichols,0,Oscar,/wiki/Silkwood,1983,Silkwood,974
Director,Peter Yates,0,Oscar,/wiki/The_Dresser_(1983_film),1983,The Dresser,975
Director,Milo Forman,1,Oscar,/wiki/Amadeus_(film),1984,Amadeus,976
Director,Woody Allen,0,Oscar,/wiki/Broadway_Danny_Rose,1984,Broadway Danny Rose,977
Director,Robert Benton,0,Oscar,/wiki/Places_in_the_Heart,1984,Places in the Heart,978
Director,Roland Joff,0,Oscar,/wiki/The_Killing_Fields_(film),1984,The Killing Fields,979
Director,David Lean,0,Oscar,/wiki/A_Passage_to_India_(film),1984,A Passage to India,980
Director,Sydney Pollack,1,Oscar,/wiki/Out_of_Africa_(film),1985,Out of Africa,981
Director,Hctor Babenco,0,Oscar,/wiki/Kiss_of_the_Spider_Woman_(film),1985,Kiss of the Spider Woman,982
Director,John Huston,0,Oscar,/wiki/Prizzi%27s_Honor,1985,Prizzi's Honor,983
Director,Akira Kurosawa,0,Oscar,/wiki/Ran_(film),1985,Ran,984
Director,Peter Weir,0,Oscar,/wiki/Witness_(1985_film),1985,Witness,985
Director,Oliver Stone,1,Oscar,/wiki/Platoon_(film),1986,Platoon,986
Director,Woody Allen,0,Oscar,/wiki/Hannah_and_Her_Sisters,1986,Hannah and Her Sisters,987
Director,James Ivory,0,Oscar,/wiki/A_Room_with_a_View_(1985_film),1986,A Room with a View,988
Director,Roland Joff,0,Oscar,/wiki/The_Mission_(1986_film),1986,The Mission,989
Director,David Lynch,0,Oscar,/wiki/Blue_Velvet_(film),1986,Blue Velvet,990
Director,Bernardo Bertolucci,1,Oscar,/wiki/The_Last_Emperor,1987,The Last Emperor,991
Director,John Boorman,0,Oscar,/wiki/Hope_and_Glory_(film),1987,Hope and Glory,992
Director,Lasse Hallstrm,0,Oscar,/wiki/My_Life_as_a_Dog,1987,My Life as a Dog,993
Director,Norman Jewison,0,Oscar,/wiki/Moonstruck,1987,Moonstruck,994
Director,Adrian Lyne,0,Oscar,/wiki/Fatal_Attraction,1987,Fatal Attraction,995
Director,Barry Levinson,1,Oscar,/wiki/Rain_Man,1988,Rain Man,996
Director,Charles Crichton,0,Oscar,/wiki/A_Fish_Called_Wanda,1988,A Fish Called Wanda,997
Director,Mike Nichols,0,Oscar,/wiki/Working_Girl,1988,Working Girl,998
Director,Alan Parker,0,Oscar,/wiki/Mississippi_Burning,1988,Mississippi Burning,999
Director,Martin Scorsese,0,Oscar,/wiki/The_Last_Temptation_of_Christ_(film),1988,The Last Temptation of Christ,1000
Director,Oliver Stone,1,Oscar,/wiki/Born_on_the_Fourth_of_July_(film),1989,Born on the Fourth of July,1001
Director,Woody Allen,0,Oscar,/wiki/Crimes_and_Misdemeanors,1989,Crimes and Misdemeanors,1002
Director,Kenneth Branagh,0,Oscar,/wiki/Henry_V_(1989_film),1989,Henry V,1003
Director,Jim Sheridan,0,Oscar,/wiki/My_Left_Foot,1989,My Left Foot,1004
Director,Peter Weir,0,Oscar,/wiki/Dead_Poets_Society,1989,Dead Poets Society,1005
Director,Kevin Costner,1,Oscar,/wiki/Dances_with_Wolves,1990,Dances with Wolves,1006
Director,Francis Ford Coppola,0,Oscar,/wiki/The_Godfather_Part_III,1990,The Godfather Part III,1007
Director,Stephen Frears,0,Oscar,/wiki/The_Grifters_(film),1990,The Grifters,1008
Director,Barbet Schroeder,0,Oscar,/wiki/Reversal_of_Fortune,1990,Reversal of Fortune,1009
Director,Martin Scorsese,0,Oscar,/wiki/Goodfellas,1990,Goodfellas,1010
Director,Jonathan Demme,1,Oscar,/wiki/The_Silence_of_the_Lambs_(film),1991,The Silence of the Lambs,1011
Director,Barry Levinson,0,Oscar,/wiki/Bugsy,1991,Bugsy,1012
Director,Ridley Scott,0,Oscar,/wiki/Thelma_%26_Louise,1991,Thelma & Louise,1013
Director,John Singleton,0,Oscar,/wiki/Boyz_n_the_Hood,1991,Boyz n the Hood,1014
Director,Oliver Stone,0,Oscar,/wiki/JFK_(film),1991,JFK,1015
Director,Clint Eastwood,1,Oscar,/wiki/Unforgiven,1992,Unforgiven,1016
Director,Robert Altman,0,Oscar,/wiki/The_Player_(film),1992,The Player,1017
Director,Martin Brest,0,Oscar,/wiki/Scent_of_a_Woman_(1992_film),1992,Scent of a Woman,1018
Director,James Ivory,0,Oscar,/wiki/Howards_End_(film),1992,Howards End,1019
Director,Neil Jordan,0,Oscar,/wiki/The_Crying_Game,1992,The Crying Game,1020
Director,Steven Spielberg,1,Oscar,/wiki/Schindler%27s_List,1993,Schindler's List,1021
Director,Robert Altman,0,Oscar,/wiki/Short_Cuts,1993,Short Cuts,1022
Director,Jane Campion,0,Oscar,/wiki/The_Piano,1993,The Piano,1023
Director,James Ivory,0,Oscar,/wiki/The_Remains_of_the_Day_(film),1993,The Remains of the Day,1024
Director,Jim Sheridan,0,Oscar,/wiki/In_the_Name_of_the_Father_(film),1993,In the Name of the Father,1025
Director,Robert Zemeckis,1,Oscar,/wiki/Forrest_Gump,1994,Forrest Gump,1026
Director,Woody Allen,0,Oscar,/wiki/Bullets_over_Broadway,1994,Bullets over Broadway,1027
Director,Krzysztof Kielowski,0,Oscar,/wiki/Three_Colors:_Red,1994,Three Colors: Red,1028
Director,Robert Redford,0,Oscar,/wiki/Quiz_Show_(film),1994,Quiz Show,1029
Director,Quentin Tarantino,0,Oscar,/wiki/Pulp_Fiction,1994,Pulp Fiction,1030
Director,Mel Gibson,1,Oscar,/wiki/Braveheart,1995,Braveheart,1031
Director,Mike Figgis,0,Oscar,/wiki/Leaving_Las_Vegas,1995,Leaving Las Vegas,1032
Director,Chris Noonan,0,Oscar,/wiki/Babe_(film),1995,Babe,1033
Director,Michael Radford,0,Oscar,/wiki/Il_Postino:_The_Postman,1995,Il Postino: The Postman,1034
Director,Tim Robbins,0,Oscar,/wiki/Dead_Man_Walking_(film),1995,Dead Man Walking,1035
Director,Anthony Minghella,1,Oscar,/wiki/The_English_Patient_(film),1996,The English Patient,1036
Director,Joel Coen,0,Oscar,/wiki/Fargo_(film),1996,Fargo,1037
Director,Milo Forman,0,Oscar,/wiki/The_People_vs._Larry_Flynt,1996,The People vs. Larry Flynt,1038
Director,Scott Hicks,0,Oscar,/wiki/Shine_(film),1996,Shine,1039
Director,Mike Leigh,0,Oscar,/wiki/Secrets_%26_Lies_(film),1996,Secrets & Lies,1040
Director,James Cameron,1,Oscar,/wiki/Titanic_(1997_film),1997,Titanic,1041
Director,Peter Cattaneo,0,Oscar,/wiki/The_Full_Monty,1997,The Full Monty,1042
Director,Atom Egoyan,0,Oscar,/wiki/The_Sweet_Hereafter_(film),1997,The Sweet Hereafter,1043
Director,Curtis Hanson,0,Oscar,/wiki/L.A._Confidential_(film),1997,L.A. Confidential,1044
Director,Gus Van Sant,0,Oscar,/wiki/Good_Will_Hunting,1997,Good Will Hunting,1045
Director,Steven Spielberg,1,Oscar,/wiki/Saving_Private_Ryan,1998,Saving Private Ryan,1046
Director,Roberto Benigni,0,Oscar,/wiki/Life_Is_Beautiful,1998,Life Is Beautiful,1047
Director,John Madden,0,Oscar,/wiki/Shakespeare_in_Love,1998,Shakespeare in Love,1048
Director,Terrence Malick,0,Oscar,/wiki/The_Thin_Red_Line_(1998_film),1998,The Thin Red Line,1049
Director,Peter Weir,0,Oscar,/wiki/The_Truman_Show,1998,The Truman Show,1050
Director,Sam Mendes,1,Oscar,/wiki/American_Beauty_(1999_film),1999,American Beauty,1051
Director,Lasse Hallstrm,0,Oscar,/wiki/The_Cider_House_Rules_(film),1999,The Cider House Rules,1052
Director,Spike Jonze,0,Oscar,/wiki/Being_John_Malkovich,1999,Being John Malkovich,1053
Director,Michael Mann,0,Oscar,/wiki/The_Insider_(film),1999,The Insider,1054
Director,M. Night Shyamalan,0,Oscar,/wiki/The_Sixth_Sense,1999,The Sixth Sense,1055
Director,Steven Soderbergh,1,Oscar,/wiki/Traffic_(2000_film),2000,Traffic,1056
Director,Stephen Daldry,0,Oscar,/wiki/Billy_Elliot,2000,Billy Elliot,1057
Director,Ang Lee,0,Oscar,"/wiki/Crouching_Tiger,_Hidden_Dragon",2000,"Crouching Tiger, Hidden Dragon",1058
Director,Ridley Scott,0,Oscar,/wiki/Gladiator_(2000_film),2000,Gladiator,1059
Director,Steven Soderbergh,0,Oscar,/wiki/Erin_Brockovich_(film),2000,Erin Brockovich,1060
Director,Ron Howard,1,Oscar,/wiki/A_Beautiful_Mind_(film),2001,A Beautiful Mind,1061
Director,Robert Altman,0,Oscar,/wiki/Gosford_Park,2001,Gosford Park,1062
Director,Peter Jackson,0,Oscar,/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,2001,The Lord of the Rings: The Fellowship of the Ring,1063
Director,David Lynch,0,Oscar,/wiki/Mulholland_Drive_(film),2001,Mulholland Drive,1064
Director,Ridley Scott,0,Oscar,/wiki/Black_Hawk_Down_(film),2001,Black Hawk Down,1065
Director,Roman Polanski,1,Oscar,/wiki/The_Pianist_(2002_film),2002,The Pianist,1066
Director,Pedro Almodvar,0,Oscar,/wiki/Talk_to_Her,2002,Talk to Her,1067
Director,Stephen Daldry,0,Oscar,/wiki/The_Hours_(film),2002,The Hours,1068
Director,Rob Marshall,0,Oscar,/wiki/Chicago_(2002_film),2002,Chicago,1069
Director,Martin Scorsese,0,Oscar,/wiki/Gangs_of_New_York,2002,Gangs of New York,1070
Director,Peter Jackson,1,Oscar,/wiki/The_Lord_of_the_Rings:_The_Return_of_the_King,2003,The Lord of the Rings: The Return of the King,1071
Director,Sofia Coppola,0,Oscar,/wiki/Lost_in_Translation_(film),2003,Lost in Translation,1072
Director,Clint Eastwood,0,Oscar,/wiki/Mystic_River_(film),2003,Mystic River,1073
Director,Fernando Meirelles,0,Oscar,/wiki/City_of_God_(2002_film),2003,City of God,1074
Director,Peter Weir,0,Oscar,/wiki/Master_and_Commander:_The_Far_Side_of_the_World,2003,Master and Commander: The Far Side of the World,1075
Director,Clint Eastwood,1,Oscar,/wiki/Million_Dollar_Baby,2004,Million Dollar Baby,1076
Director,Taylor Hackford,0,Oscar,/wiki/Ray_(film),2004,Ray,1077
Director,Mike Leigh,0,Oscar,/wiki/Vera_Drake,2004,Vera Drake,1078
Director,Alexander Payne,0,Oscar,/wiki/Sideways,2004,Sideways,1079
Director,Martin Scorsese,0,Oscar,/wiki/The_Aviator_(2004_film),2004,The Aviator,1080
Director,Ang Lee,1,Oscar,/wiki/Brokeback_Mountain,2005,Brokeback Mountain,1081
Director,George Clooney,0,Oscar,"/wiki/Good_Night,_and_Good_Luck",2005,"Good Night, and Good Luck",1082
Director,Paul Haggis,0,Oscar,/wiki/Crash_(2004_film),2005,Crash,1083
Director,Bennett Miller,0,Oscar,/wiki/Capote_(film),2005,Capote,1084
Director,Steven Spielberg,0,Oscar,/wiki/Munich_(film),2005,Munich,1085
Director,Martin Scorsese,1,Oscar,/wiki/The_Departed,2006,The Departed,1086
Director,Clint Eastwood,0,Oscar,/wiki/Letters_from_Iwo_Jima,2006,Letters from Iwo Jima,1087
Director,Stephen Frears,0,Oscar,/wiki/The_Queen_(film),2006,The Queen,1088
Director,Paul Greengrass,0,Oscar,/wiki/United_93_(film),2006,United 93,1089
Director,Alejandro G. Irritu,0,Oscar,/wiki/Babel_(film),2006,Babel,1090
Director,Joel Coen,1,Oscar,/wiki/No_Country_for_Old_Men_(film),2007,No Country for Old Men,1091
Director,Paul Thomas Anderson,0,Oscar,/wiki/There_Will_Be_Blood,2007,There Will Be Blood,1092
Director,Tony Gilroy,0,Oscar,/wiki/Michael_Clayton_(film),2007,Michael Clayton,1093
Director,Jason Reitman,0,Oscar,/wiki/Juno_(film),2007,Juno,1094
Director,Julian Schnabel,0,Oscar,/wiki/The_Diving_Bell_and_the_Butterfly_(film),2007,The Diving Bell and the Butterfly,1095
Director,Danny Boyle,1,Oscar,/wiki/Slumdog_Millionaire,2008,Slumdog Millionaire,1096
Director,Stephen Daldry,0,Oscar,/wiki/The_Reader_(2008_film),2008,The Reader,1097
Director,David Fincher,0,Oscar,/wiki/The_Curious_Case_of_Benjamin_Button_(film),2008,The Curious Case of Benjamin Button,1098
Director,Ron Howard,0,Oscar,/wiki/Frost/Nixon_(film),2008,Frost/Nixon,1099
Director,Gus Van Sant,0,Oscar,/wiki/Milk_(film),2008,Milk,1100
Director,Kathryn Bigelow,1,Oscar,/wiki/The_Hurt_Locker,2009,The Hurt Locker,1101
Director,James Cameron,0,Oscar,/wiki/Avatar_(2009_film),2009,Avatar,1102
Director,Lee Daniels,0,Oscar,/wiki/Precious_(film),2009,Precious,1103
Director,Jason Reitman,0,Oscar,/wiki/Up_in_the_Air_(2009_film),2009,Up in the Air,1104
Director,Quentin Tarantino,0,Oscar,/wiki/Inglourious_Basterds,2009,Inglourious Basterds,1105
Director,Tom Hooper,1,Oscar,/wiki/The_King%27s_Speech,2010,The King's Speech,1106
Director,Darren Aronofsky,0,Oscar,/wiki/Black_Swan_(film),2010,Black Swan,1107
Director,Joel Coen,0,Oscar,/wiki/True_Grit_(2010_film),2010,True Grit,1108
Director,David Fincher,0,Oscar,/wiki/The_Social_Network,2010,The Social Network,1109
Director,David O. Russell,0,Oscar,/wiki/The_Fighter,2010,The Fighter,1110
Director,Michel Hazanavicius,1,Oscar,/wiki/The_Artist_(film),2011,The Artist,1111
Director,Woody Allen,0,Oscar,/wiki/Midnight_in_Paris,2011,Midnight in Paris,1112
Director,Terrence Malick,0,Oscar,/wiki/The_Tree_of_Life_(film),2011,The Tree of Life,1113
Director,Alexander Payne,0,Oscar,/wiki/The_Descendants,2011,The Descendants,1114
Director,Martin Scorsese,0,Oscar,/wiki/Hugo_(film),2011,Hugo,1115
Director,Ang Lee,1,Oscar,/wiki/Life_of_Pi_(film),2012,Life of Pi,1116
Director,Michael Haneke,0,Oscar,/wiki/Amour_(2012_film),2012,Amour,1117
Director,David O. Russell,0,Oscar,/wiki/Silver_Linings_Playbook,2012,Silver Linings Playbook,1118
Director,Steven Spielberg,0,Oscar,/wiki/Lincoln_(film),2012,Lincoln,1119
Director,Benh Zeitlin,0,Oscar,/wiki/Beasts_of_the_Southern_Wild,2012,Beasts of the Southern Wild,1120
Director,Alfonso Cuarn,1,Oscar,/wiki/Gravity_(film),2013,Gravity,1121
Director,Steve McQueen,0,Oscar,/wiki/12_Years_a_Slave_(film),2013,12 Years a Slave,1122
Director,Alexander Payne,0,Oscar,/wiki/Nebraska_(film),2013,Nebraska,1123
Director,David O. Russell,0,Oscar,/wiki/American_Hustle,2013,American Hustle,1124
Director,Martin Scorsese,0,Oscar,/wiki/The_Wolf_of_Wall_Street_(2013_film),2013,The Wolf of Wall Street,1125
Director,Alejandro G. Irritu,1,Oscar,/wiki/Birdman_(film),2014,Birdman,1126
Director,Wes Anderson,0,Oscar,/wiki/The_Grand_Budapest_Hotel,2014,The Grand Budapest Hotel,1127
Director,Richard Linklater,0,Oscar,/wiki/Boyhood_(film),2014,Boyhood,1128
Director,Bennett Miller,0,Oscar,/wiki/Foxcatcher,2014,Foxcatcher,1129
Director,Morten Tyldum,0,Oscar,/wiki/The_Imitation_Game,2014,The Imitation Game,1130
Director,Alejandro G. Irritu,1,Oscar,/wiki/The_Revenant_(2015_film),2015,The Revenant,1131
Director,Lenny Abrahamson,0,Oscar,/wiki/Room_(2015_film),2015,Room,1132
Director,Tom McCarthy,0,Oscar,/wiki/Spotlight_(film),2015,Spotlight,1133
Director,Adam McKay,0,Oscar,/wiki/The_Big_Short_(film),2015,The Big Short,1134
Director,George Miller,0,Oscar,/wiki/Mad_Max:_Fury_Road,2015,Mad Max: Fury Road,1135
Director,Damien Chazelle,0,Oscar,/wiki/La_La_Land_(film),2016,La La Land,1136
Director,Mel Gibson,0,Oscar,/wiki/Hacksaw_Ridge,2016,Hacksaw Ridge,1137
Director,Barry Jenkins,0,Oscar,/wiki/Moonlight_(2016_film),2016,Moonlight,1138
Director,Kenneth Lonergan,0,Oscar,/wiki/Manchester_by_the_Sea_(film),2016,Manchester by the Sea,1139
Director,Denis Villeneuve,0,Oscar,/wiki/Arrival_(film),2016,Arrival,1140
Original Screenplay,I. A. L. Diamond,1,Oscar,/wiki/The_Apartment,1960,The Apartment,1141
