award,category,film,href,name,winner,year
Oscar,Supporting Actor,My Week with Marilyn,/wiki/My_Week_with_Marilyn,Kenneth Branagh,0,2011
Oscar,Supporting Actor,Moneyball,/wiki/Moneyball_(film),Jonah Hill,0,2011
Oscar,Supporting Actor,Warrior,/wiki/Warrior_(2011_film),Nick Nolte,0,2011
Oscar,Supporting Actor,Extremely Loud and Incredibly Close,/wiki/Extremely_Loud_and_Incredibly_Close_(film),Max von Sydow,0,2011
Oscar,Supporting Actor,Argo,/wiki/Argo_(2012_film),Alan Arkin,0,2012
Oscar,Supporting Actor,Silver Linings Playbook,/wiki/Silver_Linings_Playbook,Robert De Niro,0,2012
Oscar,Supporting Actor,The Master,/wiki/The_Master_(2012_film),Philip Seymour Hoffman,0,2012
Oscar,Supporting Actor,Lincoln,/wiki/Lincoln_(film),Tommy Lee Jones,0,2012
Oscar,Supporting Actor,Captain Phillips,/wiki/Captain_Phillips_(film),Barkhad Abdi,0,2013
Oscar,Supporting Actor,American Hustle,/wiki/American_Hustle,Bradley Cooper,0,2013
Oscar,Supporting Actor,12 Years a Slave,/wiki/12_Years_a_Slave_(film),Michael Fassbender,0,2013
Oscar,Supporting Actor,The Wolf of Wall Street,/wiki/The_Wolf_of_Wall_Street_(2013_film),Jonah Hill,0,2013
Oscar,Supporting Actor,The Judge,/wiki/The_Judge_(2014_film),Robert Duvall,0,2014
Oscar,Supporting Actor,Boyhood,/wiki/Boyhood_(film),Ethan Hawke,0,2014
Oscar,Supporting Actor,Birdman,/wiki/Birdman_(film),Edward Norton,0,2014
Oscar,Supporting Actor,Foxcatcher,/wiki/Foxcatcher,Mark Ruffalo,0,2014
Oscar,Supporting Actor,The Big Short,/wiki/The_Big_Short_(film),Christian Bale,0,2015
Oscar,Supporting Actor,The Revenant,/wiki/The_Revenant_(2015_film),Tom Hardy,0,2015
Oscar,Supporting Actor,Spotlight,/wiki/Spotlight_(film),Mark Ruffalo,0,2015
Oscar,Supporting Actor,Creed,/wiki/Creed_(film),Sylvester Stallone,0,2015
Oscar,Supporting Actor,Moonlight,/wiki/Moonlight_(2016_film),Mahershala Ali,0,2016
Oscar,Supporting Actor,Hell or High Water,/wiki/Hell_or_High_Water_(film),Jeff Bridges,0,2016
Oscar,Supporting Actor,Manchester by the Sea,/wiki/Manchester_by_the_Sea_(film),Lucas Hedges,0,2016
Oscar,Supporting Actor,Lion,/wiki/Lion_(2016_film),Dev Patel,0,2016
Oscar,Supporting Actor,Nocturnal Animals,/wiki/Nocturnal_Animals,Michael Shannon,0,2016
Oscar,Supporting Actress,The Grifters,/wiki/The_Grifters_(film),Annette Bening,0,1990
Oscar,Supporting Actress,Goodfellas,/wiki/Goodfellas,Lorraine Bracco,0,1990
Oscar,Supporting Actress,Wild at Heart,/wiki/Wild_at_Heart_(film),Diane Ladd,0,1990
Oscar,Supporting Actress,Dances with Wolves,/wiki/Dances_with_Wolves,Mary McDonnell,0,1990
Oscar,Supporting Actress,Rambling Rose,/wiki/Rambling_Rose_(film),Diane Ladd,0,1991
Oscar,Supporting Actress,Cape Fear,/wiki/Cape_Fear_(1991_film),Juliette Lewis,0,1991
Oscar,Supporting Actress,The Prince of Tides,/wiki/The_Prince_of_Tides,Kate Nelligan,0,1991
Oscar,Supporting Actress,Fried Green Tomatoes,/wiki/Fried_Green_Tomatoes,Jessica Tandy,0,1991
Oscar,Supporting Actress,Husbands and Wives,/wiki/Husbands_and_Wives,Judy Davis,0,1992
Oscar,Supporting Actress,Enchanted April,/wiki/Enchanted_April_(1992_film),Joan Plowright,0,1992
Oscar,Supporting Actress,Howards End,/wiki/Howards_End_(film),Vanessa Redgrave,0,1992
Oscar,Supporting Actress,Damage,/wiki/Damage_(1992_film),Miranda Richardson,0,1992
Oscar,Supporting Actress,The Firm,/wiki/The_Firm_(1993_film),Holly Hunter,0,1993
Oscar,Supporting Actress,Fearless,/wiki/Fearless_(1993_film),Rosie Perez,0,1993
Oscar,Supporting Actress,The Age of Innocence,/wiki/The_Age_of_Innocence_(1993_film),Winona Ryder,0,1993
Oscar,Supporting Actress,In the Name of the Father,/wiki/In_the_Name_of_the_Father_(film),Emma Thompson,0,1993
Oscar,Supporting Actress,Tom & Viv,/wiki/Tom_%26_Viv,Rosemary Harris,0,1994
Oscar,Supporting Actress,The Madness of King George,/wiki/The_Madness_of_King_George,Helen Mirren,0,1994
Oscar,Supporting Actress,Pulp Fiction,/wiki/Pulp_Fiction,Uma Thurman,0,1994
Oscar,Supporting Actress,Bullets over Broadway,/wiki/Bullets_over_Broadway,Jennifer Tilly,0,1994
Oscar,Supporting Actress,Nixon,/wiki/Nixon_(film),Joan Allen,0,1995
Oscar,Supporting Actress,Apollo 13,/wiki/Apollo_13_(film),Kathleen Quinlan,0,1995
Oscar,Supporting Actress,Georgia,/wiki/Georgia_(1995_film),Mare Winningham,0,1995
Oscar,Supporting Actress,Sense and Sensibility,/wiki/Sense_and_Sensibility_(film),Kate Winslet,0,1995
Oscar,Supporting Actress,The Crucible,/wiki/The_Crucible_(1996_film),Joan Allen,0,1996
Oscar,Supporting Actress,The Mirror Has Two Faces,/wiki/The_Mirror_Has_Two_Faces,Lauren Bacall,0,1996
Oscar,Supporting Actress,The Portrait of a Lady,/wiki/The_Portrait_of_a_Lady_(film),Barbara Hershey,0,1996
Oscar,Supporting Actress,Secrets & Lies,/wiki/Secrets_%26_Lies_(film),Marianne Jean-Baptiste,0,1996
Oscar,Supporting Actress,In & Out,/wiki/In_%26_Out_(film),Joan Cusack,0,1997
Oscar,Supporting Actress,Good Will Hunting,/wiki/Good_Will_Hunting,Minnie Driver,0,1997
Oscar,Supporting Actress,Boogie Nights,/wiki/Boogie_Nights,Julianne Moore,0,1997
Oscar,Supporting Actress,Titanic,/wiki/Titanic_(1997_film),Gloria Stuart,0,1997
Oscar,Supporting Actress,Primary Colors,/wiki/Primary_Colors_(film),Kathy Bates,0,1998
Oscar,Supporting Actress,Little Voice,/wiki/Little_Voice_(film),Brenda Blethyn,0,1998
Oscar,Supporting Actress,Hilary and Jackie,/wiki/Hilary_and_Jackie,Rachel Griffiths,0,1998
Oscar,Supporting Actress,Gods and Monsters,/wiki/Gods_and_Monsters_(film),Lynn Redgrave,0,1998
Oscar,Supporting Actress,The Sixth Sense,/wiki/The_Sixth_Sense,Toni Collette,0,1999
Oscar,Supporting Actress,Being John Malkovich,/wiki/Being_John_Malkovich,Catherine Keener,0,1999
Oscar,Supporting Actress,Sweet and Lowdown,/wiki/Sweet_and_Lowdown,Samantha Morton,0,1999
Oscar,Supporting Actress,Boys Don't Cry,/wiki/Boys_Don%27t_Cry_(film),Chlo Sevigny,0,1999
Oscar,Supporting Actress,Chocolat,/wiki/Chocolat_(2000_film),Judi Dench,0,2000
Oscar,Supporting Actress,Almost Famous,/wiki/Almost_Famous,Kate Hudson,0,2000
Oscar,Supporting Actress,Almost Famous,/wiki/Almost_Famous,Frances McDormand,0,2000
Oscar,Supporting Actress,Billy Elliot,/wiki/Billy_Elliot,Julie Walters,0,2000
Oscar,Supporting Actress,Gosford Park,/wiki/Gosford_Park,Helen Mirren,0,2001
Oscar,Supporting Actress,Gosford Park,/wiki/Gosford_Park,Maggie Smith,0,2001
Oscar,Supporting Actress,In the Bedroom,/wiki/In_the_Bedroom,Marisa Tomei,0,2001
Oscar,Supporting Actress,Iris,/wiki/Iris_(2001_film),Kate Winslet,0,2001
Oscar,Supporting Actress,About Schmidt,/wiki/About_Schmidt,Kathy Bates,0,2002
Oscar,Supporting Actress,The Hours,/wiki/The_Hours_(film),Julianne Moore,0,2002
Oscar,Supporting Actress,Chicago,/wiki/Chicago_(2002_film),Queen Latifah,0,2002
Oscar,Supporting Actress,Adaptation,/wiki/Adaptation_(film),Meryl Streep,0,2002
Oscar,Supporting Actress,House of Sand and Fog,/wiki/House_of_Sand_and_Fog_(film),Shohreh Aghdashloo,0,2003
Oscar,Supporting Actress,Pieces of April,/wiki/Pieces_of_April,Patricia Clarkson,0,2003
Oscar,Supporting Actress,Mystic River,/wiki/Mystic_River_(film),Marcia Gay Harden,0,2003
Oscar,Supporting Actress,Thirteen,/wiki/Thirteen_(2003_film),Holly Hunter,0,2003
Oscar,Supporting Actress,Kinsey,/wiki/Kinsey_(film),Laura Linney,0,2004
Oscar,Supporting Actress,Sideways,/wiki/Sideways,Virginia Madsen,0,2004
Oscar,Supporting Actress,Hotel Rwanda,/wiki/Hotel_Rwanda,Sophie Okonedo,0,2004
Oscar,Supporting Actress,Closer,/wiki/Closer_(2004_film),Natalie Portman,0,2004
Oscar,Supporting Actress,Junebug,/wiki/Junebug_(film),Amy Adams,0,2005
Oscar,Supporting Actress,Capote,/wiki/Capote_(film),Catherine Keener,0,2005
Oscar,Supporting Actress,North Country,/wiki/North_Country_(film),Frances McDormand,0,2005
Oscar,Supporting Actress,Brokeback Mountain,/wiki/Brokeback_Mountain,Michelle Williams,0,2005
Oscar,Supporting Actress,Babel,/wiki/Babel_(film),Adriana Barraza,0,2006
Oscar,Supporting Actress,Notes on a Scandal,/wiki/Notes_on_a_Scandal_(film),Cate Blanchett,0,2006
Oscar,Supporting Actress,Little Miss Sunshine,/wiki/Little_Miss_Sunshine,Abigail Breslin,0,2006
Oscar,Supporting Actress,Babel,/wiki/Babel_(film),Rinko Kikuchi,0,2006
Oscar,Supporting Actress,I'm Not There,/wiki/I%27m_Not_There,Cate Blanchett,0,2007
Oscar,Supporting Actress,American Gangster,/wiki/American_Gangster_(film),Ruby Dee,0,2007
Oscar,Supporting Actress,Atonement,/wiki/Atonement_(film),Saoirse Ronan,0,2007
Oscar,Supporting Actress,Gone Baby Gone,/wiki/Gone_Baby_Gone,Amy Ryan,0,2007
Oscar,Supporting Actress,Doubt,/wiki/Doubt_(2008_film),Amy Adams,0,2008
Oscar,Supporting Actress,Doubt,/wiki/Doubt_(2008_film),Viola Davis,0,2008
Oscar,Supporting Actress,The Curious Case of Benjamin Button,/wiki/The_Curious_Case_of_Benjamin_Button_(film),Taraji P. Henson,0,2008
Oscar,Supporting Actress,The Wrestler,/wiki/The_Wrestler_(2008_film),Marisa Tomei,0,2008
Oscar,Supporting Actress,Nine,/wiki/Nine_(2009_live-action_film),Penlope Cruz,0,2009
Oscar,Supporting Actress,Up in the Air,/wiki/Up_in_the_Air_(2009_film),Vera Farmiga,0,2009
Oscar,Supporting Actress,Crazy Heart,/wiki/Crazy_Heart,Maggie Gyllenhaal,0,2009
Oscar,Supporting Actress,Up in the Air,/wiki/Up_in_the_Air_(2009_film),Anna Kendrick,0,2009
Oscar,Supporting Actress,The Fighter,/wiki/The_Fighter,Amy Adams,0,2010
Oscar,Supporting Actress,The King's Speech,/wiki/The_King%27s_Speech,Helena Bonham Carter,0,2010
Oscar,Supporting Actress,True Grit,/wiki/True_Grit_(2010_film),Hailee Steinfeld,0,2010
Oscar,Supporting Actress,Animal Kingdom,/wiki/Animal_Kingdom_(film),Jacki Weaver,0,2010
Oscar,Supporting Actress,The Artist,/wiki/The_Artist_(film),Brnice Bejo,0,2011
Oscar,Supporting Actress,The Help,/wiki/The_Help_(film),Jessica Chastain,0,2011
Oscar,Supporting Actress,Bridesmaids,/wiki/Bridesmaids_(2011_film),Melissa McCarthy,0,2011
Oscar,Supporting Actress,Albert Nobbs,/wiki/Albert_Nobbs,Janet McTeer,0,2011
Oscar,Supporting Actress,The Master,/wiki/The_Master_(2012_film),Amy Adams,0,2012
Oscar,Supporting Actress,Lincoln,/wiki/Lincoln_(film),Sally Field,0,2012
Oscar,Supporting Actress,The Sessions,/wiki/The_Sessions_(film),Helen Hunt,0,2012
Oscar,Supporting Actress,Silver Linings Playbook,/wiki/Silver_Linings_Playbook,Jacki Weaver,0,2012
Oscar,Supporting Actress,Blue Jasmine,/wiki/Blue_Jasmine,Sally Hawkins,0,2013
Oscar,Supporting Actress,American Hustle,/wiki/American_Hustle,Jennifer Lawrence,0,2013
Oscar,Supporting Actress,August: Osage County,/wiki/August:_Osage_County_(film),Julia Roberts,0,2013
Oscar,Supporting Actress,Nebraska,/wiki/Nebraska_(film),June Squibb,0,2013
Oscar,Supporting Actress,Wild,/wiki/Wild_(2014_film),Laura Dern,0,2014
Oscar,Supporting Actress,The Imitation Game,/wiki/The_Imitation_Game,Keira Knightley,0,2014
Oscar,Supporting Actress,Birdman,/wiki/Birdman_(film),Emma Stone,0,2014
Oscar,Supporting Actress,Into the Woods,/wiki/Into_the_Woods_(film),Meryl Streep,0,2014
Oscar,Supporting Actress,The Hateful Eight,/wiki/The_Hateful_Eight,Jennifer Jason Leigh,0,2015
Oscar,Supporting Actress,Carol,/wiki/Carol_(film),Rooney Mara,0,2015
Oscar,Supporting Actress,Spotlight,/wiki/Spotlight_(film),Rachel McAdams,0,2015
Oscar,Supporting Actress,Steve Jobs,/wiki/Steve_Jobs_(film),Kate Winslet,0,2015
Oscar,Supporting Actress,Fences,/wiki/Fences_(film),Viola Davis,0,2016
Oscar,Supporting Actress,Moonlight,/wiki/Moonlight_(2016_film),Naomie Harris,0,2016
Oscar,Supporting Actress,Lion,/wiki/Lion_(2016_film),Nicole Kidman,0,2016
Oscar,Supporting Actress,Hidden Figures,/wiki/Hidden_Figures,Octavia Spencer,0,2016
Oscar,Supporting Actress,Manchester by the Sea,/wiki/Manchester_by_the_Sea_(film),Michelle Williams,0,2016
Oscar,Picture,Dances with Wolves,/wiki/Dances_with_Wolves,Dances with Wolves,1,1990
Oscar,Picture,Awakenings,/wiki/Awakenings,Awakenings,0,1990
Oscar,Picture,Ghost,/wiki/Ghost_(1990_film),Ghost,0,1990
Oscar,Picture,The Godfather Part III,/wiki/The_Godfather_Part_III,The Godfather Part III,0,1990
Oscar,Picture,Goodfellas,/wiki/Goodfellas,Goodfellas,0,1990
Oscar,Picture,The Silence of the Lambs,/wiki/The_Silence_of_the_Lambs_(film),The Silence of the Lambs,1,1991
Oscar,Picture,Beauty and the Beast,/wiki/Beauty_and_the_Beast_(1991_film),Beauty and the Beast,0,1991
Oscar,Picture,Bugsy,/wiki/Bugsy,Bugsy,0,1991
Oscar,Picture,JFK,/wiki/JFK_(film),JFK,0,1991
Oscar,Picture,The Prince of Tides,/wiki/The_Prince_of_Tides,The Prince of Tides,0,1991
Oscar,Picture,Unforgiven,/wiki/Unforgiven,Unforgiven,1,1992
Oscar,Picture,The Crying Game,/wiki/The_Crying_Game,The Crying Game,0,1992
Oscar,Picture,A Few Good Men,/wiki/A_Few_Good_Men,A Few Good Men,0,1992
Oscar,Picture,Howards End,/wiki/Howards_End_(film),Howards End,0,1992
Oscar,Picture,Scent of a Woman,/wiki/Scent_of_a_Woman_(1992_film),Scent of a Woman,0,1992
Oscar,Picture,Schindler's List,/wiki/Schindler%27s_List,Schindler's List,1,1993
Oscar,Picture,The Fugitive,/wiki/The_Fugitive_(1993_film),The Fugitive,0,1993
Oscar,Picture,In the Name of the Father,/wiki/In_the_Name_of_the_Father_(film),In the Name of the Father,0,1993
Oscar,Picture,The Piano,/wiki/The_Piano,The Piano,0,1993
Oscar,Picture,The Remains of the Day,/wiki/The_Remains_of_the_Day_(film),The Remains of the Day,0,1993
Oscar,Picture,Forrest Gump,/wiki/Forrest_Gump,Forrest Gump,1,1994
Oscar,Picture,Four Weddings and a Funeral,/wiki/Four_Weddings_and_a_Funeral,Four Weddings and a Funeral,0,1994
Oscar,Picture,Pulp Fiction,/wiki/Pulp_Fiction,Pulp Fiction,0,1994
Oscar,Picture,Quiz Show,/wiki/Quiz_Show_(film),Quiz Show,0,1994
Oscar,Picture,The Shawshank Redemption,/wiki/The_Shawshank_Redemption,The Shawshank Redemption,0,1994
Oscar,Picture,Braveheart,/wiki/Braveheart,Braveheart,1,1995
Oscar,Picture,Apollo 13,/wiki/Apollo_13_(film),Apollo 13,0,1995
Oscar,Picture,Babe,/wiki/Babe_(film),Babe,0,1995
Oscar,Picture,Il Postino: The Postman,/wiki/Il_Postino:_The_Postman,Il Postino: The Postman,0,1995
Oscar,Picture,Sense and Sensibility,/wiki/Sense_and_Sensibility_(film),Sense and Sensibility,0,1995
Oscar,Picture,The English Patient,/wiki/The_English_Patient_(film),The English Patient,1,1996
Oscar,Picture,Fargo,/wiki/Fargo_(film),Fargo,0,1996
Oscar,Picture,Jerry Maguire,/wiki/Jerry_Maguire,Jerry Maguire,0,1996
Oscar,Picture,Secrets & Lies,/wiki/Secrets_%26_Lies_(film),Secrets & Lies,0,1996
Oscar,Picture,Shine,/wiki/Shine_(film),Shine,0,1996
Oscar,Picture,Titanic,/wiki/Titanic_(1997_film),Titanic,1,1997
Oscar,Picture,As Good as It Gets,/wiki/As_Good_as_It_Gets,As Good as It Gets,0,1997
Oscar,Picture,The Full Monty,/wiki/The_Full_Monty,The Full Monty,0,1997
Oscar,Picture,Good Will Hunting,/wiki/Good_Will_Hunting,Good Will Hunting,0,1997
Oscar,Picture,L.A. Confidential,/wiki/L.A._Confidential_(film),L.A. Confidential,0,1997
Oscar,Picture,Shakespeare in Love,/wiki/Shakespeare_in_Love,Shakespeare in Love,1,1998
Oscar,Picture,Elizabeth,/wiki/Elizabeth_(film),Elizabeth,0,1998
Oscar,Picture,Life Is Beautiful,/wiki/Life_Is_Beautiful,Life Is Beautiful,0,1998
Oscar,Picture,Saving Private Ryan,/wiki/Saving_Private_Ryan,Saving Private Ryan,0,1998
Oscar,Picture,The Thin Red Line,/wiki/The_Thin_Red_Line_(1998_film),The Thin Red Line,0,1998
Oscar,Picture,American Beauty,/wiki/American_Beauty_(1999_film),American Beauty,1,1999
Oscar,Picture,The Cider House Rules,/wiki/The_Cider_House_Rules_(film),The Cider House Rules,0,1999
Oscar,Picture,The Green Mile,/wiki/The_Green_Mile_(film),The Green Mile,0,1999
Oscar,Picture,The Insider,/wiki/The_Insider_(film),The Insider,0,1999
Oscar,Picture,The Sixth Sense,/wiki/The_Sixth_Sense,The Sixth Sense,0,1999
Oscar,Picture,Gladiator,/wiki/Gladiator_(2000_film),Gladiator,1,2000
Oscar,Picture,Chocolat,/wiki/Chocolat_(2000_film),Chocolat,0,2000
Oscar,Picture,"Crouching Tiger, Hidden Dragon","/wiki/Crouching_Tiger,_Hidden_Dragon","Crouching Tiger, Hidden Dragon",0,2000
Oscar,Picture,Erin Brockovich,/wiki/Erin_Brockovich_(film),Erin Brockovich,0,2000
Oscar,Picture,Traffic,/wiki/Traffic_(2000_film),Traffic,0,2000
Oscar,Picture,A Beautiful Mind,/wiki/A_Beautiful_Mind_(film),A Beautiful Mind,1,2001
Oscar,Picture,Gosford Park,/wiki/Gosford_Park,Gosford Park,0,2001
Oscar,Picture,In the Bedroom,/wiki/In_the_Bedroom,In the Bedroom,0,2001
Oscar,Picture,The Lord of the Rings: The Fellowship of the Ring,/wiki/The_Lord_of_the_Rings:_The_Fellowship_of_the_Ring,The Lord of the Rings: The Fellowship of the Ring,0,2001
Oscar,Picture,Moulin Rouge!,/wiki/Moulin_Rouge!,Moulin Rouge!,0,2001
Oscar,Picture,Chicago,/wiki/Chicago_(2002_film),Chicago,1,2002
Oscar,Picture,Gangs of New York,/wiki/Gangs_of_New_York,Gangs of New York,0,2002
Oscar,Picture,The Hours,/wiki/The_Hours_(film),The Hours,0,2002
Oscar,Picture,The Lord of the Rings: The Two Towers,/wiki/The_Lord_of_the_Rings:_The_Two_Towers,The Lord of the Rings: The Two Towers,0,2002
Oscar,Picture,The Pianist,/wiki/The_Pianist_(2002_film),The Pianist,0,2002
Oscar,Picture,The Lord of the Rings: The Return of the King,/wiki/The_Lord_of_the_Rings:_The_Return_of_the_King,The Lord of the Rings: The Return of the King,1,2003
Oscar,Picture,Lost in Translation,/wiki/Lost_in_Translation_(film),Lost in Translation,0,2003
Oscar,Picture,Master and Commander: The Far Side of the World,/wiki/Master_and_Commander:_The_Far_Side_of_the_World,Master and Commander: The Far Side of the World,0,2003
Oscar,Picture,Mystic River,/wiki/Mystic_River_(film),Mystic River,0,2003
Oscar,Picture,Seabiscuit,/wiki/Seabiscuit_(film),Seabiscuit,0,2003
Oscar,Picture,Million Dollar Baby,/wiki/Million_Dollar_Baby,Million Dollar Baby,1,2004
Oscar,Picture,The Aviator,/wiki/The_Aviator_(2004_film),The Aviator,0,2004
Oscar,Picture,Finding Neverland,/wiki/Finding_Neverland_(film),Finding Neverland,0,2004
Oscar,Picture,Ray,/wiki/Ray_(film),Ray,0,2004
Oscar,Picture,Sideways,/wiki/Sideways,Sideways,0,2004
Oscar,Picture,Crash,/wiki/Crash_(2004_film),Crash,1,2005
Oscar,Picture,Brokeback Mountain,/wiki/Brokeback_Mountain,Brokeback Mountain,0,2005
Oscar,Picture,Capote,/wiki/Capote_(film),Capote,0,2005
Oscar,Picture,"Good Night, and Good Luck","/wiki/Good_Night,_and_Good_Luck","Good Night, and Good Luck",0,2005
Oscar,Picture,Munich,/wiki/Munich_(film),Munich,0,2005
Oscar,Picture,The Departed,/wiki/The_Departed,The Departed,1,2006
Oscar,Picture,Babel,/wiki/Babel_(film),Babel,0,2006
Oscar,Picture,Letters from Iwo Jima,/wiki/Letters_from_Iwo_Jima,Letters from Iwo Jima,0,2006
Oscar,Picture,Little Miss Sunshine,/wiki/Little_Miss_Sunshine,Little Miss Sunshine,0,2006
Oscar,Picture,The Queen,/wiki/The_Queen_(film),The Queen,0,2006
Oscar,Picture,No Country for Old Men,/wiki/No_Country_for_Old_Men_(film),No Country for Old Men,1,2007
Oscar,Picture,Atonement,/wiki/Atonement_(film),Atonement,0,2007
Oscar,Picture,Juno,/wiki/Juno_(film),Juno,0,2007
Oscar,Picture,Michael Clayton,/wiki/Michael_Clayton_(film),Michael Clayton,0,2007
Oscar,Picture,There Will Be Blood,/wiki/There_Will_Be_Blood,There Will Be Blood,0,2007
Oscar,Picture,Slumdog Millionaire,/wiki/Slumdog_Millionaire,Slumdog Millionaire,1,2008
Oscar,Picture,The Curious Case of Benjamin Button,/wiki/The_Curious_Case_of_Benjamin_Button_(film),The Curious Case of Benjamin Button,0,2008
Oscar,Picture,Frost/Nixon,/wiki/Frost/Nixon_(film),Frost/Nixon,0,2008
Oscar,Picture,Milk,/wiki/Milk_(film),Milk,0,2008
Oscar,Picture,The Reader,/wiki/The_Reader_(2008_film),The Reader,0,2008
Oscar,Picture,The Hurt Locker,/wiki/The_Hurt_Locker,The Hurt Locker,1,2009
Oscar,Picture,Avatar,/wiki/Avatar_(2009_film),Avatar,0,2009
Oscar,Picture,The Blind Side,/wiki/The_Blind_Side_(film),The Blind Side,0,2009
Oscar,Picture,District 9,/wiki/District_9,District 9,0,2009
Oscar,Picture,An Education,/wiki/An_Education,An Education,0,2009
Oscar,Picture,Inglourious Basterds,/wiki/Inglourious_Basterds,Inglourious Basterds,0,2009
Oscar,Picture,Precious,/wiki/Precious_(film),Precious,0,2009
Oscar,Picture,A Serious Man,/wiki/A_Serious_Man,A Serious Man,0,2009
Oscar,Picture,Up,/wiki/Up_(2009_film),Up,0,2009
Oscar,Picture,Up in the Air,/wiki/Up_in_the_Air_(2009_film),Up in the Air,0,2009
Oscar,Picture,The King's Speech,/wiki/The_King%27s_Speech,The King's Speech,1,2010
Oscar,Picture,127 Hours,/wiki/127_Hours,127 Hours,0,2010
Oscar,Picture,Black Swan,/wiki/Black_Swan_(film),Black Swan,0,2010
Oscar,Picture,The Fighter,/wiki/The_Fighter,The Fighter,0,2010
Oscar,Picture,Inception,/wiki/Inception,Inception,0,2010
Oscar,Picture,The Kids Are All Right,/wiki/The_Kids_Are_All_Right_(film),The Kids Are All Right,0,2010
Oscar,Picture,The Social Network,/wiki/The_Social_Network,The Social Network,0,2010
Oscar,Picture,Toy Story 3,/wiki/Toy_Story_3,Toy Story 3,0,2010
Oscar,Picture,True Grit,/wiki/True_Grit_(2010_film),True Grit,0,2010
Oscar,Picture,Winter's Bone,/wiki/Winter%27s_Bone,Winter's Bone,0,2010
Oscar,Picture,The Artist,/wiki/The_Artist_(film),The Artist,1,2011
Oscar,Picture,The Descendants,/wiki/The_Descendants,The Descendants,0,2011
Oscar,Picture,Extremely Loud & Incredibly Close,/wiki/Extremely_Loud_and_Incredibly_Close_(film),Extremely Loud & Incredibly Close,0,2011
Oscar,Picture,The Help,/wiki/The_Help_(film),The Help,0,2011
Oscar,Picture,Hugo,/wiki/Hugo_(film),Hugo,0,2011
Oscar,Picture,Midnight in Paris,/wiki/Midnight_in_Paris,Midnight in Paris,0,2011
Oscar,Picture,Moneyball,/wiki/Moneyball_(film),Moneyball,0,2011
Oscar,Picture,The Tree of Life,/wiki/The_Tree_of_Life_(film),The Tree of Life,0,2011
Oscar,Picture,War Horse,/wiki/War_Horse_(film),War Horse,0,2011
Oscar,Picture,Argo,/wiki/Argo_(2012_film),Argo,1,2012
Oscar,Picture,Amour,/wiki/Amour_(2012_film),Amour,0,2012
Oscar,Picture,Beasts of the Southern Wild,/wiki/Beasts_of_the_Southern_Wild,Beasts of the Southern Wild,0,2012
Oscar,Picture,Django Unchained,/wiki/Django_Unchained,Django Unchained,0,2012
Oscar,Picture,Les Misrables,/wiki/Les_Mis%C3%A9rables_(2012_film),Les Misrables,0,2012
Oscar,Picture,Life of Pi,/wiki/Life_of_Pi_(film),Life of Pi,0,2012
Oscar,Picture,Lincoln,/wiki/Lincoln_(film),Lincoln,0,2012
Oscar,Picture,Silver Linings Playbook,/wiki/Silver_Linings_Playbook,Silver Linings Playbook,0,2012
Oscar,Picture,Zero Dark Thirty,/wiki/Zero_Dark_Thirty,Zero Dark Thirty,0,2012
Oscar,Picture,12 Years a Slave,/wiki/12_Years_a_Slave_(film),12 Years a Slave,1,2013
Oscar,Picture,American Hustle,/wiki/American_Hustle,American Hustle,0,2013
Oscar,Picture,Captain Phillips,/wiki/Captain_Phillips_(film),Captain Phillips,0,2013
Oscar,Picture,Dallas Buyers Club,/wiki/Dallas_Buyers_Club,Dallas Buyers Club,0,2013
Oscar,Picture,Gravity,/wiki/Gravity_(film),Gravity,0,2013
Oscar,Picture,Her,/wiki/Her_(film),Her,0,2013
Oscar,Picture,Nebraska,/wiki/Nebraska_(film),Nebraska,0,2013
Oscar,Picture,Philomena,/wiki/Philomena_(film),Philomena,0,2013
Oscar,Picture,The Wolf of Wall Street,/wiki/The_Wolf_of_Wall_Street_(2013_film),The Wolf of Wall Street,0,2013
Oscar,Picture,Birdman or (The Unexpected Virtue of Ignorance),/wiki/Birdman_(film),Birdman or (The Unexpected Virtue of Ignorance),1,2014
Oscar,Picture,American Sniper,/wiki/American_Sniper,American Sniper,0,2014
Oscar,Picture,Boyhood,/wiki/Boyhood_(film),Boyhood,0,2014
Oscar,Picture,The Grand Budapest Hotel,/wiki/The_Grand_Budapest_Hotel,The Grand Budapest Hotel,0,2014
Oscar,Picture,The Imitation Game,/wiki/The_Imitation_Game,The Imitation Game,0,2014
Oscar,Picture,Selma,/wiki/Selma_(film),Selma,0,2014
Oscar,Picture,The Theory of Everything,/wiki/The_Theory_of_Everything_(2014_film),The Theory of Everything,0,2014
Oscar,Picture,Whiplash,/wiki/Whiplash_(2014_film),Whiplash,0,2014
Oscar,Picture,Spotlight,/wiki/Spotlight_(film),Spotlight,1,2015
Oscar,Picture,The Big Short,/wiki/The_Big_Short_(film),The Big Short,0,2015
Oscar,Picture,Bridge of Spies,/wiki/Bridge_of_Spies_(film),Bridge of Spies,0,2015
Oscar,Picture,Brooklyn,/wiki/Brooklyn_(film),Brooklyn,0,2015
Oscar,Picture,Mad Max: Fury Road,/wiki/Mad_Max:_Fury_Road,Mad Max: Fury Road,0,2015
Oscar,Picture,The Martian,/wiki/The_Martian_(film),The Martian,0,2015
Oscar,Picture,The Revenant,/wiki/The_Revenant_(2015_film),The Revenant,0,2015
Oscar,Picture,Room,/wiki/Room_(2015_film),Room,0,2015
