award,category,film,href,name,winner,year
BAFTA,Director,Four Weddings and a Funeral,/wiki/Four_Weddings_and_a_Funeral,Mike Newell,1,1994
BAFTA,Director,Three Colours: Red (Trois couleurs : Rouge),/wiki/Three_Colours:_Red,Krzysztof Kieslowski,0,1994
BAFTA,Director,Pulp Fiction,/wiki/Pulp_Fiction,Quentin Tarantino,0,1994
BAFTA,Director,Forrest Gump,/wiki/Forrest_Gump,Robert Zemeckis,0,1994
BAFTA,Director,Schindler's List,/wiki/Schindler%27s_List,Steven Spielberg,1,1993
BAFTA,Director,Shadowlands,/wiki/Shadowlands_(1993_film),Richard Attenborough,0,1993
BAFTA,Director,The Piano,/wiki/The_Piano,Jane Campion,0,1993
BAFTA,Director,The Remains of the Day,/wiki/The_Remains_of_the_Day_(film),James Ivory,0,1993
BAFTA,Director,The Player,/wiki/The_Player_(film),Robert Altman,1,1992
BAFTA,Director,Unforgiven,/wiki/Unforgiven,Clint Eastwood,0,1992
BAFTA,Director,Howards End,/wiki/Howards_End_(film),James Ivory,0,1992
BAFTA,Director,The Crying Game,/wiki/The_Crying_Game,Neil Jordan,0,1992
BAFTA,Director,The Commitments,/wiki/The_Commitments_(film),Alan Parker,1,1991
BAFTA,Director,Dances with Wolves,/wiki/Dances_with_Wolves,Kevin Costner,0,1991
BAFTA,Director,The Silence of the Lambs,/wiki/The_Silence_of_the_Lambs_(film),Jonathan Demme,0,1991
BAFTA,Director,Thelma & Louise,/wiki/Thelma_%26_Louise,Ridley Scott,0,1991
BAFTA,Director,Goodfellas,/wiki/Goodfellas,Martin Scorsese,1,1990
BAFTA,Director,Crimes and Misdemeanors,/wiki/Crimes_and_Misdemeanors,Woody Allen,0,1990
BAFTA,Director,Driving Miss Daisy,/wiki/Driving_Miss_Daisy,Bruce Beresford,0,1990
BAFTA,Director,Cinema Paradiso (Nuovo cinema Paradiso),/wiki/Cinema_Paradiso,Giuseppe Tornatore,0,1990
BAFTA,Original Screenplay,Cinema Paradiso (Nuovo Cinema Paradiso),/wiki/Cinema_Paradiso,Giuseppe Tornatore,1,1990
BAFTA,Original Screenplay,Crimes and Misdemeanors,/wiki/Crimes_and_Misdemeanors,Woody Allen,0,1990
BAFTA,Original Screenplay,Ghost,/wiki/Ghost_(1990_film),Bruce Joel Rubin,0,1990
BAFTA,Original Screenplay,Pretty Woman,/wiki/Pretty_Woman,J. F. Lawton,0,1990
BAFTA,Original Screenplay,"Truly, Madly, Deeply","/wiki/Truly,_Madly,_Deeply",Anthony Minghella,1,1991
BAFTA,Original Screenplay,The Fisher King,/wiki/The_Fisher_King,Richard LaGravenese,0,1991
BAFTA,Original Screenplay,Green Card,/wiki/Green_Card_(film),Peter Weir,0,1991
BAFTA,Original Screenplay,Thelma & Louise,/wiki/Thelma_%26_Louise,Callie Khouri,0,1991
BAFTA,Original Screenplay,Husbands and Wives,/wiki/Husbands_and_Wives,Woody Allen,1,1992
BAFTA,Original Screenplay,The Crying Game,/wiki/The_Crying_Game,Neil Jordan,0,1992
BAFTA,Original Screenplay,Hear My Song,/wiki/Hear_My_Song,Peter Chelsom,0,1992
BAFTA,Original Screenplay,Unforgiven,/wiki/Unforgiven,David Webb Peoples,0,1992
BAFTA,Original Screenplay,Groundhog Day,/wiki/Groundhog_Day_(film),Harold Ramis,1,1993
BAFTA,Original Screenplay,In the Line of Fire,/wiki/In_the_Line_of_Fire,Jeff Maguire,0,1993
BAFTA,Original Screenplay,The Piano,/wiki/The_Piano,Jane Campion,0,1993
BAFTA,Original Screenplay,Sleepless in Seattle,/wiki/Sleepless_in_Seattle,Nora Ephron,0,1993
BAFTA,Original Screenplay,Pulp Fiction,/wiki/Pulp_Fiction,Quentin Tarantino,1,1994
BAFTA,Original Screenplay,"The Adventures of Priscilla, Queen of the Desert","/wiki/The_Adventures_of_Priscilla,_Queen_of_the_Desert",Stephan Elliott,0,1994
BAFTA,Original Screenplay,Four Weddings and a Funeral,/wiki/Four_Weddings_and_a_Funeral,Richard Curtis,0,1994
BAFTA,Original Screenplay,Philadelphia,/wiki/Philadelphia_(film),Ron Nyswaner,0,1994
BAFTA,Original Screenplay,The Usual Suspects,/wiki/The_Usual_Suspects,Christopher McQuarrie,1,1995
BAFTA,Original Screenplay,Bullets over Broadway,/wiki/Bullets_over_Broadway,Woody Allen,0,1995
BAFTA,Original Screenplay,Muriel's Wedding,/wiki/Muriel%27s_Wedding,P. J. Hogan,0,1995
BAFTA,Original Screenplay,Se7en,/wiki/Seven_(1995_film),Andrew Kevin Walker,0,1995
BAFTA,Original Screenplay,Secrets & Lies,/wiki/Secrets_%26_Lies_(film),Mike Leigh,1,1996
BAFTA,Original Screenplay,Brassed Off,/wiki/Brassed_Off,Mark Herman,0,1996
BAFTA,Original Screenplay,Fargo,/wiki/Fargo_(film),Joel Coen and Ethan Coen,0,1996
BAFTA,Original Screenplay,Lone Star,/wiki/Lone_Star_(1996_film),John Sayles,0,1996
BAFTA,Original Screenplay,Shine,/wiki/Shine_(film),Jan Sardi,0,1996
BAFTA,Original Screenplay,Nil by Mouth,/wiki/Nil_by_Mouth_(film),Gary Oldman,1,1997
BAFTA,Original Screenplay,Boogie Nights,/wiki/Boogie_Nights,Paul Thomas Anderson,0,1997
BAFTA,Original Screenplay,The Full Monty,/wiki/The_Full_Monty,Simon Beaufoy,0,1997
BAFTA,Original Screenplay,Mrs Brown,/wiki/Mrs_Brown,Jeremy Brock,0,1997
BAFTA,Original Screenplay,The Truman Show,/wiki/The_Truman_Show,Andrew Niccol,1,1998
BAFTA,Original Screenplay,Elizabeth,/wiki/Elizabeth_(film),Michael Hirst,0,1998
BAFTA,Original Screenplay,Life Is Beautiful (La vita  bella),/wiki/Life_Is_Beautiful,Roberto Benigni,0,1998
BAFTA,Original Screenplay,Shakespeare in Love,/wiki/Shakespeare_in_Love,Marc Norman,0,1998
BAFTA,Original Screenplay,Being John Malkovich,/wiki/Being_John_Malkovich,Charlie Kaufman,1,1999
BAFTA,Original Screenplay,All About My Mother (Todo sobre mi madre),/wiki/All_About_My_Mother,Pedro Almodvar,0,1999
BAFTA,Original Screenplay,American Beauty,/wiki/American_Beauty_(1999_film),Alan Ball,0,1999
BAFTA,Original Screenplay,The Sixth Sense,/wiki/The_Sixth_Sense,M. Night Shyamalan,0,1999
BAFTA,Original Screenplay,Topsy-Turvy,/wiki/Topsy-Turvy,Mike Leigh,0,1999
BAFTA,Original Screenplay,Almost Famous,/wiki/Almost_Famous,Cameron Crowe,1,2000
BAFTA,Original Screenplay,Billy Elliot,/wiki/Billy_Elliot,Lee Hall,0,2000
BAFTA,Original Screenplay,Erin Brockovich,/wiki/Erin_Brockovich_(film),Susannah Grant,0,2000
BAFTA,Original Screenplay,Gladiator,/wiki/Gladiator_(2000_film),David Franzoni,0,2000
BAFTA,Original Screenplay,"O Brother, Where Art Thou?","/wiki/O_Brother,_Where_Art_Thou%3F",Joel Coen and Ethan Coen,0,2000
BAFTA,Original Screenplay,Amlie (Le fabuleux destin d'Amlie Poulain),/wiki/Am%C3%A9lie,Jean-Pierre Jeunet,1,2001
BAFTA,Original Screenplay,Gosford Park,/wiki/Gosford_Park,Julian Fellowes,0,2001
BAFTA,Original Screenplay,Moulin Rouge!,/wiki/Moulin_Rouge!,Baz Luhrmann,0,2001
BAFTA,Original Screenplay,The Others,/wiki/The_Others_(2001_film),Alejandro Amenbar,0,2001
BAFTA,Original Screenplay,The Royal Tenenbaums,/wiki/The_Royal_Tenenbaums,Wes Anderson,0,2001
BAFTA,Original Screenplay,Talk to Her (Hable con ella),/wiki/Talk_to_Her,Pedro Almodvar,1,2002
BAFTA,Original Screenplay,And Your Mother Too (Y Tu Mam Tambin),/wiki/Y_Tu_Mam%C3%A1_Tambi%C3%A9n,Alfonso Cuarn,0,2002
BAFTA,Original Screenplay,Dirty Pretty Things,/wiki/Dirty_Pretty_Things_(film),Steven Knight,0,2002
BAFTA,Original Screenplay,Gangs of New York,/wiki/Gangs_of_New_York,Jay Cocks,0,2002
BAFTA,Original Screenplay,The Magdalene Sisters,/wiki/The_Magdalene_Sisters,Peter Mullan,0,2002
BAFTA,Original Screenplay,The Station Agent,/wiki/The_Station_Agent,Tom McCarthy,1,2003
BAFTA,Original Screenplay,21 Grams,/wiki/21_Grams,Guillermo Arriaga,0,2003
BAFTA,Original Screenplay,The Barbarian Invasions (Les invasions barbares),/wiki/The_Barbarian_Invasions,Denys Arcand,0,2003
BAFTA,Original Screenplay,Finding Nemo,/wiki/Finding_Nemo,Bob Peterson,0,2003
BAFTA,Original Screenplay,Lost in Translation,/wiki/Lost_in_Translation_(film),Sofia Coppola,0,2003
BAFTA,Original Screenplay,Eternal Sunshine of the Spotless Mind,/wiki/Eternal_Sunshine_of_the_Spotless_Mind,Charlie Kaufman,1,2004
BAFTA,Original Screenplay,The Aviator,/wiki/The_Aviator_(2004_film),John Logan,0,2004
BAFTA,Original Screenplay,Collateral,/wiki/Collateral_(film),Stuart Beattie,0,2004
BAFTA,Original Screenplay,Ray,/wiki/Ray_(film),James L. White,0,2004
BAFTA,Original Screenplay,Vera Drake,/wiki/Vera_Drake,Mike Leigh,0,2004
BAFTA,Original Screenplay,Crash,/wiki/Crash_(2004_film),Paul Haggis,1,2005
BAFTA,Original Screenplay,Cinderella Man,/wiki/Cinderella_Man,Akiva Goldsman,0,2005
BAFTA,Original Screenplay,"Good Night, and Good Luck","/wiki/Good_Night,_and_Good_Luck",George Clooney,0,2005
BAFTA,Original Screenplay,Hotel Rwanda,/wiki/Hotel_Rwanda,Terry George,0,2005
BAFTA,Original Screenplay,Mrs Henderson Presents,/wiki/Mrs_Henderson_Presents,Martin Sherman,0,2005
BAFTA,Original Screenplay,Little Miss Sunshine,/wiki/Little_Miss_Sunshine,Michael Arndt,1,2006
BAFTA,Original Screenplay,Babel,/wiki/Babel_(film),Guillermo Arriaga,0,2006
BAFTA,Original Screenplay,Pan's Labyrinth (El laberinto del fauno),/wiki/Pan%27s_Labyrinth,Guillermo del Toro,0,2006
BAFTA,Original Screenplay,The Queen,/wiki/The_Queen_(film),Peter Morgan,0,2006
BAFTA,Original Screenplay,United 93,/wiki/United_93_(film),Paul Greengrass,0,2006
BAFTA,Original Screenplay,Juno,/wiki/Juno_(film),Diablo Cody,1,2007
BAFTA,Original Screenplay,American Gangster,/wiki/American_Gangster_(film),Steven Zaillian,0,2007
BAFTA,Original Screenplay,The Lives of Others (Das Leben der Anderen),/wiki/The_Lives_of_Others,Florian Henckel von Donnersmarck,0,2007
BAFTA,Original Screenplay,Michael Clayton,/wiki/Michael_Clayton_(film),Tony Gilroy,0,2007
BAFTA,Original Screenplay,This Is England,/wiki/This_Is_England,Shane Meadows,0,2007
BAFTA,Original Screenplay,In Bruges,/wiki/In_Bruges,Martin McDonagh,1,2008
BAFTA,Original Screenplay,Burn After Reading,/wiki/Burn_After_Reading,Joel Coen and Ethan Coen,0,2008
BAFTA,Original Screenplay,Changeling,/wiki/Changeling_(film),J. Michael Straczynski,0,2008
BAFTA,Original Screenplay,I've Loved You So Long (Il y a longtemps que je t'aime),/wiki/I%27ve_Loved_You_So_Long,Philippe Claudel,0,2008
BAFTA,Original Screenplay,Milk,/wiki/Milk_(film),Dustin Lance Black,0,2008
BAFTA,Original Screenplay,The Hurt Locker,/wiki/The_Hurt_Locker,Mark Boal,1,2009
BAFTA,Original Screenplay,The Hangover,/wiki/The_Hangover,Jon Lucas,0,2009
BAFTA,Original Screenplay,Inglourious Basterds,/wiki/Inglourious_Basterds,Quentin Tarantino,0,2009
BAFTA,Original Screenplay,A Serious Man,/wiki/A_Serious_Man,Joel Coen and Ethan Coen,0,2009
BAFTA,Original Screenplay,Up,/wiki/Up_(2009_film),Pete Docter,0,2009
BAFTA,Original Screenplay,The King's Speech,/wiki/The_King%27s_Speech,David Seidler,1,2010
BAFTA,Original Screenplay,Black Swan,/wiki/Black_Swan_(film),Mark Heyman,0,2010
BAFTA,Original Screenplay,The Fighter,/wiki/The_Fighter,Scott Silver,0,2010
BAFTA,Original Screenplay,Inception,/wiki/Inception,Christopher Nolan,0,2010
BAFTA,Original Screenplay,The Kids Are All Right,/wiki/The_Kids_Are_All_Right_(film),Lisa Cholodenko,0,2010
BAFTA,Original Screenplay,The Artist,/wiki/The_Artist_(film),Michel Hazanavicius,1,2011
BAFTA,Original Screenplay,Bridesmaids,/wiki/Bridesmaids_(2011_film),Kristen Wiig,0,2011
BAFTA,Original Screenplay,The Guard,/wiki/The_Guard_(2011_film),John Michael McDonagh,0,2011
BAFTA,Original Screenplay,Midnight in Paris,/wiki/Midnight_in_Paris,Woody Allen,0,2011
BAFTA,Original Screenplay,The Iron Lady,/wiki/The_Iron_Lady_(film),Abi Morgan,0,2011
BAFTA,Original Screenplay,Django Unchained,/wiki/Django_Unchained,Quentin Tarantino,1,2012
BAFTA,Original Screenplay,Amour,/wiki/Amour_(2012_film),Michael Haneke,0,2012
BAFTA,Original Screenplay,The Master,/wiki/The_Master_(2012_film),Paul Thomas Anderson,0,2012
BAFTA,Original Screenplay,Moonrise Kingdom,/wiki/Moonrise_Kingdom,Wes Anderson,0,2012
BAFTA,Original Screenplay,Zero Dark Thirty,/wiki/Zero_Dark_Thirty,Mark Boal,0,2012
BAFTA,Original Screenplay,American Hustle,/wiki/American_Hustle,Eric Warren Singer,1,2013
BAFTA,Original Screenplay,Blue Jasmine,/wiki/Blue_Jasmine,Woody Allen,0,2013
BAFTA,Original Screenplay,Gravity,/wiki/Gravity_(film),Alfonso Cuarn,0,2013
BAFTA,Original Screenplay,Inside Llewyn Davis,/wiki/Inside_Llewyn_Davis,Joel Coen and Ethan Coen,0,2013
BAFTA,Original Screenplay,Nebraska,/wiki/Nebraska_(film),Bob Nelson,0,2013
BAFTA,Original Screenplay,The Grand Budapest Hotel,/wiki/The_Grand_Budapest_Hotel,Wes Anderson,1,2014
BAFTA,Original Screenplay,Birdman or (The Unexpected Virtue of Ignorance),/wiki/Birdman_(film),Alejandro G. Irritu,0,2014
BAFTA,Original Screenplay,Boyhood,/wiki/Boyhood_(film),Richard Linklater,0,2014
BAFTA,Original Screenplay,Nightcrawler,/wiki/Nightcrawler_(film),Dan Gilroy,0,2014
BAFTA,Original Screenplay,Whiplash,/wiki/Whiplash_(2014_film),Damien Chazelle,0,2014
BAFTA,Original Screenplay,Spotlight,/wiki/Spotlight_(film),Tom McCarthy,1,2015
BAFTA,Original Screenplay,Bridge of Spies,/wiki/Bridge_of_Spies_(film),Matt Charman,0,2015
BAFTA,Original Screenplay,Ex Machina,/wiki/Ex_Machina_(film),Alex Garland,0,2015
BAFTA,Original Screenplay,The Hateful Eight,/wiki/The_Hateful_Eight,Quentin Tarantino,0,2015
BAFTA,Original Screenplay,Inside Out,/wiki/Inside_Out_(2015_film),Pete Docter,0,2015
BAFTA,Original Screenplay,Manchester by the Sea,/wiki/Manchester_by_the_Sea_(film),Kenneth Lonergan,1,2016
BAFTA,Original Screenplay,Hell or High Water,/wiki/Hell_or_High_Water_(film),Taylor Sheridan,0,2016
BAFTA,Original Screenplay,"I, Daniel Blake","/wiki/I,_Daniel_Blake",Paul Laverty,0,2016
BAFTA,Original Screenplay,La La Land,/wiki/La_La_Land_(film),Damien Chazelle,0,2016
BAFTA,Original Screenplay,Moonlight,/wiki/Moonlight_(2016_film),Barry Jenkins,0,2016
Golden Globe,Actor,Dances with Wolves,/wiki/Dances_with_Wolves,Kevin Costner,0,1990
Golden Globe,Actor,The Field,/wiki/The_Field_(film),Richard Harris,0,1990
Golden Globe,Actor,The Godfather Part III,/wiki/The_Godfather_Part_III,Al Pacino,0,1990
Golden Globe,Actor,Awakenings,/wiki/Awakenings_(film),Robin Williams,0,1990
Golden Globe,Actor,Bugsy,/wiki/Bugsy,Warren Beatty,0,1991
Golden Globe,Actor,JFK,/wiki/JFK_(film),Kevin Costner,0,1991
Golden Globe,Actor,Cape Fear,/wiki/Cape_Fear_(1991_film),Robert De Niro,0,1991
Golden Globe,Actor,The Silence of the Lambs,/wiki/The_Silence_of_the_Lambs_(film),Anthony Hopkins,0,1991
Golden Globe,Actor,A Few Good Men,/wiki/A_Few_Good_Men,Tom Cruise,0,1992
Golden Globe,Actor,Chaplin,/wiki/Chaplin_(film),Robert Downey Jr.,0,1992
Golden Globe,Actor,Hoffa,/wiki/Hoffa,Jack Nicholson,0,1992
Golden Globe,Actor,Malcolm X,/wiki/Malcolm_X_(1992_film),Denzel Washington,0,1992
Golden Globe,Actor,In the Name of the Father,/wiki/In_the_Name_of_the_Father_(film),Daniel Day-Lewis,0,1993
Golden Globe,Actor,The Fugitive,/wiki/The_Fugitive_(1993_film),Harrison Ford,0,1993
Golden Globe,Actor,The Remains of the Day,/wiki/The_Remains_of_the_Day_(film),Anthony Hopkins,0,1993
Golden Globe,Actor,Schindler's List,/wiki/Schindler%27s_List,Liam Neeson,0,1993
Golden Globe,Actor,The Shawshank Redemption,/wiki/The_Shawshank_Redemption,Morgan Freeman,0,1994
Golden Globe,Actor,Nobody's Fool,/wiki/Nobody%27s_Fool_(1994_film),Paul Newman,0,1994
Golden Globe,Actor,Legends of the Fall,/wiki/Legends_of_the_Fall,Brad Pitt,0,1994
Golden Globe,Actor,Pulp Fiction,/wiki/Pulp_Fiction,John Travolta,0,1994
Golden Globe,Actor,Mr. Holland's Opus,/wiki/Mr._Holland%27s_Opus,Richard Dreyfuss,0,1995
Golden Globe,Actor,Nixon,/wiki/Nixon_(film),Anthony Hopkins,0,1995
Golden Globe,Actor,Richard III,/wiki/Richard_III_(1995_film),Ian McKellen,0,1995
Golden Globe,Actor,Dead Man Walking,/wiki/Dead_Man_Walking_(film),Sean Penn,0,1995
Golden Globe,Actor,The English Patient,/wiki/The_English_Patient_(film),Ralph Fiennes,0,1996
Golden Globe,Actor,Ransom,/wiki/Ransom_(1996_film),Mel Gibson,0,1996
Golden Globe,Actor,The People vs. Larry Flynt,/wiki/The_People_vs._Larry_Flynt,Woody Harrelson,0,1996
Golden Globe,Actor,Michael Collins,/wiki/Michael_Collins_(film),Liam Neeson,0,1996
Golden Globe,Actor,Good Will Hunting,/wiki/Good_Will_Hunting,Matt Damon,0,1997
Golden Globe,Actor,The Boxer,/wiki/The_Boxer_(1997_film),Daniel Day-Lewis,0,1997
Golden Globe,Actor,Titanic,/wiki/Titanic_(1997_film),Leonardo DiCaprio,0,1997
Golden Globe,Actor,Amistad,/wiki/Amistad_(film),Djimon Hounsou,0,1997
Golden Globe,Actor,Wilde,/wiki/Wilde_(film),Stephen Fry,0,1998
Golden Globe,Actor,Saving Private Ryan,/wiki/Saving_Private_Ryan,Tom Hanks,0,1998
Golden Globe,Actor,Gods and Monsters,/wiki/Gods_and_Monsters_(film),Ian McKellen,0,1998
Golden Globe,Actor,Affliction,/wiki/Affliction_(film),Nick Nolte,0,1998
Golden Globe,Actor,The Insider,/wiki/The_Insider_(film),Russell Crowe,0,1999
Golden Globe,Actor,The Talented Mr. Ripley,/wiki/The_Talented_Mr._Ripley_(film),Matt Damon,0,1999
Golden Globe,Actor,The Straight Story,/wiki/The_Straight_Story,Richard Farnsworth,0,1999
Golden Globe,Actor,American Beauty,/wiki/American_Beauty_(1999_film),Kevin Spacey,0,1999
Golden Globe,Actor,Before Night Falls,/wiki/Before_Night_Falls_(film),Javier Bardem,0,2000
Golden Globe,Actor,Gladiator,/wiki/Gladiator_(2000_film),Russell Crowe,0,2000
Golden Globe,Actor,Wonder Boys,/wiki/Wonder_Boys_(film),Michael Douglas,0,2000
Golden Globe,Actor,Quills,/wiki/Quills,Geoffrey Rush,0,2000
Golden Globe,Actor,Ali,/wiki/Ali_(film),Will Smith,0,2001
Golden Globe,Actor,The Shipping News,/wiki/The_Shipping_News_(film),Kevin Spacey,0,2001
Golden Globe,Actor,The Man Who Wasn't There,/wiki/The_Man_Who_Wasn%27t_There_(2001_film),Billy Bob Thornton,0,2001
Golden Globe,Actor,Training Day,/wiki/Training_Day,Denzel Washington,0,2001
Golden Globe,Actor,The Pianist,/wiki/The_Pianist_(2002_film),Adrien Brody,0,2002
Golden Globe,Actor,The Quiet American,/wiki/The_Quiet_American_(2002_film),Michael Caine,0,2002
Golden Globe,Actor,Gangs of New York,/wiki/Gangs_of_New_York,Daniel Day-Lewis,0,2002
Golden Globe,Actor,Catch Me If You Can,/wiki/Catch_Me_If_You_Can,Leonardo DiCaprio,0,2002
Golden Globe,Actor,Master and Commander: The Far Side of the World,/wiki/Master_and_Commander:_The_Far_Side_of_the_World,Russell Crowe,0,2003
Golden Globe,Actor,The Last Samurai,/wiki/The_Last_Samurai,Tom Cruise,0,2003
Golden Globe,Actor,House of Sand and Fog,/wiki/House_of_Sand_and_Fog_(film),Ben Kingsley,0,2003
Golden Globe,Actor,Cold Mountain,/wiki/Cold_Mountain_(film),Jude Law,0,2003
Golden Globe,Actor,The Sea Inside,/wiki/The_Sea_Inside,Javier Bardem,0,2004
Golden Globe,Actor,Hotel Rwanda,/wiki/Hotel_Rwanda,Don Cheadle,0,2004
Golden Globe,Actor,Finding Neverland,/wiki/Finding_Neverland_(film),Johnny Depp,0,2004
Golden Globe,Actor,Kinsey,/wiki/Kinsey_(film),Liam Neeson,0,2004
Golden Globe,Actor,Cinderella Man,/wiki/Cinderella_Man,Russell Crowe,0,2005
Golden Globe,Actor,Hustle & Flow,/wiki/Hustle_%26_Flow,Terrence Howard,0,2005
Golden Globe,Actor,Brokeback Mountain,/wiki/Brokeback_Mountain,Heath Ledger,0,2005
Golden Globe,Actor,"Good Night, and Good Luck","/wiki/Good_Night,_and_Good_Luck",David Strathairn,0,2005
Golden Globe,Actor,Blood Diamond,/wiki/Blood_Diamond,Leonardo DiCaprio,0,2006
Golden Globe,Actor,The Departed,/wiki/The_Departed,Leonardo DiCaprio,0,2006
Golden Globe,Actor,Venus,/wiki/Venus_(film),Peter O'Toole,0,2006
Golden Globe,Actor,The Pursuit of Happyness,/wiki/The_Pursuit_of_Happyness,Will Smith,0,2006
Golden Globe,Actor,Michael Clayton,/wiki/Michael_Clayton_(film),George Clooney,0,2007
Golden Globe,Actor,Atonement,/wiki/Atonement_(film),James McAvoy,0,2007
Golden Globe,Actor,Eastern Promises,/wiki/Eastern_Promises,Viggo Mortensen,0,2007
Golden Globe,Actor,American Gangster,/wiki/American_Gangster_(film),Denzel Washington,0,2007
Golden Globe,Actor,Revolutionary Road,/wiki/Revolutionary_Road_(film),Leonardo DiCaprio,0,2008
Golden Globe,Actor,Frost/Nixon,/wiki/Frost/Nixon_(film),Frank Langella,0,2008
Golden Globe,Actor,Milk,/wiki/Milk_(film),Sean Penn,0,2008
Golden Globe,Actor,The Curious Case of Benjamin Button,/wiki/The_Curious_Case_of_Benjamin_Button_(film),Brad Pitt,0,2008
Golden Globe,Actor,Up in the Air,/wiki/Up_in_the_Air_(2009_film),George Clooney,0,2009
Golden Globe,Actor,A Single Man,/wiki/A_Single_Man,Colin Firth,0,2009
Golden Globe,Actor,Invictus,/wiki/Invictus_(film),Morgan Freeman,0,2009
Golden Globe,Actor,Brothers,/wiki/Brothers_(2009_film),Tobey Maguire,0,2009
Golden Globe,Actor,The Social Network,/wiki/The_Social_Network,Jesse Eisenberg,0,2010
Golden Globe,Actor,127 Hours,/wiki/127_Hours,James Franco,0,2010
Golden Globe,Actor,Blue Valentine,/wiki/Blue_Valentine_(film),Ryan Gosling,0,2010
Golden Globe,Actor,The Fighter,/wiki/The_Fighter,Mark Wahlberg,0,2010
Golden Globe,Actor,J. Edgar,/wiki/J._Edgar,Leonardo DiCaprio,0,2011
Golden Globe,Actor,Shame,/wiki/Shame_(2011_film),Michael Fassbender,0,2011
Golden Globe,Actor,The Ides of March,/wiki/The_Ides_of_March_(film),Ryan Gosling,0,2011
Golden Globe,Actor,Moneyball,/wiki/Moneyball_(film),Brad Pitt,0,2011
Golden Globe,Actor,Arbitrage,/wiki/Arbitrage_(film),Richard Gere,0,2012
Golden Globe,Actor,The Sessions,/wiki/The_Sessions_(film),John Hawkes,0,2012
Golden Globe,Actor,The Master,/wiki/The_Master_(2012_film),Joaquin Phoenix,0,2012
Golden Globe,Actor,Flight,/wiki/Flight_(2012_film),Denzel Washington,0,2012
Golden Globe,Actor,12 Years a Slave,/wiki/12_Years_a_Slave_(film),Chiwetel Ejiofor,0,2013
Golden Globe,Actor,Mandela: Long Walk to Freedom,/wiki/Mandela:_Long_Walk_to_Freedom,Idris Elba,0,2013
Golden Globe,Actor,Captain Phillips,/wiki/Captain_Phillips_(film),Tom Hanks,0,2013
Golden Globe,Actor,All Is Lost,/wiki/All_Is_Lost,Robert Redford,0,2013
Golden Globe,Actor,Foxcatcher,/wiki/Foxcatcher,Steve Carell,0,2014
Golden Globe,Actor,The Imitation Game,/wiki/The_Imitation_Game,Benedict Cumberbatch,0,2014
Golden Globe,Actor,Nightcrawler,/wiki/Nightcrawler_(film),Jake Gyllenhaal,0,2014
Golden Globe,Actor,Selma,/wiki/Selma_(film),David Oyelowo,0,2014
Golden Globe,Actor,Trumbo,/wiki/Trumbo_(2015_film),Bryan Cranston,0,2015
Golden Globe,Actor,Steve Jobs,/wiki/Steve_Jobs_(film),Michael Fassbender,0,2015
Golden Globe,Actor,The Danish Girl,/wiki/The_Danish_Girl_(film),Eddie Redmayne,0,2015
Golden Globe,Actor,Concussion,/wiki/Concussion_(2015_film),Will Smith,0,2015
Golden Globe,Actor,Loving,/wiki/Loving_(2016_film),Joel Edgerton,0,2016
Golden Globe,Actor,Hacksaw Ridge,/wiki/Hacksaw_Ridge,Andrew Garfield,0,2016
Golden Globe,Actor,Captain Fantastic,/wiki/Captain_Fantastic_(film),Viggo Mortensen,0,2016
Golden Globe,Actor,Fences,/wiki/Fences_(film),Denzel Washington,0,2016
Golden Globe,Actor,Home Alone,/wiki/Home_Alone,Macaulay Culkin,0,1990
Golden Globe,Actor,Edward Scissorhands,/wiki/Edward_Scissorhands,Johnny Depp,0,1990
Golden Globe,Actor,Pretty Woman,/wiki/Pretty_Woman,Richard Gere,0,1990
Golden Globe,Actor,Ghost,/wiki/Ghost_(1990_film),Patrick Swayze,0,1990
Golden Globe,Actor,The Fisher King,/wiki/The_Fisher_King,Jeff Bridges,0,1991
Golden Globe,Actor,City Slickers,/wiki/City_Slickers,Billy Crystal,0,1991
Golden Globe,Actor,Hook,/wiki/Hook_(film),Dustin Hoffman,0,1991
Golden Globe,Actor,Soapdish,/wiki/Soapdish,Kevin Kline,0,1991
Golden Globe,Actor,Honeymoon in Vegas,/wiki/Honeymoon_in_Vegas,Nicolas Cage,0,1992
Golden Globe,Actor,Mr. Saturday Night,/wiki/Mr._Saturday_Night,Billy Crystal,0,1992
Golden Globe,Actor,Used People,/wiki/Used_People,Marcello Mastroianni,0,1992
Golden Globe,Actor,Bob Roberts,/wiki/Bob_Roberts,Tim Robbins,0,1992
Golden Globe,Actor,Benny & Joon,/wiki/Benny_%26_Joon,Johnny Depp,0,1993
Golden Globe,Actor,Sleepless in Seattle,/wiki/Sleepless_in_Seattle,Tom Hanks,0,1993
Golden Globe,Actor,Dave,/wiki/Dave_(film),Kevin Kline,0,1993
Golden Globe,Actor,The Snapper,/wiki/The_Snapper_(film),Colm Meaney,0,1993
Golden Globe,Actor,The Mask,/wiki/The_Mask_(film),Jim Carrey,0,1994
Golden Globe,Actor,Ed Wood,/wiki/Ed_Wood_(film),Johnny Depp,0,1994
Golden Globe,Actor,Junior,/wiki/Junior_(1994_film),Arnold Schwarzenegger,0,1994
Golden Globe,Actor,"The Adventures of Priscilla, Queen of the Desert","/wiki/The_Adventures_of_Priscilla,_Queen_of_the_Desert",Terence Stamp,0,1994
Golden Globe,Actor,The American President,/wiki/The_American_President,Michael Douglas,0,1995
