year,category,film,name,BAFTA,Golden Globe,Guild,Oscar,running_time,box_office,imdb_score,rt_audience_score,rt_critic_score,stars_count,writers_count,produced_USA,R,PG,PG13,G,q1_release,q2_release,q3_release,q4_release
2011,Actor,A Better Life,Demin Bichir,0.0,0.0,0.0,0.0,94,1759252.0,7.2,79.0,85.0,1.0,1.0,1,0,0,1,0,0,0,1,0
2011,Actor,The Descendants,George Clooney,0.0,1.0,0.0,0.0,115,177200000.0,7.3,79.0,89.0,6.0,3.0,1,1,0,0,0,0,0,0,1
2011,Actor,Tinker Tailor Soldier Spy,Gary Oldman,0.0,0.0,0.0,0.0,127,80600000.0,7.1,65.0,83.0,8.0,1.0,0,1,0,0,0,1,0,0,0
2011,Actor,Moneyball,Brad Pitt,0.0,0.0,0.0,0.0,133,110200000.0,7.6,86.0,94.0,3.0,2.0,1,0,0,1,0,0,0,1,0
2012,Actor,Lincoln,Daniel Day-Lewis,1.0,1.0,1.0,1.0,150,275300000.0,7.4,80.0,90.0,7.0,1.0,1,0,0,1,0,0,0,0,1
2012,Actor,Silver Linings Playbook,Bradley Cooper,0.0,0.0,0.0,0.0,122,236400000.0,7.8,86.0,92.0,5.0,1.0,1,1,0,0,0,0,0,0,1
2012,Actor,Les Misrables,Hugh Jackman,0.0,1.0,0.0,0.0,158,441800000.0,7.6,79.0,69.0,7.0,4.0,0,0,0,1,0,0,0,0,1
2012,Actor,The Master,Joaquin Phoenix,0.0,0.0,0.0,0.0,137,28300000.0,7.1,61.0,86.0,3.0,1.0,1,1,0,0,0,0,0,1,0
2012,Actor,Flight,Denzel Washington,0.0,0.0,0.0,0.0,138,161800000.0,7.3,75.0,78.0,8.0,1.0,1,1,0,0,0,0,0,0,1
2013,Actor,Dallas Buyers Club,Matthew McConaughey,0.0,1.0,1.0,1.0,116,55200000.0,8.0,91.0,94.0,3.0,2.0,1,1,0,0,0,0,0,0,1
2013,Actor,American Hustle,Christian Bale,0.0,0.0,0.0,0.0,138,251100000.0,7.3,74.0,93.0,5.0,2.0,1,1,0,0,0,0,0,0,1
2013,Actor,Nebraska,Bruce Dern,0.0,0.0,0.0,0.0,114,27700000.0,7.7,83.0,91.0,5.0,1.0,1,1,0,0,0,1,0,0,0
2013,Actor,The Wolf of Wall Street,Leonardo DiCaprio,0.0,1.0,0.0,0.0,179,392000000.0,8.2,82.0,77.0,9.0,1.0,1,1,0,0,0,0,0,0,1
2013,Actor,12 Years a Slave,Chiwetel Ejiofor,1.0,0.0,0.0,0.0,134,187700000.0,8.1,90.0,96.0,9.0,1.0,1,1,0,0,0,0,0,0,1
2014,Actor,The Theory of Everything,Eddie Redmayne,1.0,1.0,1.0,1.0,123,123700000.0,7.7,84.0,79.0,6.0,1.0,0,0,0,1,0,0,0,0,1
2014,Actor,Foxcatcher,Steve Carell,0.0,0.0,0.0,0.0,134,13600000.0,7.0,66.0,88.0,4.0,2.0,1,1,0,0,0,1,0,0,0
2014,Actor,American Sniper,Bradley Cooper,0.0,0.0,0.0,0.0,132,547400000.0,7.3,84.0,72.0,2.0,1.0,1,1,0,0,0,1,0,0,0
2014,Actor,The Imitation Game,Benedict Cumberbatch,0.0,0.0,0.0,0.0,114,233600000.0,8.1,91.0,90.0,6.0,1.0,1,0,0,1,0,0,0,0,1
2014,Actor,Birdman or (The Unexpected Virtue of Ignorance),Michael Keaton,0.0,0.0,0.0,0.0,119,103200000.0,7.8,77.0,91.0,7.0,4.0,1,1,0,0,0,0,0,0,1
2015,Actor,The Revenant,Leonardo DiCaprio,1.0,1.0,1.0,1.0,156,533000000.0,8.0,84.0,81.0,4.0,2.0,1,1,0,0,0,1,0,0,0
2015,Actor,Trumbo,Bryan Cranston,0.0,0.0,0.0,0.0,124,11400000.0,7.5,79.0,74.0,7.0,1.0,1,1,0,0,0,0,0,0,1
2015,Actor,The Martian,Matt Damon,0.0,1.0,0.0,0.0,141,630200000.0,8.0,91.0,92.0,12.0,1.0,1,0,0,1,0,0,0,0,1
2015,Actor,Steve Jobs,Michael Fassbender,0.0,0.0,0.0,0.0,122,34400000.0,7.2,73.0,86.0,4.0,1.0,1,1,0,0,0,0,0,0,1
2015,Actor,The Danish Girl,Eddie Redmayne,0.0,0.0,0.0,0.0,119,64200000.0,7.0,73.0,69.0,6.0,1.0,0,1,0,0,0,1,0,0,0
2016,Actor,Manchester by the Sea,Casey Affleck,1.0,1.0,0.0,0.0,137,60700000.0,8.1,81.0,96.0,4.0,1.0,1,1,0,0,0,0,0,0,1
2016,Actor,Hacksaw Ridge,Andrew Garfield,0.0,0.0,0.0,0.0,139,174900000.0,8.3,93.0,86.0,7.0,2.0,1,1,0,0,0,0,0,0,1
2016,Actor,La La Land,Ryan Gosling,0.0,1.0,0.0,0.0,128,341100000.0,8.5,85.0,93.0,4.0,1.0,1,0,0,1,0,0,0,0,1
2016,Actor,Captain Fantastic,Viggo Mortensen,0.0,0.0,0.0,0.0,118,10200000.0,7.9,85.0,83.0,4.0,1.0,1,1,0,0,0,0,0,1,0
2016,Actor,Fences,Denzel Washington,0.0,0.0,1.0,0.0,139,55600000.0,7.4,79.0,93.0,7.0,1.0,1,0,0,1,0,0,0,0,1
1980,Actress,Coal Miner's Daughter,Sissy Spacek,0.0,1.0,0.0,1.0,125,67182787.0,7.5,86.0,100.0,4.0,1.0,1,0,1,0,0,1,0,0,0
1980,Actress,Private Benjamin,Goldie Hawn,0.0,0.0,0.0,0.0,109,69847348.0,6.1,60.0,88.0,3.0,1.0,1,1,0,0,0,0,0,0,1
1980,Actress,Ordinary People,Mary Tyler Moore,0.0,1.0,0.0,0.0,124,54800000.0,7.8,88.0,90.0,4.0,1.0,1,1,0,0,0,1,0,0,0
1980,Actress,Gloria,Gena Rowlands,0.0,0.0,0.0,0.0,121,4100000.0,7.1,80.0,95.0,3.0,1.0,1,0,1,0,0,0,0,0,1
1981,Actress,On Golden Pond,Katharine Hepburn,0.0,0.0,0.0,1.0,109,119300000.0,7.7,87.0,92.0,6.0,1.0,1,0,1,0,0,1,0,0,0
1981,Actress,Reds,Diane Keaton,0.0,0.0,0.0,0.0,195,40400000.0,7.5,82.0,94.0,7.0,2.0,1,0,1,0,0,0,0,0,1
1981,Actress,Only When I Laugh,Marsha Mason,0.0,0.0,0.0,0.0,120,25524778.0,6.5,40.0,50.0,5.0,1.0,1,1,0,0,0,0,0,1,0
1981,Actress,Atlantic City,Susan Sarandon,0.0,0.0,0.0,0.0,104,12729675.0,7.4,77.0,100.0,7.0,1.0,0,1,0,0,0,0,1,0,0
1981,Actress,The French Lieutenant's Woman,Meryl Streep,1.0,1.0,0.0,0.0,127,26890068.0,7.0,68.0,76.0,3.0,1.0,0,1,0,0,0,0,0,0,1
1982,Actress,Sophie's Choice,Meryl Streep,0.0,1.0,0.0,1.0,151,30036000.0,7.7,85.0,79.0,3.0,1.0,1,1,0,0,0,1,0,0,0
1982,Actress,Victor Victoria,Julie Andrews,0.0,1.0,0.0,0.0,132,28215453.0,7.6,86.0,96.0,5.0,1.0,0,0,1,0,0,1,0,0,0
1982,Actress,Frances,Jessica Lange,0.0,0.0,0.0,0.0,140,5000000.0,7.4,77.0,68.0,3.0,1.0,1,1,0,0,0,1,0,0,0
1982,Actress,Missing,Sissy Spacek,0.0,0.0,0.0,0.0,122,1416000000.0,7.8,85.0,97.0,4.0,1.0,1,0,1,0,0,1,0,0,0
1982,Actress,An Officer and a Gentleman,Debra Winger,0.0,0.0,0.0,0.0,122,129800000.0,7.0,81.0,81.0,4.0,1.0,1,1,0,0,0,0,0,1,0
1983,Actress,Terms of Endearment,Shirley MacLaine,0.0,1.0,0.0,1.0,132,108400000.0,7.4,84.0,88.0,5.0,1.0,1,0,1,0,0,0,0,0,1
1983,Actress,Silkwood,Meryl Streep,0.0,0.0,0.0,0.0,131,35615609.0,7.2,78.0,75.0,3.0,1.0,1,1,0,0,0,1,0,0,0
1983,Actress,Educating Rita,Julie Walters,1.0,1.0,0.0,0.0,110,14600000.0,7.2,81.0,85.0,2.0,1.0,0,0,1,0,0,0,0,0,1
1983,Actress,Terms of Endearment,Debra Winger,0.0,0.0,0.0,0.0,132,108400000.0,7.4,84.0,88.0,5.0,1.0,1,0,1,0,0,0,0,0,1
1984,Actress,Places in the Heart,Sally Field,0.0,1.0,0.0,1.0,102,34901614.0,7.3,82.0,96.0,8.0,1.0,1,0,1,0,0,0,0,0,1
1984,Actress,A Passage to India,Judy Davis,0.0,0.0,0.0,0.0,163,27200000.0,7.4,78.0,85.0,6.0,1.0,0,0,1,0,0,1,0,0,0
1984,Actress,Country,Jessica Lange,0.0,0.0,0.0,0.0,110,9640000.0,6.8,70.0,100.0,3.0,1.0,1,0,1,0,0,0,0,1,0
1984,Actress,The River,Sissy Spacek,0.0,0.0,0.0,0.0,122,11500000.0,6.3,79.0,87.0,3.0,1.0,1,0,0,1,0,1,0,0,0
1985,Actress,The Trip to Bountiful,Geraldine Page,0.0,0.0,0.0,1.0,108,7491903.0,7.6,86.0,100.0,5.0,1.0,1,0,1,0,0,1,0,0,0
1985,Actress,Agnes of God,Anne Bancroft,0.0,0.0,0.0,0.0,98,25600000.0,6.6,55.0,46.0,3.0,1.0,1,0,0,1,0,0,0,1,0
1985,Actress,The Color Purple,Whoopi Goldberg,0.0,1.0,0.0,0.0,153,142000000.0,7.8,94.0,88.0,5.0,1.0,1,0,0,1,0,1,0,0,0
1985,Actress,Sweet Dreams,Jessica Lange,0.0,0.0,0.0,0.0,115,9085049.0,7.1,82.0,94.0,4.0,1.0,1,0,0,1,0,0,0,0,1
1985,Actress,Out of Africa,Meryl Streep,0.0,0.0,0.0,0.0,161,128500000.0,7.2,83.0,56.0,3.0,1.0,1,0,1,0,0,0,0,0,1
1986,Actress,Children of a Lesser God,Marlee Matlin,0.0,1.0,0.0,1.0,119,31853080.0,7.2,78.0,81.0,4.0,2.0,1,1,0,0,0,0,0,0,1
1986,Actress,The Morning After,Jane Fonda,0.0,0.0,0.0,0.0,103,25147055.0,6.0,38.0,71.0,3.0,1.0,0,1,0,0,0,0,0,0,1
1986,Actress,Crimes of the Heart,Sissy Spacek,0.0,1.0,0.0,0.0,105,22905522.0,6.4,66.0,81.0,7.0,1.0,1,0,0,1,0,1,0,0,0
1986,Actress,Peggy Sue Got Married,Kathleen Turner,0.0,0.0,0.0,0.0,103,41382841.0,6.3,55.0,85.0,9.0,2.0,1,0,0,1,0,0,0,0,1
1986,Actress,Aliens,Sigourney Weaver,0.0,0.0,0.0,0.0,137,131100000.0,8.4,94.0,98.0,1.0,1.0,1,1,0,0,0,0,0,1,0
1987,Actress,Moonstruck,Cher,0.0,1.0,0.0,1.0,102,91640528.0,7.1,80.0,92.0,5.0,1.0,1,0,1,0,0,1,0,0,0
1987,Actress,Fatal Attraction,Glenn Close,0.0,0.0,0.0,0.0,119,320100000.0,6.9,72.0,78.0,3.0,1.0,1,1,0,0,0,0,0,1,0
1987,Actress,Broadcast News,Holly Hunter,0.0,0.0,0.0,0.0,133,67331309.0,7.2,78.0,98.0,3.0,1.0,1,1,0,0,0,0,0,0,1
1987,Actress,Anna,Sally Kirkland,0.0,1.0,0.0,0.0,100,1236848.0,6.6,38.0,35.0,5.0,1.0,1,0,0,1,0,0,0,0,1
1987,Actress,Ironweed,Meryl Streep,0.0,0.0,0.0,0.0,143,7393346.0,6.8,60.0,65.0,7.0,1.0,1,1,0,0,0,1,0,0,0
1988,Actress,The Accused,Jodie Foster,0.0,1.0,0.0,1.0,111,32078318.0,7.1,79.0,95.0,2.0,1.0,0,1,0,0,0,0,0,0,1
1988,Actress,Dangerous Liaisons,Glenn Close,0.0,0.0,0.0,0.0,119,34700000.0,7.7,83.0,93.0,7.0,1.0,1,1,0,0,0,1,0,0,0
1988,Actress,Working Girl,Melanie Griffith,0.0,1.0,0.0,0.0,114,102953112.0,6.7,67.0,84.0,3.0,1.0,1,1,0,0,0,0,0,0,1
1988,Actress,A Cry in the Dark,Meryl Streep,0.0,0.0,0.0,0.0,121,6900000.0,6.9,73.0,92.0,2.0,1.0,0,0,0,1,0,0,0,0,1
1988,Actress,Gorillas in the Mist,Sigourney Weaver,0.0,1.0,0.0,0.0,129,61100000.0,7.0,74.0,82.0,2.0,1.0,1,0,0,1,0,0,0,0,1
1989,Actress,Driving Miss Daisy,Jessica Tandy,0.0,1.0,0.0,1.0,100,145800000.0,7.4,81.0,82.0,5.0,1.0,1,0,1,0,0,1,0,0,0
1989,Actress,Camille Claudel,Isabelle Adjani,0.0,0.0,0.0,0.0,175,23700000.0,7.3,88.0,100.0,8.0,1.0,0,1,0,0,0,0,0,0,1
1989,Actress,Shirley Valentine,Pauline Collins,1.0,0.0,0.0,0.0,108,6353913.0,7.2,86.0,67.0,2.0,1.0,0,1,0,0,0,0,0,1,0
1989,Actress,Music Box,Jessica Lange,0.0,0.0,0.0,0.0,124,6263883.0,7.3,77.0,75.0,4.0,1.0,1,0,0,1,0,1,0,0,0
1989,Actress,The Fabulous Baker Boys,Michelle Pfeiffer,0.0,1.0,0.0,0.0,114,18428904.0,6.8,69.0,96.0,3.0,1.0,1,1,0,0,0,0,0,0,1
1990,Actress,Misery,Kathy Bates,0.0,1.0,0.0,1.0,107,61300000.0,7.8,89.0,89.0,5.0,1.0,1,1,0,0,0,0,0,0,1
1990,Actress,The Grifters,Anjelica Huston,0.0,0.0,0.0,0.0,110,13446769.0,7.0,70.0,90.0,3.0,1.0,1,1,0,0,0,1,0,0,0
1990,Actress,Pretty Woman,Julia Roberts,0.0,1.0,0.0,0.0,119,463400000.0,6.9,68.0,61.0,2.0,1.0,1,1,0,0,0,1,0,0,0
1990,Actress,Postcards from the Edge,Meryl Streep,0.0,0.0,0.0,0.0,101,39071603.0,6.7,66.0,90.0,3.0,1.0,1,1,0,0,0,0,0,1,0
1990,Actress,Mr. and Mrs. Bridge,Joanne Woodward,0.0,0.0,0.0,0.0,126,7698010.0,6.7,42.0,80.0,6.0,1.0,1,0,0,1,0,1,0,0,0
1991,Actress,The Silence of the Lambs,Jodie Foster,1.0,1.0,0.0,1.0,118,272700000.0,8.6,95.0,95.0,4.0,1.0,1,1,0,0,0,1,0,0,0
1991,Actress,Thelma and Louise,Geena Davis,0.0,0.0,0.0,0.0,129,45400000.0,7.4,82.0,83.0,3.0,1.0,1,1,0,0,0,0,1,0,0
1991,Actress,Rambling Rose,Laura Dern,0.0,0.0,0.0,0.0,112,6300000.0,6.7,52.0,100.0,5.0,1.0,1,1,0,0,0,0,0,1,0
1991,Actress,For the Boys,Bette Midler,0.0,1.0,0.0,0.0,138,23202444.0,6.3,75.0,38.0,3.0,1.0,1,1,0,0,0,0,0,0,1
1991,Actress,Thelma and Louise,Susan Sarandon,0.0,0.0,0.0,0.0,129,45400000.0,7.4,82.0,83.0,3.0,1.0,1,1,0,0,0,0,1,0,0
1992,Actress,Howards End,Emma Thompson,1.0,1.0,0.0,1.0,140,26100000.0,7.5,82.0,92.0,8.0,1.0,0,0,1,0,0,1,0,0,0
1992,Actress,Indochine,Catherine Deneuve,0.0,0.0,0.0,0.0,159,29600000.0,7.1,84.0,71.0,5.0,1.0,0,0,0,1,0,0,0,0,1
1992,Actress,Passion Fish,Mary McDonnell,0.0,0.0,0.0,0.0,135,4814619.0,7.5,81.0,100.0,5.0,1.0,1,1,0,0,0,0,0,0,1
1992,Actress,Love Field,Michelle Pfeiffer,0.0,0.0,0.0,0.0,102,1014726.0,6.7,56.0,36.0,3.0,1.0,1,0,0,1,0,1,0,0,0
1992,Actress,Lorenzo's Oil,Susan Sarandon,0.0,0.0,0.0,0.0,129,7286310.0,7.2,79.0,94.0,4.0,1.0,1,0,0,1,0,1,0,0,0
1993,Actress,The Piano,Holly Hunter,1.0,1.0,0.0,1.0,117,140000000.0,7.6,86.0,90.0,6.0,1.0,0,1,0,0,0,1,0,0,0
1993,Actress,What's Love Got to Do with It,Angela Bassett,0.0,1.0,0.0,0.0,118,39100956.0,7.2,88.0,96.0,2.0,1.0,1,1,0,0,0,0,1,0,0
1993,Actress,Six Degrees of Separation,Stockard Channing,0.0,0.0,0.0,0.0,112,6400000.0,6.9,71.0,88.0,6.0,1.0,1,1,0,0,0,0,0,0,1
1993,Actress,The Remains of the Day,Emma Thompson,0.0,0.0,0.0,0.0,134,63900000.0,7.9,89.0,97.0,8.0,1.0,0,0,1,0,0,0,0,0,1
1993,Actress,Shadowlands,Debra Winger,0.0,0.0,0.0,0.0,131,25842377.0,7.4,89.0,96.0,2.0,1.0,0,0,1,0,0,1,0,0,0
1994,Actress,Blue Sky,Jessica Lange,0.0,1.0,0.0,1.0,101,3359465.0,6.4,57.0,74.0,6.0,1.0,1,0,0,1,0,0,0,1,0
1994,Actress,Nell,Jodie Foster,0.0,0.0,1.0,0.0,113,106700000.0,6.5,64.0,53.0,4.0,1.0,1,0,0,1,0,0,0,0,1
1994,Actress,Tom and Viv,Miranda Richardson,0.0,0.0,0.0,0.0,115,538534.0,6.5,61.0,33.0,5.0,1.0,0,0,0,1,0,0,0,0,1
1994,Actress,Little Women,Winona Ryder,0.0,0.0,0.0,0.0,118,50083616.0,7.3,84.0,90.0,10.0,1.0,1,0,1,0,0,0,0,0,1
1994,Actress,The Client,Susan Sarandon,1.0,0.0,0.0,0.0,119,117615211.0,6.7,69.0,80.0,6.0,1.0,1,0,0,1,0,0,0,1,0
1995,Actress,Dead Man Walking,Susan Sarandon,0.0,0.0,1.0,1.0,122,83000000.0,7.6,86.0,95.0,6.0,1.0,1,1,0,0,0,1,0,0,0
1995,Actress,Leaving Las Vegas,Elisabeth Shue,0.0,0.0,0.0,0.0,112,32029928.0,7.6,85.0,90.0,3.0,1.0,1,1,0,0,0,1,0,0,0
1995,Actress,Casino,Sharon Stone,0.0,1.0,0.0,0.0,178,116100000.0,8.2,93.0,80.0,6.0,2.0,1,1,0,0,0,0,0,0,1
1995,Actress,The Bridges of Madison County,Meryl Streep,0.0,0.0,0.0,0.0,134,182000000.0,7.5,87.0,89.0,2.0,1.0,1,0,0,1,0,0,1,0,0
1995,Actress,Sense and Sensibility,Emma Thompson,1.0,0.0,0.0,0.0,136,134993774.0,7.7,90.0,98.0,4.0,1.0,0,0,1,0,0,1,0,0,0
1996,Actress,Fargo,Frances McDormand,0.0,0.0,1.0,1.0,98,60600000.0,8.1,93.0,94.0,5.0,2.0,0,1,0,0,0,0,1,0,0
1996,Actress,Secrets and Lies,Brenda Blethyn,1.0,1.0,0.0,0.0,142,13417292.0,8.0,91.0,94.0,12.0,1.0,0,1,0,0,0,1,0,0,0
1996,Actress,Marvin's Room,Diane Keaton,0.0,0.0,0.0,0.0,98,12803305.0,6.7,62.0,80.0,7.0,1.0,1,0,0,1,0,1,0,0,0
1996,Actress,The English Patient,Kristin Scott Thomas,0.0,0.0,0.0,0.0,162,232000000.0,7.4,83.0,84.0,8.0,1.0,0,1,0,0,0,0,0,0,1
1996,Actress,Breaking the Waves,Emily Watson,0.0,0.0,0.0,0.0,158,3800000.0,7.9,91.0,86.0,5.0,1.0,0,1,0,0,0,0,0,0,1
1997,Actress,As Good as It Gets,Helen Hunt,0.0,1.0,1.0,1.0,139,314178011.0,7.7,86.0,86.0,6.0,1.0,1,0,0,1,0,0,0,0,1
1997,Actress,The Wings of the Dove,Helena Bonham Carter,0.0,0.0,0.0,0.0,102,13700000.0,7.2,78.0,86.0,7.0,1.0,0,1,0,0,0,1,0,0,0
1997,Actress,Afterglow,Julie Christie,0.0,0.0,0.0,0.0,113,2465960.0,6.1,45.0,74.0,4.0,1.0,1,1,0,0,0,1,0,0,0
1997,Actress,Mrs Brown,Judi Dench,1.0,0.0,0.0,0.0,103,9229808.0,7.3,78.0,94.0,6.0,1.0,0,0,1,0,0,0,0,0,1
1997,Actress,Titanic,Kate Winslet,0.0,0.0,0.0,0.0,195,21870000.0,7.7,69.0,88.0,10.0,1.0,1,0,0,1,0,0,0,0,1
1998,Actress,Shakespeare in Love,Gwyneth Paltrow,0.0,1.0,1.0,1.0,123,289300000.0,7.2,80.0,92.0,13.0,1.0,1,1,0,0,0,1,0,0,0
1998,Actress,Elizabeth,Cate Blanchett,1.0,1.0,0.0,0.0,123,82150642.0,7.5,86.0,82.0,5.0,1.0,0,1,0,0,0,1,0,0,0
1998,Actress,Central Station,Fernanda Montenegro,0.0,0.0,0.0,0.0,113,22000000.0,8.0,95.0,94.0,3.0,2.0,0,1,0,0,0,0,0,0,1
1998,Actress,One True Thing,Meryl Streep,0.0,0.0,0.0,0.0,127,26616840.0,7.0,72.0,89.0,6.0,1.0,1,1,0,0,0,0,0,1,0
1998,Actress,Hilary and Jackie,Emily Watson,0.0,0.0,0.0,0.0,121,4912892.0,7.4,83.0,86.0,6.0,1.0,0,1,0,0,0,1,0,0,0
1999,Actress,Boys Don't Cry,Hilary Swank,0.0,1.0,0.0,1.0,118,11500000.0,7.6,87.0,88.0,7.0,2.0,1,1,0,0,0,1,0,0,0
1999,Actress,American Beauty,Annette Bening,1.0,0.0,1.0,0.0,122,356300000.0,8.4,93.0,88.0,8.0,1.0,1,1,0,0,0,0,0,0,1
1999,Actress,Tumbleweeds,Janet McTeer,0.0,1.0,0.0,0.0,100,1350248.0,6.7,65.0,82.0,3.0,1.0,1,0,0,1,0,1,0,0,0
1999,Actress,The End of the Affair,Julianne Moore,0.0,0.0,0.0,0.0,102,10827816.0,7.2,74.0,67.0,3.0,1.0,0,1,0,0,0,1,0,0,0
1999,Actress,Music of the Heart,Meryl Streep,0.0,0.0,0.0,0.0,123,14936407.0,6.8,72.0,63.0,7.0,1.0,1,0,1,0,0,0,0,0,1
2000,Actress,Erin Brockovich,Julia Roberts,1.0,1.0,1.0,1.0,130,256300000.0,7.3,80.0,84.0,3.0,1.0,1,1,0,0,0,1,0,0,0
2000,Actress,The Contender,Joan Allen,0.0,0.0,0.0,0.0,126,22361811.0,7.0,73.0,76.0,12.0,1.0,1,1,0,0,0,0,0,0,1
2000,Actress,Chocolat,Juliette Binoche,0.0,0.0,0.0,0.0,121,152699946.0,7.3,83.0,63.0,10.0,1.0,1,0,0,1,0,1,0,0,0
2000,Actress,Requiem for a Dream,Ellen Burstyn,0.0,0.0,0.0,0.0,101,7400000.0,8.4,93.0,78.0,4.0,2.0,1,1,0,0,0,0,0,0,1
2000,Actress,You Can Count on Me,Laura Linney,0.0,0.0,0.0,0.0,111,11000000.0,7.7,88.0,95.0,5.0,1.0,1,1,0,0,0,0,0,0,1
2001,Actress,Monster's Ball,Halle Berry,0.0,0.0,1.0,1.0,111,44909486.0,7.1,67.0,85.0,6.0,1.0,1,1,0,0,0,1,0,0,0
2001,Actress,Iris,Judi Dench,1.0,0.0,0.0,0.0,90,16200000.0,7.1,74.0,79.0,4.0,2.0,0,1,0,0,0,1,0,0,0
2001,Actress,Moulin Rouge!,Nicole Kidman,0.0,1.0,0.0,0.0,128,179200000.0,7.6,89.0,76.0,6.0,2.0,0,0,0,1,0,0,1,0,0
2001,Actress,In the Bedroom,Sissy Spacek,0.0,1.0,0.0,0.0,131,43400000.0,7.5,81.0,93.0,4.0,1.0,1,1,0,0,0,1,0,0,0
2001,Actress,Bridget Jones's Diary,Rene Zellweger,0.0,0.0,0.0,0.0,97,281900000.0,6.7,81.0,81.0,6.0,3.0,0,1,0,0,0,0,1,0,0
2002,Actress,The Hours,Nicole Kidman,1.0,1.0,0.0,1.0,114,108800000.0,7.6,84.0,81.0,3.0,1.0,0,0,0,1,0,1,0,0,0
2002,Actress,Frida,Salma Hayek,0.0,0.0,0.0,0.0,123,56300000.0,7.4,86.0,76.0,5.0,1.0,1,1,0,0,0,0,0,0,1
2002,Actress,Unfaithful,Diane Lane,0.0,0.0,0.0,0.0,124,119137784.0,6.7,68.0,49.0,4.0,1.0,1,1,0,0,0,0,1,0,0
2002,Actress,Far from Heaven,Julianne Moore,0.0,0.0,0.0,0.0,107,29000000.0,7.4,79.0,87.0,6.0,1.0,1,0,0,1,0,1,0,0,0
2002,Actress,Chicago,Rene Zellweger,0.0,1.0,1.0,0.0,113,306800000.0,7.2,83.0,86.0,5.0,1.0,1,0,0,1,0,1,0,0,0
2003,Actress,Monster,Charlize Theron,0.0,1.0,1.0,1.0,109,60400000.0,7.3,49.0,60.0,3.0,1.0,1,1,0,0,0,1,0,0,0
2003,Actress,Whale Rider,Keisha Castle-Hughes,0.0,0.0,0.0,0.0,101,41400000.0,7.6,88.0,90.0,1.0,1.0,0,0,0,1,0,0,0,1,0
2003,Actress,Something's Gotta Give,Diane Keaton,0.0,1.0,0.0,0.0,128,266728738.0,6.7,69.0,71.0,6.0,1.0,1,0,0,1,0,0,0,0,1
2003,Actress,In America,Samantha Morton,0.0,0.0,0.0,0.0,105,25382911.0,7.8,91.0,89.0,4.0,1.0,0,0,0,1,0,1,0,0,0
2003,Actress,21 Grams,Naomi Watts,0.0,0.0,0.0,0.0,124,60400000.0,7.7,86.0,80.0,4.0,1.0,1,1,0,0,0,1,0,0,0
2004,Actress,Million Dollar Baby,Hilary Swank,0.0,1.0,1.0,1.0,132,216800000.0,8.1,90.0,91.0,2.0,1.0,1,0,0,1,0,1,0,0,0
2004,Actress,Being Julia,Annette Bening,0.0,1.0,0.0,0.0,104,14339171.0,7.1,74.0,76.0,3.0,1.0,0,1,0,0,0,1,0,0,0
2004,Actress,Maria Full of Grace,Catalina Sandino Moreno,0.0,0.0,0.0,0.0,101,12594630.0,7.5,87.0,97.0,2.0,1.0,0,1,0,0,0,0,0,1,0
2004,Actress,Vera Drake,Imelda Staunton,1.0,0.0,0.0,0.0,125,13300000.0,7.7,84.0,92.0,8.0,1.0,0,1,0,0,0,1,0,0,0
2004,Actress,Eternal Sunshine of the Spotless Mind,Kate Winslet,0.0,0.0,0.0,0.0,108,72300000.0,8.3,94.0,93.0,6.0,1.0,1,1,0,0,0,1,0,0,0
2005,Actress,Walk the Line,Reese Witherspoon,1.0,1.0,1.0,1.0,136,186400000.0,7.9,90.0,82.0,5.0,1.0,1,0,0,1,0,0,0,0,1
2005,Actress,Mrs Henderson Presents,Judi Dench,0.0,0.0,0.0,0.0,103,27876417.0,7.1,72.0,68.0,5.0,1.0,0,1,0,0,0,1,0,0,0
2005,Actress,Transamerica,Felicity Huffman,0.0,1.0,0.0,0.0,103,15200000.0,7.4,83.0,76.0,7.0,1.0,1,1,0,0,0,1,0,0,0
2005,Actress,Pride and Prejudice,Keira Knightley,0.0,0.0,0.0,0.0,127,121100000.0,7.8,89.0,85.0,10.0,1.0,0,0,1,0,0,0,0,0,1
2005,Actress,North Country,Charlize Theron,0.0,0.0,0.0,0.0,126,25200000.0,7.3,76.0,68.0,8.0,1.0,1,1,0,0,0,0,0,0,1
2006,Actress,The Queen,Helen Mirren,1.0,1.0,1.0,1.0,103,77900000.0,7.3,76.0,97.0,7.0,1.0,0,0,0,1,0,0,0,0,1
2006,Actress,Volver,Penlope Cruz,0.0,0.0,0.0,0.0,121,85585177.0,7.6,89.0,92.0,6.0,1.0,0,1,0,0,0,1,0,0,0
2006,Actress,Notes on a Scandal,Judi Dench,0.0,0.0,0.0,0.0,91,49800000.0,7.4,83.0,87.0,3.0,1.0,0,1,0,0,0,1,0,0,0
2006,Actress,The Devil Wears Prada,Meryl Streep,0.0,1.0,0.0,0.0,109,326500000.0,6.8,76.0,76.0,6.0,1.0,1,0,0,1,0,0,1,0,0
2006,Actress,Little Children,Kate Winslet,0.0,0.0,0.0,0.0,137,14800000.0,7.6,82.0,80.0,7.0,1.0,1,1,0,0,0,1,0,0,0
2007,Actress,La Vie en Rose,Marion Cotillard,1.0,1.0,0.0,1.0,140,86300000.0,7.6,84.0,74.0,3.0,1.0,0,0,0,1,0,0,0,1,0
