year,category,film,name,BAFTA,Golden Globe,Guild,Oscar,running_time,box_office,imdb_score,rt_audience_score,rt_critic_score,stars_count,writers_count,produced_USA,R,PG,PG13,G,q1_release,q2_release,q3_release,q4_release
2002,Adapted Screenplay,The Pianist,Ronald Harwood,0.0,0.0,0.0,1.0,150,120100000.0,8.5,95.0,96.0,6.0,1.0,0,1,0,0,0,1,0,0,0
2002,Adapted Screenplay,About a Boy,Peter Hedges,0.0,0.0,0.0,0.0,101,130549455.0,7.1,54.0,94.0,4.0,1.0,1,0,0,1,0,0,1,0,0
2002,Adapted Screenplay,Adaptation,Charlie Kaufman,0.0,0.0,0.0,0.0,114,32800000.0,7.7,85.0,91.0,3.0,1.0,1,1,0,0,0,1,0,0,0
2002,Adapted Screenplay,Chicago,Bill Condon,0.0,0.0,0.0,0.0,113,306800000.0,7.2,83.0,86.0,5.0,1.0,1,0,0,1,0,1,0,0,0
2002,Adapted Screenplay,The Hours,David Hare,0.0,0.0,0.0,0.0,114,108800000.0,7.6,84.0,81.0,3.0,1.0,0,0,0,1,0,1,0,0,0
2003,Adapted Screenplay,The Lord of the Rings: The Return of the King,Fran Walsh,0.0,0.0,0.0,1.0,200,11200000.0,8.9,86.0,95.0,19.0,3.0,0,0,0,1,0,0,0,0,1
2003,Adapted Screenplay,American Splendor,Shari Springer Berman Robert Pulcini,0.0,0.0,0.0,0.0,101,7986084.0,7.5,86.0,94.0,3.0,1.0,1,1,0,0,0,0,0,1,0
2003,Adapted Screenplay,City of God,Brulio Mantovani,0.0,0.0,0.0,0.0,130,30600000.0,8.7,97.0,90.0,7.0,1.0,0,1,0,0,0,1,0,0,0
2003,Adapted Screenplay,Mystic River,Brian Helgeland,0.0,0.0,0.0,0.0,137,156800000.0,8.0,89.0,87.0,6.0,1.0,1,1,0,0,0,0,0,0,1
2003,Adapted Screenplay,Seabiscuit,Gary Ross,0.0,0.0,0.0,0.0,141,148300000.0,7.3,76.0,77.0,6.0,1.0,1,0,0,1,0,0,0,1,0
2004,Adapted Screenplay,Sideways,Alexander Payne,1.0,1.0,0.0,1.0,123,109700000.0,7.5,78.0,96.0,4.0,1.0,1,1,0,0,0,1,0,0,0
2004,Adapted Screenplay,Before Sunset,Richard Linklater,0.0,0.0,0.0,0.0,80,16000000.0,8.0,91.0,95.0,2.0,1.0,1,1,0,0,0,0,0,1,0
2004,Adapted Screenplay,Finding Neverland,David Magee,0.0,0.0,0.0,0.0,101,116800000.0,7.7,87.0,83.0,5.0,1.0,0,0,1,0,0,0,0,0,1
2004,Adapted Screenplay,Million Dollar Baby,Paul Haggis,0.0,0.0,0.0,0.0,132,216800000.0,8.1,90.0,91.0,2.0,1.0,1,0,0,1,0,1,0,0,0
2004,Adapted Screenplay,The Motorcycle Diaries,Jos Rivera,0.0,0.0,0.0,0.0,126,57700000.0,7.8,92.0,84.0,6.0,1.0,0,1,0,0,0,0,0,0,1
2005,Adapted Screenplay,Brokeback Mountain,Larry McMurtry,1.0,1.0,0.0,1.0,134,178100000.0,7.7,82.0,87.0,4.0,2.0,1,1,0,0,0,1,0,0,0
2005,Adapted Screenplay,Capote,Dan Futterman,0.0,0.0,0.0,0.0,114,49200000.0,7.4,81.0,90.0,7.0,1.0,1,1,0,0,0,1,0,0,0
2005,Adapted Screenplay,The Constant Gardener,Jeffrey Caine,0.0,0.0,0.0,0.0,129,82466670.0,7.5,82.0,84.0,5.0,1.0,0,1,0,0,0,0,0,1,0
2005,Adapted Screenplay,A History of Violence,Josh Olson,0.0,0.0,0.0,0.0,96,60700000.0,7.5,76.0,87.0,5.0,1.0,1,1,0,0,0,0,0,1,0
2005,Adapted Screenplay,Munich,Tony Kushner,0.0,0.0,0.0,0.0,163,130400000.0,7.6,83.0,78.0,6.0,1.0,1,1,0,0,0,1,0,0,0
2006,Adapted Screenplay,The Departed,William Monahan,0.0,0.0,0.0,1.0,151,289800000.0,8.5,94.0,91.0,8.0,1.0,1,1,0,0,0,0,0,0,1
2006,Adapted Screenplay,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Sacha Baron Cohen,0.0,0.0,0.0,0.0,84,261600000.0,7.3,79.0,91.0,1.0,4.0,0,1,0,0,0,0,0,0,1
2006,Adapted Screenplay,Children of Men,Alfonso Cuarn,0.0,0.0,0.0,0.0,109,70000000.0,7.9,85.0,92.0,6.0,4.0,0,1,0,0,0,1,0,0,0
2006,Adapted Screenplay,Little Children,Todd Field,0.0,0.0,0.0,0.0,137,14800000.0,7.6,82.0,80.0,7.0,1.0,1,1,0,0,0,1,0,0,0
2006,Adapted Screenplay,Notes on a Scandal,Patrick Marber,0.0,0.0,0.0,0.0,91,49800000.0,7.4,83.0,87.0,3.0,1.0,0,1,0,0,0,1,0,0,0
2007,Adapted Screenplay,No Country for Old Men,Joel Coen Ethan Coen,0.0,0.0,0.0,1.0,122,171600000.0,8.1,86.0,93.0,3.0,2.0,1,1,0,0,0,0,0,0,1
2007,Adapted Screenplay,Atonement,Christopher Hampton,0.0,0.0,0.0,0.0,123,129300000.0,7.8,80.0,83.0,5.0,1.0,0,1,0,0,0,1,0,0,0
2007,Adapted Screenplay,Away from Her,Sarah Polley,0.0,0.0,0.0,0.0,110,9194283.0,7.6,81.0,94.0,6.0,1.0,0,0,0,1,0,0,1,0,0
2007,Adapted Screenplay,The Diving Bell and the Butterfly,Ronald Harwood,1.0,0.0,0.0,0.0,112,19800000.0,8.0,92.0,94.0,5.0,1.0,0,0,0,1,0,1,0,0,0
2007,Adapted Screenplay,There Will Be Blood,Paul Thomas Anderson,0.0,0.0,0.0,0.0,158,76200000.0,8.1,86.0,91.0,5.0,1.0,1,1,0,0,0,1,0,0,0
2008,Adapted Screenplay,Slumdog Millionaire,Simon Beaufoy,1.0,1.0,0.0,1.0,120,377900000.0,8.0,90.0,92.0,5.0,1.0,0,1,0,0,0,0,0,0,1
2008,Adapted Screenplay,The Curious Case of Benjamin Button,Eric Roth,0.0,0.0,0.0,0.0,166,333900000.0,7.8,80.0,72.0,7.0,1.0,1,0,0,1,0,0,0,0,1
2008,Adapted Screenplay,Doubt,John Patrick Shanley,0.0,0.0,0.0,0.0,104,50900000.0,7.5,78.0,78.0,4.0,1.0,1,0,0,1,0,0,0,0,1
2008,Adapted Screenplay,Frost/Nixon,Peter Morgan,0.0,0.0,0.0,0.0,122,27400000.0,7.7,88.0,92.0,8.0,1.0,1,1,0,0,0,1,0,0,0
2008,Adapted Screenplay,The Reader,David Hare,0.0,0.0,0.0,0.0,124,108900000.0,7.6,79.0,61.0,6.0,1.0,0,1,0,0,0,1,0,0,0
2009,Adapted Screenplay,"Precious: Based on the Novel ""Push"" by Sapphire",Geoffrey Fletcher,0.0,0.0,0.0,1.0,110,63600000.0,7.3,81.0,91.0,6.0,1.0,1,1,0,0,0,0,0,0,1
2009,Adapted Screenplay,District 9,Neill Blomkamp,0.0,0.0,0.0,0.0,112,210800000.0,8.0,82.0,90.0,9.0,2.0,0,1,0,0,0,0,0,1,0
2009,Adapted Screenplay,An Education,Nick Hornby,0.0,0.0,0.0,0.0,95,26100000.0,7.3,80.0,94.0,7.0,1.0,0,0,0,1,0,1,0,0,0
2009,Adapted Screenplay,In the Loop,Jesse Armstrong,0.0,0.0,0.0,0.0,105,4870963.0,7.5,81.0,94.0,6.0,1.0,0,1,0,0,0,0,0,1,0
2009,Adapted Screenplay,Up in the Air,Jason Reitman,1.0,1.0,0.0,0.0,109,166800000.0,7.4,79.0,91.0,4.0,2.0,1,1,0,0,0,0,0,0,1
2010,Adapted Screenplay,The Social Network,Aaron Sorkin,1.0,1.0,0.0,1.0,120,224900000.0,7.7,86.0,96.0,5.0,1.0,1,0,0,1,0,0,0,0,1
2010,Adapted Screenplay,127 Hours,Danny Boyle,0.0,0.0,0.0,0.0,93,60700000.0,7.6,85.0,93.0,1.0,2.0,0,1,0,0,0,1,0,0,0
2010,Adapted Screenplay,Toy Story 3,Michael Arndt,0.0,0.0,0.0,0.0,103,10670000.0,8.3,89.0,99.0,12.0,1.0,1,0,0,0,1,0,1,0,0
2010,Adapted Screenplay,True Grit,Joel Coen Ethan Coen,0.0,0.0,0.0,0.0,128,43700000.0,7.4,83.0,90.0,8.0,1.0,1,0,0,1,0,0,1,0,0
2010,Adapted Screenplay,Winter's Bone,Debra Granik,0.0,0.0,0.0,0.0,100,16100000.0,7.2,76.0,94.0,6.0,1.0,1,1,0,0,0,0,0,1,0
2011,Adapted Screenplay,The Descendants,Alexander Payne,0.0,0.0,0.0,1.0,115,177200000.0,7.3,79.0,89.0,6.0,3.0,1,1,0,0,0,0,0,0,1
2011,Adapted Screenplay,Hugo,John Logan,0.0,0.0,0.0,0.0,126,185800000.0,7.5,78.0,94.0,8.0,1.0,0,0,1,0,0,0,0,0,1
2011,Adapted Screenplay,The Ides of March,George Clooney,0.0,0.0,0.0,0.0,101,76000000.0,7.1,73.0,84.0,6.0,1.0,1,1,0,0,0,0,0,0,1
2011,Adapted Screenplay,Moneyball,Steven Zaillian,0.0,0.0,0.0,0.0,133,110200000.0,7.6,86.0,94.0,3.0,2.0,1,0,0,1,0,0,0,1,0
2011,Adapted Screenplay,Tinker Tailor Soldier Spy,Bridget O'Connor,1.0,0.0,0.0,0.0,127,80600000.0,7.1,65.0,83.0,8.0,1.0,0,1,0,0,0,1,0,0,0
2012,Adapted Screenplay,Argo,Chris Terrio,0.0,0.0,0.0,1.0,120,232300000.0,7.7,90.0,96.0,4.0,1.0,1,1,0,0,0,0,0,0,1
2012,Adapted Screenplay,Beasts of the Southern Wild,Lucy Alibar,0.0,0.0,0.0,0.0,93,21900000.0,7.3,76.0,86.0,2.0,1.0,1,0,0,1,0,0,0,1,0
2012,Adapted Screenplay,Life of Pi,David Magee,0.0,0.0,0.0,0.0,127,609000000.0,7.9,84.0,87.0,5.0,1.0,1,0,1,0,0,0,0,0,1
2012,Adapted Screenplay,Lincoln,Tony Kushner,0.0,0.0,0.0,0.0,150,275300000.0,7.4,80.0,90.0,7.0,1.0,1,0,0,1,0,0,0,0,1
2012,Adapted Screenplay,Silver Linings Playbook,David O. Russell,1.0,0.0,0.0,0.0,122,236400000.0,7.8,86.0,92.0,5.0,1.0,1,1,0,0,0,0,0,0,1
2013,Adapted Screenplay,12 Years a Slave,John Ridley,0.0,0.0,0.0,1.0,134,187700000.0,8.1,90.0,96.0,9.0,1.0,1,1,0,0,0,0,0,0,1
2013,Adapted Screenplay,Before Midnight,Richard Linklater,0.0,0.0,0.0,0.0,109,23400000.0,7.9,82.0,98.0,2.0,1.0,1,1,0,0,0,0,1,0,0
2013,Adapted Screenplay,Captain Phillips,Billy Ray,0.0,0.0,0.0,0.0,134,218800000.0,7.8,89.0,93.0,2.0,1.0,1,0,0,1,0,0,0,0,1
2013,Adapted Screenplay,Philomena,Steve Coogan,1.0,0.0,0.0,0.0,98,100100000.0,7.6,89.0,92.0,2.0,2.0,0,0,0,1,0,0,0,0,1
2013,Adapted Screenplay,The Wolf of Wall Street,Terence Winter,0.0,0.0,0.0,0.0,179,392000000.0,8.2,82.0,77.0,9.0,1.0,1,1,0,0,0,0,0,0,1
2014,Adapted Screenplay,The Imitation Game,Graham Moore,0.0,0.0,0.0,1.0,114,233600000.0,8.1,91.0,90.0,6.0,1.0,1,0,0,1,0,0,0,0,1
2014,Adapted Screenplay,American Sniper,Jason Hall,0.0,0.0,0.0,0.0,132,547400000.0,7.3,84.0,72.0,2.0,1.0,1,1,0,0,0,1,0,0,0
2014,Adapted Screenplay,Inherent Vice,Paul Thomas Anderson,0.0,0.0,0.0,0.0,149,14700000.0,6.7,52.0,74.0,9.0,1.0,1,1,0,0,0,1,0,0,0
2014,Adapted Screenplay,The Theory of Everything,Anthony McCarten,1.0,0.0,0.0,0.0,123,123700000.0,7.7,84.0,79.0,6.0,1.0,0,0,0,1,0,0,0,0,1
2014,Adapted Screenplay,Whiplash,Damien Chazelle,0.0,0.0,0.0,0.0,106,49000000.0,8.5,94.0,94.0,3.0,1.0,1,1,0,0,0,0,0,0,1
2015,Adapted Screenplay,The Big Short,Adam McKay,1.0,0.0,0.0,1.0,130,133300000.0,7.8,88.0,88.0,4.0,2.0,1,1,0,0,0,0,0,0,1
2015,Adapted Screenplay,Brooklyn,Nick Hornby,0.0,0.0,0.0,0.0,112,62100000.0,7.5,87.0,97.0,5.0,1.0,0,0,0,1,0,0,0,0,1
2015,Adapted Screenplay,Carol,Phyllis Nagy,0.0,0.0,0.0,0.0,118,40300000.0,7.2,73.0,94.0,5.0,1.0,0,1,0,0,0,1,0,0,0
2015,Adapted Screenplay,The Martian,Drew Goddard,0.0,0.0,0.0,0.0,141,630200000.0,8.0,91.0,92.0,12.0,1.0,1,0,0,1,0,0,0,0,1
2015,Adapted Screenplay,Room,Emma Donoghue,0.0,0.0,0.0,0.0,118,36200000.0,8.2,93.0,94.0,5.0,1.0,0,1,0,0,0,1,0,0,0
2016,Adapted Screenplay,Arrival,Eric Heisserer,0.0,0.0,0.0,0.0,116,195300000.0,8.1,82.0,94.0,5.0,1.0,1,0,0,1,0,0,0,0,1
2016,Adapted Screenplay,Fences,August Wilson,0.0,0.0,0.0,0.0,139,55600000.0,7.4,79.0,93.0,7.0,1.0,1,0,0,1,0,0,0,0,1
2016,Adapted Screenplay,Hidden Figures,Theodore Melfi,0.0,0.0,0.0,0.0,127,169100000.0,7.9,94.0,92.0,6.0,2.0,1,0,1,0,0,1,0,0,0
2016,Adapted Screenplay,Lion,Luke Davies,1.0,0.0,0.0,0.0,118,76300000.0,8.0,93.0,86.0,4.0,1.0,0,0,0,1,0,1,0,0,0
2016,Adapted Screenplay,Moonlight,Barry Jenkins,0.0,0.0,0.0,0.0,111,23300000.0,7.9,86.0,98.0,7.0,1.0,1,1,0,0,0,0,0,0,1
1980,Director,Ordinary People,Robert Redford,0.0,1.0,0.0,1.0,124,54800000.0,7.8,88.0,90.0,4.0,1.0,1,1,0,0,0,1,0,0,0
1980,Director,The Elephant Man,David Lynch,0.0,0.0,0.0,0.0,124,26000000.0,8.2,93.0,90.0,5.0,3.0,1,0,1,0,0,0,0,0,1
1980,Director,Tess,Roman Polanski,0.0,0.0,0.0,0.0,186,20100000.0,7.3,78.0,85.0,3.0,1.0,0,0,1,0,0,0,0,0,1
1980,Director,The Stunt Man,Richard Rush,0.0,0.0,0.0,0.0,131,7068886.0,7.2,75.0,89.0,3.0,1.0,1,1,0,0,0,0,1,0,0
1980,Director,Raging Bull,Martin Scorsese,0.0,0.0,0.0,0.0,129,23400000.0,8.2,93.0,97.0,6.0,2.0,1,1,0,0,0,0,0,0,1
1981,Director,Reds,Warren Beatty,0.0,1.0,0.0,1.0,195,40400000.0,7.5,82.0,94.0,7.0,2.0,1,0,1,0,0,0,0,0,1
1981,Director,Chariots of Fire,Hugh Hudson,0.0,0.0,0.0,0.0,124,59000000.0,7.2,80.0,83.0,13.0,1.0,0,0,1,0,0,0,1,0,0
1981,Director,Atlantic City,Louis Malle,1.0,0.0,0.0,0.0,104,12729675.0,7.4,77.0,100.0,7.0,1.0,0,1,0,0,0,0,1,0,0
1981,Director,On Golden Pond,Mark Rydell,0.0,0.0,0.0,0.0,109,119300000.0,7.7,87.0,92.0,6.0,1.0,1,0,1,0,0,1,0,0,0
1981,Director,Raiders of the Lost Ark,Steven Spielberg,0.0,0.0,0.0,0.0,115,389900000.0,8.5,96.0,94.0,6.0,1.0,1,0,1,0,0,0,1,0,0
1982,Director,Gandhi,Richard Attenborough,1.0,1.0,0.0,1.0,191,127800000.0,8.1,92.0,88.0,7.0,1.0,0,0,1,0,0,1,0,0,0
1982,Director,The Verdict,Sidney Lumet,0.0,0.0,0.0,0.0,129,53977250.0,7.8,88.0,96.0,5.0,1.0,1,1,0,0,0,0,0,0,1
1982,Director,Das Boot,Wolfgang Petersen,0.0,0.0,0.0,0.0,149,84900000.0,8.4,96.0,98.0,3.0,1.0,0,1,0,0,0,1,0,0,0
1982,Director,Tootsie,Sydney Pollack,0.0,0.0,0.0,0.0,116,177200000.0,7.4,81.0,89.0,5.0,1.0,1,0,1,0,0,0,0,0,1
1982,Director,E.T. the Extra-Terrestrial,Steven Spielberg,0.0,0.0,0.0,0.0,114,792900000.0,7.9,72.0,98.0,3.0,1.0,1,0,1,0,0,0,1,0,0
1983,Director,Terms of Endearment,James L. Brooks,0.0,0.0,0.0,1.0,132,108400000.0,7.4,84.0,88.0,5.0,1.0,1,0,1,0,0,0,0,0,1
1983,Director,Tender Mercies,Bruce Beresford,0.0,0.0,0.0,0.0,92,8440000.0,7.4,82.0,85.0,5.0,1.0,1,0,1,0,0,0,1,0,0
1983,Director,Fanny and Alexander,Ingmar Bergman,0.0,0.0,0.0,0.0,121,6700000.0,8.1,94.0,100.0,7.0,1.0,0,1,0,0,0,0,0,0,1
1983,Director,Silkwood,Mike Nichols,0.0,0.0,0.0,0.0,131,35615609.0,7.2,78.0,75.0,3.0,1.0,1,1,0,0,0,1,0,0,0
1983,Director,The Dresser,Peter Yates,0.0,0.0,0.0,0.0,118,5310748.0,7.7,88.0,100.0,7.0,1.0,0,0,1,0,0,0,0,0,1
1984,Director,Amadeus,Milo Forman,0.0,1.0,0.0,1.0,161,52000000.0,8.3,95.0,95.0,8.0,1.0,1,1,0,0,0,0,0,1,0
1984,Director,Broadway Danny Rose,Woody Allen,0.0,0.0,0.0,0.0,84,10600497.0,7.5,84.0,100.0,3.0,1.0,1,0,1,0,0,1,0,0,0
1984,Director,Places in the Heart,Robert Benton,0.0,0.0,0.0,0.0,102,34901614.0,7.3,82.0,96.0,8.0,1.0,1,0,1,0,0,0,0,0,1
1984,Director,The Killing Fields,Roland Joff,0.0,0.0,0.0,0.0,141,34700291.0,7.9,92.0,93.0,5.0,1.0,0,1,0,0,0,1,0,0,0
1984,Director,A Passage to India,David Lean,0.0,0.0,0.0,0.0,163,27200000.0,7.4,78.0,85.0,6.0,1.0,0,0,1,0,0,1,0,0,0
1985,Director,Out of Africa,Sydney Pollack,0.0,0.0,0.0,1.0,161,128500000.0,7.2,83.0,56.0,3.0,1.0,1,0,1,0,0,0,0,0,1
1985,Director,Kiss of the Spider Woman,Hctor Babenco,0.0,0.0,0.0,0.0,121,17005229.0,7.4,81.0,88.0,6.0,1.0,0,1,0,0,0,0,0,1,0
1985,Director,Prizzi's Honor,John Huston,0.0,1.0,0.0,0.0,130,26657534.0,6.8,62.0,88.0,2.0,1.0,1,1,0,0,0,0,1,0,0
1985,Director,Ran,Akira Kurosawa,0.0,0.0,0.0,0.0,162,12000000.0,8.2,95.0,96.0,17.0,3.0,0,1,0,0,0,0,1,0,0
1985,Director,Witness,Peter Weir,0.0,0.0,0.0,0.0,112,68700000.0,7.4,80.0,92.0,1.0,1.0,1,1,0,0,0,1,0,0,0
1986,Director,Platoon,Oliver Stone,0.0,1.0,0.0,1.0,120,138500000.0,8.1,93.0,88.0,3.0,1.0,1,1,0,0,0,1,0,0,0
1986,Director,Hannah and Her Sisters,Woody Allen,1.0,0.0,0.0,0.0,106,40100000.0,8.0,90.0,93.0,10.0,1.0,1,0,0,1,0,1,0,0,0
1986,Director,A Room with a View,James Ivory,0.0,0.0,0.0,0.0,117,21000000.0,7.4,86.0,100.0,12.0,1.0,0,0,0,1,0,0,1,0,0
1986,Director,The Mission,Roland Joff,0.0,0.0,0.0,0.0,125,17200000.0,7.5,87.0,65.0,2.0,1.0,0,0,1,0,0,0,0,0,1
1986,Director,Blue Velvet,David Lynch,0.0,0.0,0.0,0.0,120,8600000.0,7.8,88.0,94.0,7.0,1.0,1,1,0,0,0,0,0,0,1
1987,Director,The Last Emperor,Bernardo Bertolucci,0.0,1.0,0.0,1.0,163,44000000.0,7.8,88.0,92.0,7.0,2.0,0,0,0,1,0,0,1,0,0
1987,Director,Hope and Glory,John Boorman,0.0,0.0,0.0,0.0,113,10000000.0,7.4,83.0,94.0,7.0,1.0,0,0,0,1,0,1,0,0,0
1987,Director,Moonstruck,Norman Jewison,0.0,0.0,0.0,0.0,102,91640528.0,7.1,80.0,92.0,5.0,1.0,1,0,1,0,0,1,0,0,0
1987,Director,Fatal Attraction,Adrian Lyne,0.0,0.0,0.0,0.0,119,320100000.0,6.9,72.0,78.0,3.0,1.0,1,1,0,0,0,0,0,1,0
1988,Director,Rain Man,Barry Levinson,0.0,0.0,0.0,1.0,133,354800000.0,8.0,90.0,90.0,3.0,1.0,1,1,0,0,0,0,0,0,1
1988,Director,A Fish Called Wanda,Charles Crichton,0.0,0.0,0.0,0.0,108,62500000.0,7.6,84.0,93.0,4.0,1.0,0,1,0,0,0,0,0,1,0
1988,Director,Working Girl,Mike Nichols,0.0,0.0,0.0,0.0,114,102953112.0,6.7,67.0,84.0,3.0,1.0,1,1,0,0,0,0,0,0,1
1988,Director,Mississippi Burning,Alan Parker,0.0,0.0,0.0,0.0,128,34600000.0,7.8,90.0,89.0,2.0,1.0,1,1,0,0,0,1,0,0,0
1988,Director,The Last Temptation of Christ,Martin Scorsese,0.0,0.0,0.0,0.0,162,8900000.0,7.6,84.0,82.0,5.0,4.0,1,1,0,0,0,0,0,1,0
1989,Director,Born on the Fourth of July,Oliver Stone,0.0,1.0,0.0,1.0,145,161000000.0,7.2,76.0,90.0,6.0,1.0,1,1,0,0,0,1,0,0,0
1989,Director,Crimes and Misdemeanors,Woody Allen,0.0,0.0,0.0,0.0,104,18254702.0,8.0,91.0,93.0,11.0,1.0,1,0,0,1,0,0,0,0,1
1989,Director,Henry V,Kenneth Branagh,1.0,0.0,0.0,0.0,137,10200000.0,7.7,89.0,100.0,8.0,1.0,0,0,0,1,0,0,0,0,1
1989,Director,My Left Foot,Jim Sheridan,0.0,0.0,0.0,0.0,103,14700000.0,7.9,92.0,97.0,9.0,1.0,0,1,0,0,0,1,0,0,0
1989,Director,Dead Poets Society,Peter Weir,0.0,0.0,0.0,0.0,128,235800000.0,8.0,92.0,85.0,1.0,1.0,1,0,1,0,0,0,1,0,0
1990,Director,Dances with Wolves,Kevin Costner,0.0,1.0,1.0,1.0,181,424200000.0,8.0,87.0,82.0,4.0,1.0,1,0,0,1,0,0,0,0,1
1990,Director,The Godfather Part III,Francis Ford Coppola,0.0,0.0,0.0,0.0,162,136800000.0,7.6,78.0,67.0,9.0,2.0,1,1,0,0,0,0,0,0,1
1990,Director,The Grifters,Stephen Frears,0.0,0.0,0.0,0.0,110,13446769.0,7.0,70.0,90.0,3.0,1.0,1,1,0,0,0,1,0,0,0
1990,Director,Reversal of Fortune,Barbet Schroeder,0.0,0.0,0.0,0.0,111,15400000.0,7.3,77.0,94.0,3.0,1.0,1,1,0,0,0,0,0,0,1
1990,Director,Goodfellas,Martin Scorsese,1.0,0.0,0.0,0.0,145,46800000.0,8.7,97.0,97.0,5.0,2.0,1,1,0,0,0,0,0,1,0
1991,Director,The Silence of the Lambs,Jonathan Demme,0.0,0.0,1.0,1.0,118,272700000.0,8.6,95.0,95.0,4.0,1.0,1,1,0,0,0,1,0,0,0
1991,Director,Bugsy,Barry Levinson,0.0,0.0,0.0,0.0,137,49100000.0,6.8,69.0,85.0,5.0,1.0,1,1,0,0,0,0,0,0,1
1991,Director,Thelma and Louise,Ridley Scott,0.0,0.0,0.0,0.0,129,45400000.0,7.4,82.0,83.0,3.0,1.0,1,1,0,0,0,0,1,0,0
1991,Director,Boyz n the Hood,John Singleton,0.0,0.0,0.0,0.0,112,57500000.0,7.8,93.0,96.0,10.0,1.0,1,1,0,0,0,0,0,1,0
1991,Director,JFK,Oliver Stone,0.0,1.0,0.0,0.0,188,205400000.0,8.0,88.0,84.0,8.0,1.0,1,1,0,0,0,0,0,0,1
1992,Director,Unforgiven,Clint Eastwood,0.0,1.0,1.0,1.0,131,159200000.0,8.3,93.0,95.0,4.0,1.0,1,1,0,0,0,0,0,1,0
1992,Director,The Player,Robert Altman,1.0,0.0,0.0,0.0,124,21706100.0,7.6,85.0,98.0,7.0,1.0,1,1,0,0,0,0,1,0,0
1992,Director,Scent of a Woman,Martin Brest,0.0,0.0,0.0,0.0,156,134100000.0,8.0,92.0,88.0,2.0,1.0,1,1,0,0,0,1,0,0,0
1992,Director,Howards End,James Ivory,0.0,0.0,0.0,0.0,140,26100000.0,7.5,82.0,92.0,8.0,1.0,0,0,1,0,0,1,0,0,0
1992,Director,The Crying Game,Neil Jordan,0.0,0.0,0.0,0.0,111,62500000.0,7.3,78.0,97.0,4.0,1.0,0,1,0,0,0,1,0,0,0
1993,Director,Schindler's List,Steven Spielberg,1.0,1.0,1.0,1.0,197,321200000.0,8.9,97.0,96.0,6.0,1.0,1,1,0,0,0,1,0,0,0
1993,Director,Short Cuts,Robert Altman,0.0,0.0,0.0,0.0,188,6110979.0,7.7,89.0,95.0,22.0,1.0,1,1,0,0,0,0,0,0,1
1993,Director,The Piano,Jane Campion,0.0,0.0,0.0,0.0,117,140000000.0,7.6,86.0,90.0,6.0,1.0,0,1,0,0,0,1,0,0,0
1993,Director,The Remains of the Day,James Ivory,0.0,0.0,0.0,0.0,134,63900000.0,7.9,89.0,97.0,8.0,1.0,0,0,1,0,0,0,0,0,1
1993,Director,In the Name of the Father,Jim Sheridan,0.0,0.0,0.0,0.0,133,65800000.0,8.1,95.0,94.0,3.0,1.0,0,1,0,0,0,1,0,0,0
1994,Director,Forrest Gump,Robert Zemeckis,0.0,1.0,1.0,1.0,142,677900000.0,8.8,95.0,72.0,5.0,1.0,1,0,0,1,0,0,0,1,0
1994,Director,Bullets over Broadway,Woody Allen,0.0,0.0,0.0,0.0,98,13400000.0,7.5,83.0,96.0,11.0,2.0,1,1,0,0,0,1,0,0,0
1994,Director,Three Colors: Red,Krzysztof Kielowski,0.0,0.0,0.0,0.0,99,3500000.0,8.1,94.0,100.0,2.0,1.0,0,1,0,0,0,0,0,0,1
1994,Director,Quiz Show,Robert Redford,0.0,0.0,0.0,0.0,133,24800000.0,7.5,87.0,96.0,5.0,1.0,1,0,0,1,0,0,0,0,1
1994,Director,Pulp Fiction,Quentin Tarantino,0.0,0.0,0.0,0.0,154,213900000.0,8.9,96.0,94.0,12.0,1.0,1,1,0,0,0,0,0,0,1
1995,Director,Braveheart,Mel Gibson,0.0,1.0,0.0,1.0,178,210400000.0,8.4,85.0,78.0,4.0,1.0,1,1,0,0,0,0,1,0,0
1995,Director,Leaving Las Vegas,Mike Figgis,0.0,0.0,0.0,0.0,112,32029928.0,7.6,85.0,90.0,3.0,1.0,1,1,0,0,0,1,0,0,0
1995,Director,Babe,Chris Noonan,0.0,0.0,0.0,0.0,92,254100000.0,6.8,67.0,97.0,2.0,2.0,0,0,0,0,1,0,0,1,0
1995,Director,Il Postino: The Postman,Michael Radford,1.0,0.0,0.0,0.0,108,21848932.0,7.8,94.0,93.0,3.0,1.0,0,0,1,0,0,1,0,0,0
1995,Director,Dead Man Walking,Tim Robbins,0.0,0.0,0.0,0.0,122,83000000.0,7.6,86.0,95.0,6.0,1.0,1,1,0,0,0,1,0,0,0
1996,Director,The English Patient,Anthony Minghella,0.0,0.0,1.0,1.0,162,232000000.0,7.4,83.0,84.0,8.0,1.0,0,1,0,0,0,0,0,0,1
1996,Director,Fargo,Joel Coen,1.0,0.0,0.0,0.0,98,60600000.0,8.1,93.0,94.0,5.0,2.0,0,1,0,0,0,0,1,0,0
1996,Director,The People vs. Larry Flynt,Milo Forman,0.0,1.0,0.0,0.0,129,20300000.0,7.3,80.0,87.0,3.0,1.0,1,1,0,0,0,1,0,0,0
1996,Director,Shine,Scott Hicks,0.0,0.0,0.0,0.0,105,35900000.0,7.7,90.0,91.0,5.0,1.0,0,0,0,1,0,1,0,0,0
